chrom	start	end	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	class
chr2L	8159331	8160331	451	226	553	277	165	387	248	110	98	190	91	106	start
chr2L	8161295	8162295	419	176	520	272	225	447	216	89	69	184	92	91	start
chr2L	8162572	8163572	1425	559	1785	630	445	1199	805	268	214	591	191	203	start
chr2L	8189796	8190796	73	26	44	43	47	59	28	9	24	38	19	28	start
chr2L	8190307	8191307	89	36	52	67	62	97	47	16	24	52	23	35	start
chr2L	8190453	8191453	97	38	57	64	62	97	51	21	24	51	22	34	start
chr2L	8196692	8197692	682	299	562	432	365	653	293	168	145	282	91	116	start
chr2L	8198381	8199381	378	162	562	123	95	174	279	85	94	94	31	40	start
chr2L	8198452	8199452	382	160	568	121	95	179	281	84	96	89	32	41	start
chr2L	8201056	8202056	77	26	61	85	67	67	50	13	32	52	16	29	start
chr2L	8204866	8205866	1402	477	1377	899	670	1016	367	226	206	404	185	176	start
chr2L	8205277	8206277	678	261	712	560	426	674	168	119	126	251	137	118	start
chr2L	8205670	8206670	134	64	151	70	43	56	74	48	41	36	24	24	start
chr2L	8209125	8210125	76	37	94	59	36	62	72	15	35	43	20	19	start
chr2L	8210846	8211846	490	244	842	327	242	786	332	98	101	424	122	115	start
chr2L	8211538	8212538	229	87	208	171	99	268	113	53	50	113	50	58	start
chr2L	8212458	8213458	889	410	1087	626	446	1059	484	161	163	472	177	187	start
chr2L	8212616	8213616	881	408	1083	600	434	1030	479	156	161	475	172	175	start
chr2L	8213544	8214544	63	39	90	71	50	82	40	21	36	61	24	8	start
chr2L	8213804	8214804	57	34	72	71	56	85	33	21	31	48	21	9	start
chr2L	8215414	8216414	98	45	116	86	55	79	68	24	40	47	17	17	start
chr2L	8216350	8217350	117	63	124	120	88	125	58	41	55	78	27	29	start
chr2L	8217570	8218570	87	60	114	100	110	170	51	29	49	69	16	48	start
chr2L	8220479	8221479	191	80	325	63	58	174	157	50	47	75	33	23	start
chr2L	8220626	8221626	176	80	268	66	58	158	138	50	38	67	31	16	start
chr2L	8239913	8240913	324	146	456	55	56	97	272	67	74	46	31	18	start
chr2L	8241554	8242554	71	39	58	60	34	55	39	15	31	30	12	18	start
chr2L	8241985	8242985	131	54	96	113	95	104	68	20	35	58	27	31	start
chr2L	8242131	8243131	147	67	107	133	120	130	71	28	45	60	28	36	start
chr2L	8242822	8243822	137	51	125	122	116	127	67	32	38	55	28	36	start
chr2L	8242931	8243931	129	50	121	108	99	106	59	32	37	48	22	26	start
chr2L	8243659	8244659	119	33	99	62	47	62	59	22	38	52	16	27	start
chr2L	8244044	8245044	97	21	81	47	27	42	54	16	27	52	12	20	start
chr2L	8257872	8258872	99	45	139	65	85	144	76	40	40	70	25	24	start
chr2L	8258115	8259115	87	53	129	55	68	112	63	33	31	51	19	17	start
chr2L	8258254	8259254	78	50	130	59	58	123	60	27	27	42	21	24	start
chr2L	8259004	8260004	43	48	101	38	27	73	62	20	16	30	18	24	start
chr2L	8294657	8295657	100	47	121	36	49	58	52	33	38	43	11	20	start
chr2L	8300844	8301844	825	386	846	317	173	656	423	163	154	319	96	105	start
chr2L	8302928	8303928	257	131	309	169	153	254	122	38	47	102	38	38	start
chr2L	8305085	8306085	402	227	464	314	199	423	197	91	99	216	58	87	start
chr2L	8306195	8307195	127	83	164	102	95	128	57	15	33	67	27	38	start
chr2L	8307926	8308926	493	195	576	268	237	404	237	98	95	262	97	109	start
chr2L	8309375	8310375	85	51	94	86	83	85	51	23	27	33	15	23	start
chr2L	8310898	8311898	657	324	756	303	292	514	303	167	124	216	67	131	start
chr2L	8316388	8317388	43	32	47	61	45	77	43	13	25	49	9	22	start
chr2L	8319827	8320827	485	227	565	367	243	492	232	85	93	259	92	75	start
chr2L	8320779	8321779	72	29	69	59	48	72	30	15	20	33	13	9	start
chr2L	8326955	8327955	439	188	333	83	98	228	185	57	42	103	40	45	start
chr2L	8328547	8329547	191	72	228	153	116	303	80	42	31	102	64	25	start
chr2L	8342194	8343194	57	22	74	41	75	98	24	12	16	29	15	19	start
chr2L	8342819	8343819	45	20	54	39	30	41	44	26	18	19	11	8	start
chr2L	8362976	8363976	304	86	223	116	134	256	193	63	78	133	56	67	start
chr2L	8363189	8364189	442	163	314	218	217	364	232	89	96	214	72	78	start
chr2L	8363198	8364198	453	168	321	224	214	374	234	94	96	215	74	81	start
chr2L	8364354	8365354	910	371	1047	333	197	670	549	204	195	392	117	121	start
chr2L	8365537	8366537	1082	510	1223	644	511	1156	588	233	214	630	243	200	start
chr2L	8369842	8370842	976	421	740	670	437	878	448	233	195	407	210	170	start
chr2L	8369953	8370953	1048	441	798	666	430	858	497	239	208	401	207	167	start
chr2L	8370029	8371029	1090	453	833	662	428	850	514	241	214	401	206	165	start
chr2L	8371988	8372988	86	34	83	41	41	69	45	28	29	34	16	12	start
chr2L	8373960	8374960	428	210	382	220	136	271	159	97	77	128	68	89	start
chr2L	8375001	8376001	117	58	97	84	101	78	77	32	33	77	29	43	start
chr2L	8376534	8377534	377	183	354	202	135	334	195	106	84	182	93	64	start
chr2L	8377761	8378761	68	36	81	59	67	74	54	29	39	51	32	9	start
chr2L	8381320	8382320	591	300	648	393	330	604	269	119	124	278	126	132	start
chr2L	8381404	8382404	616	316	690	414	358	640	291	130	128	300	135	140	start
chr2L	8382360	8383360	1419	650	1368	757	572	1142	652	348	302	646	272	227	start
chr2L	8382412	8383412	1413	643	1365	766	573	1143	645	349	293	648	273	227	start
chr2L	8383111	8384111	618	241	617	497	370	736	321	141	128	355	180	147	start
chr2L	8388227	8389227	92	46	120	66	43	104	62	18	25	34	18	27	start
chr2L	8389223	8390223	200	89	262	73	62	115	104	38	29	55	18	42	start
chr2L	8389380	8390380	180	76	256	63	57	116	101	32	34	60	17	34	start
chr2L	8392988	8393988	64	26	41	76	56	126	52	10	16	55	26	29	start
chr2L	8393928	8394928	76	33	98	70	80	126	35	14	18	49	13	14	start
chr2L	8393945	8394945	77	33	103	71	79	129	35	14	18	49	13	14	start
chr2L	8394009	8395009	76	33	99	67	74	115	34	14	16	44	13	10	start
chr2L	8395164	8396164	118	46	133	87	71	84	59	16	30	33	12	34	start
chr2L	8396148	8397148	64	44	102	66	62	97	59	34	44	52	8	34	start
chr2L	8398520	8399520	96	28	105	91	134	106	39	18	21	43	26	27	start
chr2L	8399920	8400920	122	46	175	87	91	149	63	30	35	93	32	26	start
chr2L	8400975	8401975	93	40	89	68	31	74	51	40	24	44	10	22	start
chr2L	8402946	8403946	2963	1438	2616	1526	1163	2135	1311	637	622	1086	477	364	start
chr2L	8403072	8404072	3013	1453	2642	1545	1187	2175	1324	645	631	1081	483	368	start
chr2L	8408548	8409548	70	38	71	77	37	102	62	31	17	36	35	18	start
chr2L	8411643	8412643	306	121	275	190	230	397	145	86	85	149	94	76	start
chr2L	8415189	8416189	975	428	1055	564	406	1018	476	191	180	450	168	152	start
chr2L	8415242	8416242	1079	477	1182	623	458	1132	533	206	198	504	184	170	start
chr2L	8419371	8420371	2981	1517	2939	1634	1138	2015	1051	586	512	965	516	415	start
chr2L	8426272	8427272	183	93	222	78	56	106	61	17	37	39	31	45	start
chr2L	8430585	8431585	88	45	118	111	91	100	49	23	27	51	28	19	start
chr2L	8433557	8434557	244	151	438	346	273	428	202	66	68	194	82	91	start
chr2L	8436904	8437904	1168	542	979	865	639	990	587	271	301	530	191	202	start
chr2L	8437668	8438668	386	191	435	235	192	313	257	93	139	193	61	78	start
chr2L	8437773	8438773	328	164	391	174	160	252	227	82	118	165	52	70	start
chr2L	8445360	8446360	48	28	61	49	29	57	39	22	20	34	14	18	start
chr2L	8445429	8446429	48	28	59	44	32	59	36	22	17	33	14	17	start
chr2L	8449190	8450190	330	140	401	58	34	117	167	46	70	55	22	21	start
chr2L	8463987	8464987	467	184	414	225	141	274	203	83	61	151	60	58	start
chr2L	8466316	8467316	1179	443	985	967	810	1152	437	259	213	487	266	259	start
chr2L	8476848	8477848	71	37	91	44	51	77	52	9	20	26	15	15	start
chr2L	8478204	8479204	2608	1169	2532	1859	1395	3073	1525	657	569	1411	644	539	start
chr2L	8481873	8482873	351	186	472	109	92	128	175	84	76	71	38	49	start
chr2L	8485224	8486224	586	263	655	277	217	501	285	130	120	228	81	104	start
chr2L	8488480	8489480	326	131	348	174	104	253	102	86	67	91	60	36	start
chr2L	8490238	8491238	169	80	246	62	65	97	149	26	34	51	16	27	start
chr2L	8494392	8495392	108	60	96	92	76	82	59	25	33	39	21	19	start
chr2L	8494607	8495607	113	60	100	25	28	33	70	24	39	15	5	10	start
chr2L	8508568	8509568	62	32	80	34	45	40	44	20	20	22	16	15	start
chr2L	8508750	8509750	72	48	89	39	58	44	55	23	19	19	13	29	start
chr2L	8511673	8512673	1020	457	831	209	164	341	400	264	206	160	48	63	start
chr2L	8514595	8515595	596	285	722	391	301	598	331	142	118	311	123	117	start
chr2L	8516252	8517252	263	137	262	231	180	304	158	45	50	167	66	75	start
chr2L	8516910	8517910	543	257	591	353	257	539	324	84	105	298	108	109	start
chr2L	8517136	8518136	506	242	570	312	208	475	315	87	108	273	91	98	start
chr2L	8519189	8520189	75	35	84	30	21	20	61	14	23	22	9	11	start
chr2L	8521432	8522432	534	298	651	424	344	470	172	131	75	248	109	101	start
chr2L	8524498	8525498	125	62	147	103	57	155	74	31	39	77	19	30	start
chr2L	8526104	8527104	93	44	87	54	51	59	33	18	15	35	22	13	start
chr2L	8527495	8528495	502	263	488	293	217	359	281	109	87	209	91	107	start
chr2L	8528640	8529640	1796	651	1390	1353	1029	1630	682	408	401	697	323	332	start
chr2L	8535285	8536285	1333	512	1238	260	250	669	767	323	278	315	84	75	start
chr2L	8672197	8673197	139	59	221	32	35	51	90	34	69	18	16	20	start
chr2L	8672651	8673651	193	82	230	52	57	84	127	38	85	26	17	28	start
chr2L	8676276	8677276	122	69	118	203	138	176	74	42	60	77	47	46	start
chr2L	8680824	8681824	92	60	101	73	62	88	63	27	36	38	28	40	start
chr2L	8684322	8685322	154	56	131	152	118	184	79	36	37	109	56	67	start
chr2L	8685730	8686730	525	259	675	288	259	670	257	105	95	292	121	117	start
chr2L	8686725	8687725	90	58	107	66	29	84	29	19	23	35	13	27	start
chr2L	8686752	8687752	87	55	108	65	24	81	30	19	22	33	13	26	start
chr2L	8702974	8703974	123	56	165	62	55	99	71	22	28	43	8	35	start
chr2L	8705071	8706071	105	57	154	75	76	101	68	18	42	52	33	27	start
chr2L	8709379	8710379	1462	658	1390	724	605	1229	613	264	297	607	259	257	start
chr2L	8751784	8752784	53	28	58	53	45	62	46	10	28	40	11	15	start
chr2L	8764772	8765772	47	37	61	61	29	35	31	13	14	19	13	23	start
chr2L	8764860	8765860	36	37	52	66	32	38	22	15	16	21	14	22	start
chr2L	8768658	8769658	90	35	106	83	53	88	57	19	29	38	29	27	start
chr2L	8772445	8773445	120	53	114	87	64	73	51	25	26	44	21	35	start
chr2L	8772456	8773456	116	55	115	87	65	74	51	25	27	44	21	33	start
chr2L	8777160	8778160	131	69	80	100	112	125	66	44	31	64	26	37	start
chr2L	8851508	8852508	139	56	151	70	28	60	79	19	22	15	19	12	start
chr2L	8862109	8863109	93	39	76	95	78	150	49	26	38	64	26	27	start
chr2L	8862275	8863275	95	38	85	70	72	129	48	26	34	55	22	29	start
chr2L	8863310	8864310	134	47	103	110	108	156	79	22	37	59	27	41	start
chr2L	8864363	8865363	174	63	112	141	120	185	69	45	37	79	40	65	start
chr2L	8865349	8866349	121	46	99	90	76	120	79	25	31	65	27	61	start
chr2L	8866266	8867266	127	70	105	99	67	93	65	21	42	52	15	45	start
chr2L	8867374	8868374	201	59	117	73	91	157	127	59	31	65	27	28	start
chr2L	8886904	8887904	144	53	98	97	50	120	72	26	37	48	10	21	start
chr2L	8933461	8934461	53	25	73	40	41	164	58	24	26	65	17	20	start
chr2L	8933463	8934463	53	25	73	40	41	164	58	24	26	65	17	20	start
chr2L	8934295	8935295	65	41	67	44	51	87	60	29	12	45	18	20	start
chr2L	8934323	8935323	70	46	71	47	56	92	61	30	12	45	19	20	start
chr2L	8936889	8937889	50	32	93	47	49	111	48	18	14	30	12	18	start
chr2L	8939224	8940224	81	71	105	66	68	61	42	43	30	33	26	29	start
chr2L	8939284	8940284	88	70	102	70	67	65	48	42	30	36	26	28	start
chr2L	8941444	8942444	100	49	107	50	42	75	94	30	59	66	15	22	start
chr2L	8941609	8942609	96	46	99	45	35	77	86	26	52	62	14	18	start
chr2L	8942954	8943954	343	132	312	196	191	422	174	91	80	231	70	78	start
chr2L	8952980	8953980	77	23	95	44	28	107	26	14	18	39	10	25	start
chr2L	8962032	8963032	66	24	90	30	39	60	37	13	26	41	11	14	start
chr2L	8964481	8965481	46	25	61	36	30	58	31	25	28	33	6	16	start
chr2L	8967034	8968034	190	60	175	50	34	52	91	43	46	45	8	25	start
chr2L	8970019	8971019	106	41	127	28	45	45	71	24	33	31	15	14	start
chr2L	8980158	8981158	77	26	75	83	62	113	44	16	10	35	14	20	start
chr2L	8985435	8986435	110	32	137	58	50	88	61	22	26	33	17	23	start
chr2L	8991234	8992234	133	52	98	94	78	156	73	24	45	68	30	40	start
chr2L	8991466	8992466	128	57	92	95	79	156	69	21	51	58	30	43	start
chr2L	8993317	8994317	69	29	71	55	33	80	49	11	22	28	11	21	start
chr2L	8993890	8994890	72	25	62	68	55	105	47	15	12	37	18	28	start
chr2L	8994168	8995168	77	34	69	68	55	84	52	18	17	37	22	25	start
chr2L	8994978	8995978	70	31	66	48	45	64	58	18	12	39	10	22	start
chr2L	8995044	8996044	75	35	64	47	47	67	57	17	12	38	10	22	start
chr2L	8997104	8998104	576	270	720	464	347	849	310	119	98	361	117	123	start
chr2L	8998036	8999036	102	74	104	34	23	44	79	26	34	19	9	8	start
chr2L	9010082	9011082	113	62	123	50	27	81	79	20	18	43	8	21	start
chr2L	9011687	9012687	77	32	98	80	71	110	57	20	8	52	28	47	start
chr2L	9012384	9013384	109	47	141	131	100	166	66	32	23	70	44	56	start
chr2L	9025133	9026133	36	30	44	41	39	62	41	20	22	34	15	15	start
chr2L	9070531	9071531	217	76	166	58	63	101	78	37	21	39	33	25	start
chr2L	9121070	9122070	57	31	98	50	42	99	32	17	25	52	29	25	start
chr2L	9123531	9124531	327	159	365	46	46	127	134	62	45	56	30	28	start
chr2L	9125236	9126236	1628	680	1562	1138	963	1842	650	442	315	730	347	304	start
chr2L	9150698	9151698	234	116	317	74	60	207	244	98	79	103	40	36	start
chr2L	9163734	9164734	106	47	106	58	45	73	61	32	18	42	18	18	start
chr2L	9164920	9165920	74	35	75	41	33	38	42	11	18	24	9	13	start
chr2L	9175857	9176857	3379	1643	3095	2534	2267	3283	1534	858	762	1640	856	734	start
chr2L	9249547	9250547	69	44	106	75	56	71	56	6	23	61	23	20	start
chr2L	9249587	9250587	66	49	109	73	56	74	57	6	25	56	21	20	start
chr2L	9250971	9251971	99	28	79	48	43	84	46	18	21	47	13	12	start
chr2L	9253575	9254575	72	47	120	100	79	130	58	11	30	39	35	39	start
chr2L	9256062	9257062	119	46	137	60	43	69	48	18	26	41	16	10	start
chr2L	9256439	9257439	128	43	154	57	52	81	48	20	25	38	17	9	start
chr2L	9272001	9273001	136	80	152	61	51	103	63	23	33	77	21	28	start
chr2L	9326538	9327538	86	32	74	44	44	73	26	12	24	28	17	16	start
chr2L	9327243	9328243	87	53	96	66	61	106	53	23	26	46	20	35	start
chr2L	9330262	9331262	722	298	599	235	180	492	295	120	143	222	93	83	start
chr2L	9333066	9334066	114	67	123	82	88	163	67	31	39	80	26	24	start
chr2L	9337305	9338305	72	47	107	49	63	72	69	10	26	44	16	20	start
chr2L	9342331	9343331	64	24	69	39	22	55	55	13	17	14	7	12	start
chr2L	9363796	9364796	73	42	92	160	136	179	39	18	20	62	18	26	start
chr2L	9367139	9368139	53	27	63	64	52	63	48	18	28	50	9	19	start
chr2L	9369808	9370808	60	29	72	70	57	90	40	23	22	57	16	31	start
chr2L	9371601	9372601	32	30	58	38	50	58	21	15	15	21	14	20	start
chr2L	9372479	9373479	49	34	55	50	46	56	54	11	24	36	23	26	start
chr2L	9386888	9387888	58	29	100	88	101	456	75	30	26	223	98	96	start
chr2L	9387058	9388058	179	101	187	238	267	858	155	90	52	461	195	164	start
chr2L	9396498	9397498	144	93	159	241	218	395	90	24	49	136	52	77	start
chr2L	9396609	9397609	94	66	81	197	183	308	53	19	37	96	46	63	start
chr2L	9416087	9417087	773	358	673	607	502	886	441	291	259	339	215	217	start
chr2L	9426283	9427283	63	44	122	56	76	133	68	32	31	55	33	60	start
chr2L	9426359	9427359	67	52	124	65	77	136	70	34	35	60	35	62	start
chr2L	9426370	9427370	68	52	124	67	77	136	70	34	36	60	35	62	start
chr2L	9427369	9428369	56	51	76	58	59	55	51	15	28	44	15	16	start
chr2L	9428168	9429168	46	39	64	54	55	64	41	8	12	28	12	12	start
chr2L	9430904	9431904	789	377	715	716	521	905	303	125	131	424	204	223	start
chr2L	9434898	9435898	64	32	71	48	52	85	44	18	19	50	14	14	start
chr2L	9436968	9437968	781	333	818	31	21	41	290	120	122	26	13	12	start
chr2L	9449329	9450329	2351	1044	2113	1524	1344	1763	829	555	477	874	592	474	start
chr2L	9469825	9470825	41	39	50	36	24	21	40	12	21	23	13	28	start
chr2L	9490675	9491675	231	127	248	78	56	85	134	57	44	48	15	7	start
chr2L	9491435	9492435	61	29	71	77	46	64	39	20	9	30	20	14	start
chr2L	9494973	9495973	456	219	483	329	313	719	255	104	103	430	121	122	start
chr2L	9520709	9521709	1688	783	1583	1152	841	1671	630	293	320	810	361	343	start
chr2L	9528014	9529014	472	174	493	388	292	413	159	53	54	142	51	69	start
chr2L	9534247	9535247	121	52	90	67	44	61	68	26	34	37	15	22	start
chr2L	9540022	9541022	120	50	143	59	73	118	75	19	40	41	26	37	start
chr2L	9543670	9544670	64	37	79	83	64	75	69	21	34	34	19	38	start
chr2L	9545310	9546310	53	56	56	95	61	82	44	13	16	47	16	36	start
chr2L	9568389	9569389	1603	724	1336	567	477	771	781	467	326	323	199	137	start
chr2L	9569770	9570770	995	440	835	896	617	1239	371	185	128	544	300	266	start
chr2L	9573062	9574062	91	46	92	75	58	81	49	34	53	59	19	34	start
chr2L	9573072	9574072	89	46	91	72	61	82	49	34	53	58	19	33	start
chr2L	9577619	9578619	76	29	72	44	40	102	47	27	16	21	13	16	start
chr2L	9578054	9579054	90	43	96	45	40	113	51	23	23	49	15	16	start
chr2L	9578997	9579997	125	57	124	104	73	171	75	23	37	72	35	28	start
chr2L	9579259	9580259	116	55	112	91	63	131	73	30	40	58	26	44	start
chr2L	9584169	9585169	51	24	60	44	24	59	41	32	8	26	2	15	start
chr2L	9588975	9589975	91	47	53	72	38	137	45	27	13	71	17	30	start
chr2L	9589129	9590129	92	51	57	80	37	142	39	24	19	69	15	27	start
chr2L	9598379	9599379	88	41	116	87	105	168	89	52	51	87	32	30	start
chr2L	9608061	9609061	977	414	738	403	296	643	387	205	129	305	188	134	start
chr2L	9612665	9613665	1509	725	1578	542	436	904	723	284	253	452	189	172	start
chr2L	9612913	9613913	1539	729	1593	618	495	1049	780	303	249	503	205	214	start
chr2L	9623951	9624951	83	53	80	52	45	71	56	31	42	48	15	23	start
chr2L	9633678	9634678	293	116	324	168	148	132	97	66	48	99	62	41	start
chr2L	9656099	9657099	206	85	179	185	126	160	101	58	48	55	25	35	start
chr2L	9663243	9664243	39	24	69	40	34	30	38	19	14	18	9	14	start
chr2L	9681814	9682814	43	22	58	34	31	82	46	18	12	14	9	14	start
chr2L	9699290	9700290	1318	586	1253	923	714	1426	631	296	233	666	287	285	start
chr2L	9699328	9700328	1265	565	1238	871	696	1352	603	297	237	633	275	280	start
chr2L	9700309	9701309	1121	481	1001	422	382	609	452	254	237	259	151	150	start
chr2L	9701941	9702941	109	48	139	142	89	189	76	31	30	142	50	39	start
chr2L	9702463	9703463	92	50	131	92	51	121	72	31	31	60	35	34	start
chr2L	9708420	9709420	124	50	103	91	62	56	43	28	39	34	22	30	start
chr2L	9711011	9712011	241	100	252	121	101	230	81	55	43	113	26	34	start
chr2L	9729439	9730439	351	188	419	262	199	315	140	50	73	110	79	65	start
chr2L	9736144	9737144	724	413	966	913	791	1110	371	255	281	433	352	247	start
chr2L	9761923	9762923	143	63	97	149	105	149	97	44	43	55	43	54	start
chr2L	9762868	9763868	799	321	611	494	389	586	293	147	130	298	165	151	start
chr2L	9762988	9763988	812	333	627	516	406	590	294	150	130	305	174	158	start
chr2L	9763034	9764034	794	329	622	506	403	584	287	145	127	303	176	155	start
chr2L	9764856	9765856	108	46	110	67	74	107	66	34	28	66	22	21	start
chr2L	9766557	9767557	148	88	155	160	118	206	142	42	65	84	59	31	start
chr2L	9768559	9769559	114	49	72	105	90	98	55	26	21	61	17	31	start
chr2L	9770654	9771654	87	53	138	104	52	127	70	34	38	50	15	20	start
chr2L	9781883	9782883	3368	1583	3003	895	698	1136	1519	757	741	586	243	289	start
chr2L	9785745	9786745	238	157	345	216	156	314	128	45	86	159	63	68	start
chr2L	9790381	9791381	1746	754	1999	1037	780	1402	794	320	296	631	255	254	start
chr2L	9790396	9791396	1743	753	1995	1037	780	1402	789	319	294	631	255	254	start
chr2L	9791460	9792460	165	57	133	69	73	98	73	37	43	59	29	28	start
chr2L	9886538	9887538	74	27	83	42	40	100	56	24	27	57	9	24	start
chr2L	9887504	9888504	878	415	863	723	585	859	448	184	132	388	201	160	start
chr2L	9887597	9888597	875	416	876	717	578	838	456	184	131	378	200	157	start
chr2L	9889560	9890560	129	59	163	59	54	141	87	29	46	101	30	26	start
chr2L	9890384	9891384	605	283	606	265	188	472	298	120	79	261	119	93	start
chr2L	9890754	9891754	575	268	527	251	202	443	271	118	65	217	111	102	start
chr2L	9893304	9894304	497	268	547	240	189	423	297	100	99	266	105	103	start
chr2L	9893445	9894445	359	186	429	161	155	349	218	68	76	191	68	58	start
chr2L	9893704	9894704	287	104	363	88	72	223	170	59	56	122	32	30	start
chr2L	9893976	9894976	448	175	497	177	140	419	243	81	72	208	59	52	start
chr2L	9894294	9895294	551	210	578	214	153	492	271	98	109	225	69	62	start
chr2L	9894786	9895786	533	229	542	357	261	583	278	109	132	301	105	100	start
chr2L	9895764	9896764	455	175	336	288	245	299	241	116	95	231	95	81	start
chr2L	9897319	9898319	493	162	519	617	517	991	305	66	90	432	181	182	start
chr2L	9902778	9903778	106	49	114	95	110	181	62	15	32	127	41	50	start
chr2L	9902878	9903878	100	46	111	35	53	85	56	16	33	59	24	25	start
chr2L	9902885	9903885	103	47	113	31	52	84	57	17	33	59	22	25	start
chr2L	9908329	9909329	302	186	512	83	93	174	211	94	102	84	52	78	start
chr2L	9912410	9913410	1089	469	972	615	525	885	419	203	176	501	242	192	start
chr2L	9914752	9915752	1059	537	1094	392	305	824	529	188	160	370	139	111	start
chr2L	9916720	9917720	270	101	235	127	140	171	95	39	65	92	47	34	start
chr2L	9918117	9919117	881	379	765	636	503	813	401	224	191	343	184	184	start
chr2L	9919659	9920659	154	86	187	86	74	129	72	41	49	70	37	56	start
chr2L	9921132	9922132	353	133	297	172	128	273	158	53	54	108	37	44	start
chr2L	9922236	9923236	69	49	72	91	94	125	64	38	17	46	21	31	start
chr2L	9924660	9925660	78	30	101	95	69	118	71	22	40	69	11	26	start
chr2L	9930079	9931079	76	32	113	117	78	130	70	20	32	62	22	26	start
chr2L	9931771	9932771	70	35	70	68	60	57	36	16	23	37	20	28	start
chr2L	9934266	9935266	140	74	124	101	73	93	85	38	34	42	18	33	start
chr2L	9936731	9937731	105	52	91	58	27	45	69	29	26	18	17	19	start
chr2L	9940272	9941272	52	26	77	53	60	81	40	18	28	34	16	22	start
chr2L	9948407	9949407	455	177	367	211	186	337	228	94	109	153	76	69	start
chr2L	9951571	9952571	87	35	89	40	35	62	49	13	42	24	10	11	start
chr2L	9953824	9954824	365	142	423	282	196	484	211	79	84	206	86	91	start
chr2L	9953953	9954953	361	146	404	283	196	475	212	77	86	207	87	92	start
chr2L	9955674	9956674	135	81	126	112	99	77	57	36	39	61	26	40	start
chr2L	9955711	9956711	144	86	139	121	106	81	59	42	38	64	28	41	start
chr2L	9956631	9957631	1048	510	1115	865	665	1410	512	216	150	678	295	224	start
chr2L	9956794	9957794	1065	517	1118	876	687	1434	524	215	154	694	291	226	start
chr2L	9963646	9964646	347	145	306	296	180	374	125	49	73	154	73	57	start
chr2L	9963779	9964779	136	72	137	147	107	185	59	33	54	81	39	21	start
chr2L	9966812	9967812	773	405	802	418	306	778	369	135	117	455	113	124	start
chr2L	9966829	9967829	773	404	801	422	305	771	370	137	119	457	114	123	start
chr2L	9983170	9984170	1098	441	838	410	273	490	392	271	195	230	106	80	start
chr2L	9984144	9985144	2005	917	1597	1167	759	1072	797	439	352	469	283	257	start
chr2L	9996205	9997205	159	74	157	122	110	155	114	27	65	109	41	61	start
chr2L	10003331	10004331	814	363	717	401	358	593	393	169	146	327	114	132	start
chr2L	10003809	10004809	1985	970	1656	1040	901	1265	833	420	302	617	270	303	start
chr2L	10008880	10009880	465	225	500	309	248	596	273	76	85	267	110	87	start
chr2L	10009853	10010853	1672	735	1652	737	574	925	534	247	228	382	167	175	start
chr2L	10012726	10013726	30	23	47	30	32	62	40	13	12	24	9	10	start
chr2L	10026175	10027175	66	46	69	50	38	61	25	14	17	15	19	16	start
chr2L	10032189	10033189	1849	796	1338	869	765	1257	724	407	329	527	343	228	start
chr2L	10049079	10050079	100	44	78	55	41	47	47	17	42	21	22	21	start
chr2L	10050861	10051861	67	41	47	55	39	40	48	9	25	13	13	29	start
chr2L	10053103	10054103	609	188	397	438	324	676	265	127	92	267	113	99	start
chr2L	10053712	10054712	702	196	472	521	384	782	275	146	104	328	128	113	start
chr2L	10056399	10057399	1726	745	1586	989	723	1560	732	367	314	812	283	286	start
chr2L	10060315	10061315	144	77	232	24	22	72	126	37	59	36	12	25	start
chr2L	10121628	10122628	72	36	62	35	63	52	40	20	29	19	8	30	start
chr2L	10121695	10122695	73	41	63	40	66	56	40	20	29	22	8	33	start
chr2L	10182056	10183056	99	48	89	119	64	70	52	19	28	45	3	23	start
chr2L	10198900	10199900	151	78	241	245	157	301	93	30	41	157	54	46	start
chr2L	10200503	10201503	1158	464	985	770	579	949	400	269	191	492	300	201	start
chr2L	10200599	10201599	1174	472	1005	789	594	965	407	271	200	508	305	209	start
chr2L	10202019	10203019	182	62	130	93	67	158	95	24	19	75	31	21	start
chr2L	10204256	10205256	412	196	493	285	221	558	222	48	52	259	96	69	start
chr2L	10206584	10207584	738	373	623	485	380	549	288	166	131	265	135	106	start
chr2L	10208240	10209240	380	128	329	364	297	528	196	112	67	256	115	99	start
chr2L	10208499	10209499	404	128	370	364	297	535	206	118	71	270	127	103	start
chr2L	10209352	10210352	240	85	316	98	84	199	134	36	42	115	43	23	start
chr2L	10210642	10211642	260	120	287	192	123	304	109	75	45	117	39	38	start
chr2L	10210669	10211669	248	118	272	189	115	287	102	71	43	110	38	37	start
chr2L	10213311	10214311	51	23	63	44	39	92	26	11	20	51	11	22	start
chr2L	10213391	10214391	52	26	66	44	44	91	26	13	21	51	14	23	start
chr2L	10220850	10221850	1096	497	1046	530	406	775	490	205	168	407	151	185	start
chr2L	10223956	10224956	88	51	87	51	49	73	24	20	20	57	7	18	start
chr2L	10227259	10228259	150	87	176	73	83	119	104	35	58	78	12	26	start
chr2L	10232006	10233006	427	218	524	118	115	269	255	107	71	142	40	34	start
chr2L	10238840	10239840	213	85	256	89	65	198	79	29	24	95	28	32	start
chr2L	10239438	10240438	191	70	251	95	65	181	79	24	20	100	20	22	start
