chrom	start	end	chrom_RNA	start_RNA	end_RNA	gene
chr2R	7153237	7154237	chr2R	7152257	7153144	CG1865
chr2R	7155976	7156976	chr2R	7154398	7155422	CG1859
chr2R	7157741	7158741	chr2R	7158131	7158228	CG1857
chr2R	7159586	7163842	chr2R	7158131	7158228	CG1857
chr2R	7164515	7165696	chr2R	7158131	7158228	CG1857
chr2R	7186732	7187732	chr2R	7182996	7185303	CG30384
chr2R	7192984	7196574	chr2R	7182996	7185303	CG30384
chr2R	7201463	7203474	chr2R	7208979	7209568	CG11084
chr2R	7205253	7208202	chr2R	7208979	7209568	CG11084
chr2R	7217585	7221688	chr2R	7208979	7209568	CG11084
chr2R	7223596	7224411	chr2R	7234447	7234913	CG1854
chr2R	7240902	7242934	chr2R	7245221	7245758	CG1851
chr2R	7246252	7247110	chr2R	7245221	7245758	CG1851
chr2R	7248660	7249660	chr2R	7249162	7250003	CG11086
chr2R	7250155	7251155	chr2R	7249162	7250003	CG11086
chr2R	7254101	7255101	chr2R	7259092	7261251	CG1850
chr2R	7260769	7261769	chr2R	7259092	7261251	CG1850
chr2R	7277601	7278601	chr2R	7276738	7278075	CG1845
chr2R	7277601	7278601	chr2R	7278466	7278797	CG12165
chr2R	7277966	7278966	chr2R	7276738	7278075	CG1845
chr2R	7277966	7278966	chr2R	7278466	7278797	CG12165
chr2R	7278105	7279105	chr2R	7278466	7278797	CG12165
chr2R	7281055	7282055	chr2R	7278466	7278797	CG12165
chr2R	7281295	7282295	chr2R	7278466	7278797	CG12165
chr2R	7282071	7283071	chr2R	7278466	7278797	CG12165
chr2R	7283828	7287548	chr2R	7278466	7278797	CG12165
chr2R	7288267	7290091	chr2R	7295307	7295344	CG11101
chr2R	7290298	7292615	chr2R	7295307	7295344	CG11101
chr2R	7300306	7301306	chr2R	7295307	7295344	CG11101
chr2R	7302333	7304136	chr2R	7295307	7295344	CG11101
chr2R	7304529	7305878	chr2R	7311407	7311503	CG12164
chr2R	7306210	7307279	chr2R	7311407	7311503	CG12164
chr2R	7308814	7310250	chr2R	7311407	7311503	CG12164
chr2R	7337638	7341103	chr2R	7311407	7311503	CG12164
chr2R	7347089	7349636	chr2R	7381470	7381869	CG17800
chr2R	7349978	7354576	chr2R	7381470	7381869	CG17800
chr2R	7359401	7360909	chr2R	7381470	7381869	CG17800
chr2R	7363149	7365891	chr2R	7381470	7381869	CG17800
chr2R	7366282	7368088	chr2R	7381470	7381869	CG17800
chr2R	7370008	7374517	chr2R	7381470	7381869	CG17800
chr2R	7375380	7377711	chr2R	7381470	7381869	CG17800
chr2R	7381369	7382369	chr2R	7381470	7381869	CG17800
chr2R	7381399	7382399	chr2R	7381470	7381869	CG17800
chr2R	7381675	7382675	chr2R	7381470	7381869	CG17800
chr2R	7382022	7383022	chr2R	7381470	7381869	CG17800
chr2R	7386615	7387615	chr2R	7386327	7387112	CG1708
chr2R	7386615	7387615	chr2R	7387213	7387580	CG11107
chr2R	7386686	7387686	chr2R	7386327	7387112	CG1708
chr2R	7386686	7387686	chr2R	7387213	7387580	CG11107
chr2R	7386823	7387823	chr2R	7386327	7387112	CG1708
chr2R	7386823	7387823	chr2R	7387213	7387580	CG11107
chr2R	7395432	7396432	chr2R	7395794	7395948	CG1707
chr2R	7395694	7396694	chr2R	7395794	7395948	CG1707
chr2R	7406232	7407232	chr2R	7409335	7409360	CG1701
chr2R	7406337	7407337	chr2R	7409335	7409360	CG1701
chr2R	7407319	7408319	chr2R	7409335	7409360	CG1701
chr2R	7790670	7791670	chr2R	7790390	7790498	CG12824
chr2R	7791400	7792400	chr2R	7791897	7793182	CG12055
chr2R	8130823	8131823	chr2R	8131255	8131332	CG11508
chr2R	8130823	8131823	chr2R	8131412	8131723	CG2163
chr2R	8130930	8131930	chr2R	8131255	8131332	CG11508
chr2R	8130930	8131930	chr2R	8131412	8131723	CG2163
chr2R	8797490	8798130	chr2R	8798516	8799230	CG33141
chr2R	9065394	9065931	chr2R	9069100	9069626	CG8084
chr2R	9307888	9308888	chr2R	9307268	9308676	CG2078
chr2R	9308222	9309222	chr2R	9307268	9308676	CG2078
chr2R	9496310	9496845	chr2R	9494168	9495253	CG1916
chr2R	9552343	9553343	chr2R	9546725	9546954	CG1888
chr2R	9577510	9578510	chr2R	9576177	9576384	CG34407
chr2R	10025542	10026542	chr2R	10026840	10026875	CG12128
chr2R	10025855	10026855	chr2R	10026840	10026875	CG12128
chr2R	10026258	10027258	chr2R	10026840	10026875	CG12128
chr2R	10026338	10027338	chr2R	10026840	10026875	CG12128
chr2R	10032803	10033803	chr2R	10032393	10032888	CG1407
chr2R	10032803	10033803	chr2R	10033293	10033551	CG12129
chr2R	10040564	10041564	chr2R	10043422	10043490	CG34220
chr2R	10043007	10044007	chr2R	10043422	10043490	CG34220
chr2R	10043534	10044534	chr2R	10043422	10043490	CG34220
chr2R	10047852	10048852	chr2R	10048250	10048618	CG18445
chr2R	10048119	10049119	chr2R	10048250	10048618	CG18445
chr2R	10048980	10049980	chr2R	10049482	10049644	CG2249
chr2R	10049566	10050566	chr2R	10049482	10049644	CG2249
chr2R	10049847	10050847	chr2R	10049482	10049644	CG2249
chr2R	10051667	10052667	chr2R	10051801	10052132	CG12918
chr2R	10052040	10053040	chr2R	10051801	10052132	CG12918
chr2R	10052142	10053142	chr2R	10051801	10052132	CG12918
chr2R	10052495	10053495	chr2R	10051801	10052132	CG12918
chr2R	10053677	10054677	chr2R	10054288	10054567	CG1385
chr2R	10054076	10055076	chr2R	10054288	10054567	CG1385
chr2R	10056325	10057325	chr2R	10054288	10054567	CG1385
chr2R	10066014	10067014	chr2R	10065702	10066555	CG2292
chr2R	10066014	10067014	chr2R	10066648	10067243	CG12921
chr2R	10066149	10067149	chr2R	10065702	10066555	CG2292
chr2R	10066149	10067149	chr2R	10066648	10067243	CG12921
chr2R	10066282	10067282	chr2R	10065702	10066555	CG2292
chr2R	10066282	10067282	chr2R	10066648	10067243	CG12921
chr2R	10066716	10067716	chr2R	10066648	10067243	CG12921
chr2R	10066716	10067716	chr2R	10067437	10067884	CG1362
chr2R	10066742	10067742	chr2R	10066648	10067243	CG12921
chr2R	10066742	10067742	chr2R	10067437	10067884	CG1362
chr2R	10068202	10069202	chr2R	10069108	10069385	CG12920
chr2R	10068605	10069605	chr2R	10069108	10069385	CG12920
chr2R	10075145	10076145	chr2R	10075462	10075642	CG1371
chr2R	10080287	10081287	chr2R	10078364	10079182	CG12919
chr2R	10080424	10081424	chr2R	10078364	10079182	CG12919
chr2R	10095979	10096979	chr2R	10097242	10098605	CG2275
chr2R	10096427	10097427	chr2R	10097242	10098605	CG2275
chr2R	10099090	10100090	chr2R	10099458	10099586	CG1381
chr2R	10099176	10100176	chr2R	10099458	10099586	CG1381
chr2R	10100535	10101535	chr2R	10099458	10099586	CG1381
chr2R	10110369	10111369	chr2R	10112616	10112958	CG4001
chr2R	10116957	10117957	chr2R	10117692	10117868	CG11866
chr2R	10117193	10118193	chr2R	10117692	10117868	CG11866
chr2R	10122074	10123074	chr2R	10122509	10122562	CG17753
chr2R	10123792	10124792	chr2R	10125345	10127577	CG30011
chr2R	10124995	10125995	chr2R	10125345	10127577	CG30011
chr2R	10125411	10126411	chr2R	10125345	10127577	CG30011
chr2R	10134820	10135820	chr2R	10137978	10138333	CG12917
chr2R	10141574	10142574	chr2R	10141980	10142034	CG33478
chr2R	10141574	10142574	chr2R	10142339	10143138	CG18011
chr2R	10141837	10142837	chr2R	10141980	10142034	CG33478
chr2R	10141837	10142837	chr2R	10142339	10143138	CG18011
chr2R	10152216	10153216	chr2R	10154721	10154871	CG33135
chr2R	10154377	10155377	chr2R	10154721	10154871	CG33135
chr2R	10155415	10156415	chr2R	10156369	10158566	CG12214
chr2R	10155889	10156889	chr2R	10156369	10158566	CG12214
chr2R	10158084	10159084	chr2R	10156369	10158566	CG12214
chr2R	10158431	10159431	chr2R	10156369	10158566	CG12214
chr2R	10162836	10165396	chr2R	10156369	10158566	CG12214
chr2R	10191894	10192894	chr2R	10198771	10198804	CG34221
chr2R	10196635	10197635	chr2R	10198771	10198804	CG34221
chr2R	10199211	10200211	chr2R	10198771	10198804	CG34221
chr2R	10210847	10211847	chr2R	10209879	10210107	CG33183
chr2R	10227457	10228457	chr2R	10233873	10234212	CG12912
chr2R	10236848	10237848	chr2R	10233873	10234212	CG12912
chr2R	10237243	10238243	chr2R	10240868	10241124	CG3454
chr2R	10237487	10238487	chr2R	10240868	10241124	CG3454
chr2R	10237645	10238645	chr2R	10240868	10241124	CG3454
chr2R	10251672	10252672	chr2R	10252281	10252409	CG12210
chr2R	10251917	10252917	chr2R	10252281	10252409	CG12210
chr2R	10254474	10255474	chr2R	10256688	10256874	CG12911
chr2R	10265570	10266570	chr2R	10266868	10267027	CG12910
chr2R	10266355	10267355	chr2R	10266868	10267027	CG12910
chr2R	10268515	10269515	chr2R	10266868	10267027	CG12910
chr2R	10268705	10269705	chr2R	10266868	10267027	CG12910
chr2R	10271383	10272383	chr2R	10266868	10267027	CG12910
chr2R	10275164	10276164	chr2R	10266868	10267027	CG12910
chr2R	10278235	10279235	chr2R	10266868	10267027	CG12910
chr2R	10300886	10301886	chr2R	10304623	10304930	CG18408
chr2R	10302500	10303500	chr2R	10304623	10304930	CG18408
chr2R	10302708	10303708	chr2R	10304623	10304930	CG18408
chr2R	10309294	10310294	chr2R	10308438	10309771	CG3298
chr2R	10309294	10310294	chr2R	10310123	10311145	CG12909
chr2R	10309612	10310612	chr2R	10308438	10309771	CG3298
chr2R	10309612	10310612	chr2R	10310123	10311145	CG12909
chr2R	10311523	10312523	chr2R	10311909	10312023	CG12905
chr2R	10313390	10314390	chr2R	10313917	10314504	CG12908
chr2R	10338217	10343604	chr2R	10340122	10340202	CG34363
chr2R	10368053	10370345	chr2R	10362184	10363231	CG12906
chr2R	10370719	10375622	chr2R	10377127	10380109	CG12900
chr2R	10416496	10417496	chr2R	10418717	10418887	CG11765
chr2R	10418217	10419217	chr2R	10418717	10418887	CG11765
chr2R	10420569	10421569	chr2R	10420630	10421067	CG11825
chr2R	10421205	10422205	chr2R	10422232	10422838	CG33474
chr2R	10421408	10422408	chr2R	10422232	10422838	CG33474
chr2R	10421691	10422691	chr2R	10422232	10422838	CG33474
chr2R	10422489	10423489	chr2R	10422232	10422838	CG33474
chr2R	10423150	10424150	chr2R	10424435	10424614	CG12405
chr2R	10423935	10424935	chr2R	10424435	10424614	CG12405
chr2R	10427415	10428415	chr2R	10427736	10427913	CG12896
chr2R	10429207	10430207	chr2R	10429711	10429783	CG11763
chr2R	10429211	10430211	chr2R	10429711	10429783	CG11763
chr2R	10429504	10430504	chr2R	10429711	10429783	CG11763
chr2R	10436882	10437882	chr2R	10437319	10437359	CG12895
chr2R	10437484	10438484	chr2R	10437319	10437359	CG12895
chr2R	10437747	10438747	chr2R	10437319	10437359	CG12895
chr2R	10437970	10438970	chr2R	10437319	10437359	CG12895
chr2R	10438105	10439105	chr2R	10437319	10437359	CG12895
chr2R	10468040	10469040	chr2R	10467855	10468489	CG12892
chr2R	10468040	10469040	chr2R	10468618	10468636	CG11777
chr2R	10468115	10469115	chr2R	10467855	10468489	CG12892
chr2R	10468115	10469115	chr2R	10468618	10468636	CG11777
chr2R	10468972	10469972	chr2R	10468618	10468636	CG11777
chr2R	10469143	10470143	chr2R	10468618	10468636	CG11777
chr2R	10474981	10475981	chr2R	10473268	10473450	CG12891
chr2R	10477542	10478542	chr2R	10479963	10480107	CG11761
chr2R	10478067	10479067	chr2R	10479963	10480107	CG11761
chr2R	10478295	10479295	chr2R	10479963	10480107	CG11761
chr2R	10478510	10479510	chr2R	10479963	10480107	CG11761
chr2R	10479611	10480611	chr2R	10479963	10480107	CG11761
chr2R	10479611	10480611	chr2R	10480159	10480263	CG17765
chr2R	10479662	10480662	chr2R	10479963	10480107	CG11761
chr2R	10479662	10480662	chr2R	10480159	10480263	CG17765
chr2R	10515546	10516703	chr2R	10533575	10533968	CG12052
chr2R	10517412	10518412	chr2R	10533575	10533968	CG12052
chr2R	10521527	10522527	chr2R	10533575	10533968	CG12052
chr2R	10526066	10527066	chr2R	10533575	10533968	CG12052
chr2R	10533854	10534854	chr2R	10533575	10533968	CG12052
chr2R	10534532	10535532	chr2R	10533575	10533968	CG12052
chr2R	10535994	10536994	chr2R	10533575	10533968	CG12052
chr2R	10536160	10537160	chr2R	10533575	10533968	CG12052
chr2R	10536244	10537244	chr2R	10533575	10533968	CG12052
chr2R	10536405	10537405	chr2R	10533575	10533968	CG12052
chr2R	10541094	10542094	chr2R	10533575	10533968	CG12052
chr2R	10541170	10542170	chr2R	10533575	10533968	CG12052
chr2R	10541495	10542495	chr2R	10533575	10533968	CG12052
chr2R	10542791	10543791	chr2R	10533575	10533968	CG12052
chr2R	10547975	10548982	chr2R	10533575	10533968	CG12052
chr2R	10549253	10553226	chr2R	10533575	10533968	CG12052
chr2R	10553645	10555879	chr2R	10533575	10533968	CG12052
chr2R	10557387	10558387	chr2R	10533575	10533968	CG12052
chr2R	10568441	10569441	chr2R	10533575	10533968	CG12052
chr2R	10568721	10569721	chr2R	10533575	10533968	CG12052
chr2R	10569453	10570453	chr2R	10533575	10533968	CG12052
chr2R	10583185	10584185	chr2R	10611914	10612454	CG2368
chr2R	10595902	10606763	chr2R	10611914	10612454	CG2368
chr2R	10608631	10615250	chr2R	10611914	10612454	CG2368
chr2R	10616780	10617780	chr2R	10611914	10612454	CG2368
chr2R	10617161	10618161	chr2R	10611914	10612454	CG2368
chr2R	10637921	10640105	chr2R	10637955	10638562	CG11883
chr2R	10644927	10645927	chr2R	10645337	10645416	CG16728
chr2R	10644927	10645927	chr2R	10645724	10645971	CG11887
chr2R	10645234	10646234	chr2R	10645337	10645416	CG16728
chr2R	10645234	10646234	chr2R	10645724	10645971	CG11887
chr2R	10672844	10673844	chr2R	10648911	10649745	CG12934
chr2R	10682603	10692769	chr2R	10705905	10708021	CG11895
chr2R	10692996	10694664	chr2R	10705905	10708021	CG11895
chr2R	10697474	10702042	chr2R	10705905	10708021	CG11895
chr2R	10712163	10715859	chr2R	10705905	10708021	CG11895
chr2R	10730418	10731418	chr2R	10730673	10730914	CG12338
chr2R	10730834	10731834	chr2R	10730673	10730914	CG12338
chr2R	10730889	10731889	chr2R	10730673	10730914	CG12338
chr2R	10731028	10732028	chr2R	10730673	10730914	CG12338
chr2R	10731065	10732065	chr2R	10730673	10730914	CG12338
chr2R	10732198	10733198	chr2R	10730673	10730914	CG12338
chr2R	10734880	10735880	chr2R	10736656	10736748	CG7220
chr2R	10735174	10736174	chr2R	10736656	10736748	CG7220
chr2R	10739329	10740329	chr2R	10738616	10739834	CG7614
chr2R	10739553	10740553	chr2R	10738616	10739834	CG7614
chr2R	10739895	10740895	chr2R	10738616	10739834	CG7614
chr2R	10746690	10751819	chr2R	10738616	10739834	CG7614
chr2R	10752092	10760255	chr2R	10738616	10739834	CG7614
chr2R	10782369	10783369	chr2R	10782319	10782845	CG33144
chr2R	10782394	10783394	chr2R	10782319	10782845	CG33144
chr2R	10798209	10799209	chr2R	10791458	10791818	CG30018
chr2R	10801056	10803172	chr2R	10808739	10808925	CG12340
chr2R	10806037	10807037	chr2R	10808739	10808925	CG12340
chr2R	10808438	10809438	chr2R	10808739	10808925	CG12340
chr2R	10808438	10809438	chr2R	10809392	10810191	CG12935
chr2R	10808896	10809896	chr2R	10808739	10808925	CG12340
chr2R	10808896	10809896	chr2R	10809392	10810191	CG12935
chr2R	10809178	10810178	chr2R	10809392	10810191	CG12935
chr2R	10810055	10811055	chr2R	10809392	10810191	CG12935
chr2R	10810055	10811055	chr2R	10810822	10810890	CG7637
chr2R	10810155	10811155	chr2R	10809392	10810191	CG12935
chr2R	10810155	10811155	chr2R	10810822	10810890	CG7637
chr2R	10810155	10811155	chr2R	10811093	10812224	CG12936
chr2R	10810436	10811436	chr2R	10810822	10810890	CG7637
chr2R	10810436	10811436	chr2R	10811093	10812224	CG12936
chr2R	10810577	10811577	chr2R	10810822	10810890	CG7637
chr2R	10810577	10811577	chr2R	10811093	10812224	CG12936
chr2R	10812810	10813810	chr2R	10812950	10813330	CG12341
chr2R	10812810	10813810	chr2R	10813550	10813736	CG7222
chr2R	10812904	10813904	chr2R	10812950	10813330	CG12341
chr2R	10812904	10813904	chr2R	10813550	10813736	CG7222
chr2R	10813048	10814048	chr2R	10812950	10813330	CG12341
chr2R	10813048	10814048	chr2R	10813550	10813736	CG7222
chr2R	10819384	10820384	chr2R	10820281	10821180	CG12323
chr2R	10819477	10820477	chr2R	10820281	10821180	CG12323
chr2R	10820597	10821597	chr2R	10820281	10821180	CG12323
chr2R	10820597	10821597	chr2R	10821184	10821640	CG12938
chr2R	10820678	10821678	chr2R	10820281	10821180	CG12323
chr2R	10820678	10821678	chr2R	10821184	10821640	CG12938
chr2R	10820678	10821678	chr2R	10821670	10822409	CG12324
chr2R	10821140	10822140	chr2R	10820281	10821180	CG12323
chr2R	10821140	10822140	chr2R	10821184	10821640	CG12938
chr2R	10821140	10822140	chr2R	10821670	10822409	CG12324
chr2R	10821175	10822175	chr2R	10820281	10821180	CG12323
chr2R	10821175	10822175	chr2R	10821184	10821640	CG12938
chr2R	10821175	10822175	chr2R	10821670	10822409	CG12324
chr2R	10821899	10822899	chr2R	10821670	10822409	CG12324
chr2R	10821899	10822899	chr2R	10822237	10823321	CG12343
chr2R	10821899	10822899	chr2R	10821670	10822409	CG12324
chr2R	10821899	10822899	chr2R	10822237	10823321	CG12343
chr2R	10822872	10823872	chr2R	10822237	10823321	CG12343
chr2R	10822872	10823872	chr2R	10823599	10823717	CG12325
chr2R	10822904	10823904	chr2R	10822237	10823321	CG12343
chr2R	10822904	10823904	chr2R	10823599	10823717	CG12325
chr2R	10823094	10824094	chr2R	10822237	10823321	CG12343
chr2R	10823094	10824094	chr2R	10823599	10823717	CG12325
chr2R	10835209	10836209	chr2R	10834062	10834236	CG12344
chr2R	10838227	10839227	chr2R	10838646	10838726	CG7686
chr2R	10838601	10839601	chr2R	10838646	10838726	CG7686
chr2R	10853045	10854045	chr2R	10843073	10843511	CG30015
chr2R	10853650	10854650	chr2R	10843073	10843511	CG30015
chr2R	10853995	10854995	chr2R	10843073	10843511	CG30015
chr2R	10860881	10861881	chr2R	10870563	10872369	CG30017
chr2R	10865089	10867877	chr2R	10870563	10872369	CG30017
chr2R	10868081	10869361	chr2R	10870563	10872369	CG30017
chr2R	10869619	10873456	chr2R	10870563	10872369	CG30017
chr2R	10874271	10875271	chr2R	10875338	10875371	CG30016
chr2R	10874391	10875391	chr2R	10875338	10875371	CG30016
chr2R	10874892	10875892	chr2R	10875338	10875371	CG30016
chr2R	10874892	10875892	chr2R	10875753	10877609	CG6751
chr2R	10875247	10876247	chr2R	10875338	10875371	CG30016
chr2R	10875247	10876247	chr2R	10875753	10877609	CG6751
chr2R	10879173	10880173	chr2R	10877302	10879670	CG7704
chr2R	10879173	10880173	chr2R	10879990	10880033	CG11919
chr2R	10879473	10880473	chr2R	10877302	10879670	CG7704
chr2R	10879473	10880473	chr2R	10879990	10880033	CG11919
chr2R	10884436	10885436	chr2R	10885323	10885532	CG18004
chr2R	10884518	10885518	chr2R	10885323	10885532	CG18004
chr2R	10884716	10885716	chr2R	10885323	10885532	CG18004
chr2R	10885032	10886032	chr2R	10885323	10885532	CG18004
chr2R	10885089	10886089	chr2R	10885323	10885532	CG18004
chr2R	10885875	10886875	chr2R	10886814	10887366	CG30020
chr2R	10886309	10887309	chr2R	10886814	10887366	CG30020
chr2R	10893615	10894615	chr2R	10893856	10894360	CG12346
chr2R	10893615	10894615	chr2R	10894510	10895128	CG12942
chr2R	10893914	10894914	chr2R	10893856	10894360	CG12346
chr2R	10893914	10894914	chr2R	10894510	10895128	CG12942
chr2R	10893958	10894958	chr2R	10893856	10894360	CG12346
chr2R	10893958	10894958	chr2R	10894510	10895128	CG12942
chr2R	10896643	10897643	chr2R	10897663	10897883	CG7712
chr2R	10896713	10897713	chr2R	10897663	10897883	CG7712
chr2R	10896722	10897722	chr2R	10897663	10897883	CG7712
chr2R	10897385	10898385	chr2R	10897663	10897883	CG7712
chr2R	10897385	10898385	chr2R	10898241	10899058	CG11979
chr2R	10897530	10898530	chr2R	10897663	10897883	CG7712
chr2R	10897530	10898530	chr2R	10898241	10899058	CG11979
chr2R	10897744	10898744	chr2R	10897663	10897883	CG7712
chr2R	10897744	10898744	chr2R	10898241	10899058	CG11979
chr2R	10898560	10899560	chr2R	10898241	10899058	CG11979
chr2R	10913313	10918165	chr2R	10909922	10909976	CG12944
chr2R	10918529	10921050	chr2R	10909922	10909976	CG12944
chr2R	10921308	10927416	chr2R	10909922	10909976	CG12944
chr2R	10930085	10937576	chr2R	10940709	10941666	CG7722
chr2R	10955574	10960673	chr2R	10940709	10941666	CG7722
chr2R	10971986	10976083	chr2R	10940709	10941666	CG7722
chr2R	10993501	11009730	chr2R	10940709	10941666	CG7722
chr2R	11025101	11037918	chr2R	11081048	11081216	CG13235
chr2R	11038140	11042695	chr2R	11081048	11081216	CG13235
chr2R	11043200	11048520	chr2R	11081048	11081216	CG13235
chr2R	11048896	11052566	chr2R	11081048	11081216	CG13235
chr2R	11052984	11080886	chr2R	11081048	11081216	CG13235
chr2R	11085085	11086085	chr2R	11081048	11081216	CG13235
chr2R	11091974	11095955	chr2R	11099531	11100003	CG33473
chr2R	11096371	11101562	chr2R	11099531	11100003	CG33473
chr2R	11101911	11105294	chr2R	11099531	11100003	CG33473
chr2R	11106316	11107316	chr2R	11099531	11100003	CG33473
chr2R	11108378	11110406	chr2R	11099531	11100003	CG33473
chr2R	11111291	11112263	chr2R	11119322	11119696	CG30490
chr2R	11127160	11131777	chr2R	11125512	11125614	CG33503
chr2R	11135422	11136422	chr2R	11135927	11136006	CG13232
chr2R	11138803	11139803	chr2R	11135927	11136006	CG13232
chr2R	11138815	11139815	chr2R	11135927	11136006	CG13232
chr2R	11139368	11140368	chr2R	11143569	11143671	CG13229
chr2R	11145788	11146788	chr2R	11146367	11146379	CG13231
chr2R	11149568	11150568	chr2R	11149600	11150056	CG12391
chr2R	11167380	11171042	chr2R	11154927	11155054	CG13230
chr2R	11173302	11174302	chr2R	11154927	11155054	CG13230
chr2R	11182723	11183723	chr2R	11208244	11209857	CG7734
chr2R	11197775	11198775	chr2R	11208244	11209857	CG7734
chr2R	11202184	11202942	chr2R	11208244	11209857	CG7734
chr2R	11204128	11205128	chr2R	11208244	11209857	CG7734
chr2R	11210754	11212341	chr2R	11208244	11209857	CG7734
chr2R	11218741	11219741	chr2R	11219082	11219213	CG9084
chr2R	11219038	11220038	chr2R	11219082	11219213	CG9084
chr2R	11219271	11220271	chr2R	11219082	11219213	CG9084
chr2R	11219433	11220433	chr2R	11219082	11219213	CG9084
chr2R	11221838	11222838	chr2R	11222870	11223010	CG7737
chr2R	11221980	11222980	chr2R	11222870	11223010	CG7737
chr2R	11222370	11223370	chr2R	11222870	11223010	CG7737
chr2R	11222944	11223944	chr2R	11222870	11223010	CG7737
chr2R	11238495	11239495	chr2R	11238106	11238994	CG13216
chr2R	11238993	11239993	chr2R	11238106	11238994	CG13216
chr2R	11238993	11239993	chr2R	11239667	11240018	CG13215
chr2R	11251250	11252250	chr2R	11252715	11252891	CG9079
chr2R	11251413	11252413	chr2R	11252715	11252891	CG9079
chr2R	11258267	11259267	chr2R	11259827	11259839	CG9077
chr2R	11258605	11259605	chr2R	11259827	11259839	CG9077
chr2R	11259476	11260476	chr2R	11259827	11259839	CG9077
chr2R	11260578	11261578	chr2R	11261778	11261790	CG9076
chr2R	11261306	11262306	chr2R	11261778	11261790	CG9076
chr2R	11266356	11267356	chr2R	11265124	11265765	CG13222
chr2R	11266414	11267414	chr2R	11265124	11265765	CG13222
chr2R	11272075	11273075	chr2R	11270734	11270743	CG13214
chr2R	11279183	11280183	chr2R	11279562	11279601	CG9067
chr2R	11279183	11280183	chr2R	11279725	11281033	CG13221
chr2R	11279224	11280224	chr2R	11279562	11279601	CG9067
chr2R	11279224	11280224	chr2R	11279725	11281033	CG13221
chr2R	11279983	11280983	chr2R	11279725	11281033	CG13221
chr2R	11283471	11284471	chr2R	11283683	11283956	CG9062
chr2R	11283471	11284471	chr2R	11284415	11285100	CG13220
chr2R	11283782	11284782	chr2R	11283683	11283956	CG9062
chr2R	11283782	11284782	chr2R	11284415	11285100	CG13220
chr2R	11283913	11284913	chr2R	11283683	11283956	CG9062
chr2R	11283913	11284913	chr2R	11284415	11285100	CG13220
chr2R	11292030	11293030	chr2R	11292527	11292650	CG30033
chr2R	11292030	11293030	chr2R	11292805	11293171	CG12390
chr2R	11292661	11293661	chr2R	11292805	11293171	CG12390
chr2R	11292674	11293674	chr2R	11292805	11293171	CG12390
chr2R	11293091	11294091	chr2R	11292805	11293171	CG12390
chr2R	11297020	11298020	chr2R	11295398	11295812	CG13210
chr2R	11301415	11302415	chr2R	11301920	11302028	CG7741
chr2R	11301746	11302746	chr2R	11301920	11302028	CG7741
chr2R	11302994	11303994	chr2R	11302871	11302976	CG13208
chr2R	11307028	11308028	chr2R	11307260	11307565	CG12389
chr2R	11307028	11308028	chr2R	11307883	11308097	CG7745
chr2R	11307378	11308378	chr2R	11307260	11307565	CG12389
chr2R	11307378	11308378	chr2R	11307883	11308097	CG7745
chr2R	11309834	11310834	chr2R	11307883	11308097	CG7745
chr2R	11310330	11311330	chr2R	11307883	11308097	CG7745
chr2R	11310665	11311665	chr2R	11307883	11308097	CG7745
chr2R	11312679	11314878	chr2R	11316847	11317195	CG13207
chr2R	11325287	11326287	chr2R	11329261	11329502	CG13209
chr2R	11328120	11331234	chr2R	11329261	11329502	CG13209
chr2R	11338233	11339233	chr2R	11337892	11338684	CG12388
chr2R	11338233	11339233	chr2R	11339182	11340128	CG12387
chr2R	11338685	11339685	chr2R	11339182	11340128	CG12387
chr2R	11356100	11357100	chr2R	11355332	11356128	CG12351
chr2R	11356100	11357100	chr2R	11356326	11356493	CG13202
chr2R	11356100	11357100	chr2R	11356721	11357536	CG7754
chr2R	11356219	11357219	chr2R	11356326	11356493	CG13202
chr2R	11356219	11357219	chr2R	11356721	11357536	CG7754
chr2R	11360205	11361205	chr2R	11360697	11360832	CG12352
chr2R	11366209	11367209	chr2R	11368547	11368698	CG13204
chr2R	11367785	11368785	chr2R	11368547	11368698	CG13204
chr2R	11369787	11370787	chr2R	11370772	11371170	CG9035
chr2R	11369799	11370799	chr2R	11370772	11371170	CG9035
chr2R	11370663	11371663	chr2R	11370772	11371170	CG9035
chr2R	11370835	11371835	chr2R	11370772	11371170	CG9035
chr2R	11383614	11384614	chr2R	11381954	11382182	CG9027
chr2R	11384242	11385242	chr2R	11381954	11382182	CG9027
chr2R	11388279	11389279	chr2R	11388207	11388777	CG30022
chr2R	11392628	11395569	chr2R	11396893	11397430	CG30023
chr2R	11396932	11397932	chr2R	11396893	11397430	CG30023
chr2R	11405096	11406096	chr2R	11406075	11406139	CG7759
chr2R	11407579	11408579	chr2R	11408662	11409434	CG30026
chr2R	11408075	11409075	chr2R	11408662	11409434	CG30026
chr2R	11409309	11410309	chr2R	11408662	11409434	CG30026
chr2R	11409309	11410309	chr2R	11410089	11410423	CG34054
chr2R	11409938	11410938	chr2R	11410089	11410423	CG34054
chr2R	11418664	11421370	chr2R	11421257	11421436	CG9023
chr2R	11424170	11425170	chr2R	11421257	11421436	CG9023
chr2R	11429145	11430145	chr2R	11436245	11436422	CG7777
chr2R	11435272	11435939	chr2R	11436245	11436422	CG7777
chr2R	11435742	11436742	chr2R	11436245	11436422	CG7777
chr2R	11451104	11452104	chr2R	11453392	11454469	CG7776
chr2R	11451542	11452542	chr2R	11453392	11454469	CG7776
