chrom	txStart	txStart_plus1	paste_locus
chr2L	13347772	13347773	chr2L_13347772_13348959
chr2L	13347772	13347773	chr2L_13347772_13349020
chr2L	13349822	13349823	chr2L_13349822_13355073
chr2L	13359900	13359901	chr2L_13359900_13361565
chr2L	13363307	13363308	chr2L_13363307_13366189
chr2L	13366446	13366447	chr2L_13366446_13367410
chr2L	13367616	13367617	chr2L_13367616_13369021
chr2L	13370102	13370103	chr2L_13370102_13371026
chr2L	13370286	13370287	chr2L_13370286_13371110
chr2L	13371426	13371427	chr2L_13371426_13373824
chr2L	13371426	13371427	chr2L_13371426_13373890
chr2L	13374018	13374019	chr2L_13374018_13376165
chr2L	13374176	13374177	chr2L_13374176_13376165
chr2L	13374176	13374177	chr2L_13374176_13376404
chr2L	13376454	13376455	chr2L_13376454_13378538
chr2L	13378901	13378902	chr2L_13378901_13382382
chr2L	13382651	13382652	chr2L_13382651_13384165
chr2L	13382651	13382652	chr2L_13382651_13385671
chr2L	13382651	13382652	chr2L_13382651_13385671
chr2L	13384821	13384822	chr2L_13384821_13385403
chr2L	13385847	13385848	chr2L_13385847_13387312
chr2L	13387570	13387571	chr2L_13387570_13393959
chr2L	13393686	13393687	chr2L_13393686_13395092
chr2L	13394122	13394123	chr2L_13394122_13395092
chr2L	13394122	13394123	chr2L_13394122_13395131
chr2L	13395359	13395360	chr2L_13395359_13396184
chr2L	13395406	13395407	chr2L_13395406_13396184
chr2L	13396391	13396392	chr2L_13396391_13398444
chr2L	13396391	13396392	chr2L_13396391_13398664
chr2L	13398857	13398858	chr2L_13398857_13399831
chr2L	13398990	13398991	chr2L_13398990_13410955
chr2L	13398990	13398991	chr2L_13398990_13411047
chr2L	13411140	13411141	chr2L_13411140_13411631
chr2L	13412518	13412519	chr2L_13412518_13413716
chr2L	13413782	13413783	chr2L_13413782_13414575
chr2L	13415430	13415431	chr2L_13415430_13420645
chr2L	13419220	13419221	chr2L_13419220_13420645
chr2L	13435621	13435622	chr2L_13435621_13439498
chr2L	13435621	13435622	chr2L_13435621_13439930
chr2L	13437894	13437895	chr2L_13437894_13442410
chr2L	13444102	13444103	chr2L_13444102_13445651
chr2L	13447537	13447538	chr2L_13447537_13449497
chr2L	13457496	13457497	chr2L_13457496_13458073
chr2L	13458289	13458290	chr2L_13458289_13458605
chr2L	13459680	13459681	chr2L_13459680_13460183
chr2L	13500623	13500624	chr2L_13500623_13549328
chr2L	13502655	13502656	chr2L_13502655_13547771
chr2L	13502655	13502656	chr2L_13502655_13549328
chr2L	13527840	13527841	chr2L_13527840_13528537
chr2L	13529041	13529042	chr2L_13529041_13529821
chr2L	13529974	13529975	chr2L_13529974_13530736
chr2L	13531073	13531074	chr2L_13531073_13531662
chr2L	13532084	13532085	chr2L_13532084_13532636
chr2L	13532871	13532872	chr2L_13532871_13533454
chr2L	13535290	13535291	chr2L_13535290_13535778
chr2L	13540750	13540751	chr2L_13540750_13541646
chr2L	13541637	13541638	chr2L_13541637_13542576
chr2L	13542267	13542268	chr2L_13542267_13543560
chr2L	13542580	13542581	chr2L_13542580_13543633
chr2L	13582568	13582569	chr2L_13582568_13583033
chr2L	13595502	13595503	chr2L_13595502_13597186
chr2L	13609973	13609974	chr2L_13609973_13610068
chr2L	13632675	13632676	chr2L_13632675_13633166
chr2L	13639446	13639447	chr2L_13639446_13642602
chr2L	13639518	13639519	chr2L_13639518_13641272
chr2L	13639518	13639519	chr2L_13639518_13642396
chr2L	13642820	13642821	chr2L_13642820_13643230
chr2L	13665524	13665525	chr2L_13665524_13669844
chr2L	13665524	13665525	chr2L_13665524_13671247
chr2L	13665524	13665525	chr2L_13665524_13671247
chr2L	13665524	13665525	chr2L_13665524_13671680
chr2L	13665524	13665525	chr2L_13665524_13672967
chr2L	13676859	13676860	chr2L_13676859_13717320
chr2L	13678049	13678050	chr2L_13678049_13717320
chr2L	13708214	13708215	chr2L_13708214_13710583
chr2L	13708214	13708215	chr2L_13708214_13710583
chr2L	13722160	13722161	chr2L_13722160_13723642
chr2L	13736137	13736138	chr2L_13736137_13736790
chr2L	13736137	13736138	chr2L_13736137_13737030
chr2L	13745447	13745448	chr2L_13745447_13747888
chr2L	13746951	13746952	chr2L_13746951_13754242
chr2L	13746951	13746952	chr2L_13746951_13756402
chr2L	13747608	13747609	chr2L_13747608_13747697
chr2L	13747747	13747748	chr2L_13747747_13747839
chr2L	13771094	13771095	chr2L_13771094_13773905
chr2L	13773996	13773997	chr2L_13773996_13774355
chr2L	13774339	13774340	chr2L_13774339_13780165
chr2L	13774339	13774340	chr2L_13774339_13780165
chr2L	13774339	13774340	chr2L_13774339_13780165
chr2L	13777194	13777195	chr2L_13777194_13778124
chr2L	13780688	13780689	chr2L_13780688_13782611
chr2L	13782230	13782231	chr2L_13782230_13783460
chr2L	13782230	13782231	chr2L_13782230_13784338
chr2L	13782578	13782579	chr2L_13782578_13783460
chr2L	13784083	13784084	chr2L_13784083_13786401
chr2L	13784083	13784084	chr2L_13784083_13790562
chr2L	13784712	13784713	chr2L_13784712_13785423
chr2L	13790958	13790959	chr2L_13790958_13793264
chr2L	13790958	13790959	chr2L_13790958_13793264
chr2L	13793520	13793521	chr2L_13793520_13799674
chr2L	13803625	13803626	chr2L_13803625_13809994
chr2L	13808359	13808360	chr2L_13808359_13811474
chr2L	13810100	13810101	chr2L_13810100_13811474
chr2L	13811521	13811522	chr2L_13811521_13812682
chr2L	13811521	13811522	chr2L_13811521_13813316
chr2L	13812699	13812700	chr2L_13812699_13813256
chr2L	13813815	13813816	chr2L_13813815_13819824
chr2L	13821247	13821248	chr2L_13821247_13823870
chr2L	13821247	13821248	chr2L_13821247_13823870
chr2L	13821247	13821248	chr2L_13821247_13823979
chr2L	13823979	13823980	chr2L_13823979_13827772
chr2L	13827940	13827941	chr2L_13827940_13829741
chr2L	13829836	13829837	chr2L_13829836_13831576
chr2L	13831481	13831482	chr2L_13831481_13833105
chr2L	13831481	13831482	chr2L_13831481_13833105
chr2L	13833336	13833337	chr2L_13833336_13834306
chr2L	13834249	13834250	chr2L_13834249_13835072
chr2L	13839261	13839262	chr2L_13839261_13841520
chr2L	13840805	13840806	chr2L_13840805_13841520
chr2L	13842887	13842888	chr2L_13842887_13843742
chr2L	13843914	13843915	chr2L_13843914_13845325
chr2L	13844376	13844377	chr2L_13844376_13845325
chr2L	13846751	13846752	chr2L_13846751_13847799
chr2L	13847924	13847925	chr2L_13847924_13849161
chr2L	13847924	13847925	chr2L_13847924_13849223
chr2L	13849399	13849400	chr2L_13849399_13850329
chr2L	13865991	13865992	chr2L_13865991_13866690
chr2L	13894201	13894202	chr2L_13894201_13898712
chr2L	13898827	13898828	chr2L_13898827_13904476
chr2L	13899368	13899369	chr2L_13899368_13904208
chr2L	13899609	13899610	chr2L_13899609_13904661
chr2L	13905644	13905645	chr2L_13905644_13909170
chr2L	13906428	13906429	chr2L_13906428_13909212
chr2L	13906433	13906434	chr2L_13906433_13909170
chr2L	13909332	13909333	chr2L_13909332_13911719
chr2L	13912082	13912083	chr2L_13912082_13912596
chr2L	13912082	13912083	chr2L_13912082_13912652
chr2L	13914724	13914725	chr2L_13914724_13955743
chr2L	13914724	13914725	chr2L_13914724_13956188
chr2L	13920706	13920707	chr2L_13920706_13923553
chr2L	13920706	13920707	chr2L_13920706_13923553
chr2L	13930321	13930322	chr2L_13930321_13931362
chr2L	13932558	13932559	chr2L_13932558_13934692
chr2L	13944755	13944756	chr2L_13944755_13947476
chr2L	13957538	13957539	chr2L_13957538_13963381
chr2L	13957538	13957539	chr2L_13957538_13963381
chr2L	13957784	13957785	chr2L_13957784_13962939
chr2L	13963506	13963507	chr2L_13963506_13965088
chr2L	13965011	13965012	chr2L_13965011_13967018
chr2L	13967463	13967464	chr2L_13967463_13967985
chr2L	13968279	13968280	chr2L_13968279_13969976
chr2L	13970176	13970177	chr2L_13970176_13972173
chr2L	13970507	13970508	chr2L_13970507_13971979
chr2L	13970507	13970508	chr2L_13970507_13972173
chr2L	13972095	13972096	chr2L_13972095_13972947
chr2L	13972215	13972216	chr2L_13972215_13972947
chr2L	13973157	13973158	chr2L_13973157_13976254
chr2L	13974118	13974119	chr2L_13974118_13976254
chr2L	13974118	13974119	chr2L_13974118_13976769
chr2L	13977301	13977302	chr2L_13977301_13979569
chr2L	13980125	13980126	chr2L_13980125_13982952
chr2L	13980125	13980126	chr2L_13980125_13983269
chr2L	13982742	13982743	chr2L_13982742_14001248
chr2L	14008100	14008101	chr2L_14008100_14008799
chr2L	14008100	14008101	chr2L_14008100_14008820
chr2L	14013003	14013004	chr2L_14013003_14019328
chr2L	14013745	14013746	chr2L_14013745_14019328
chr2L	14019356	14019357	chr2L_14019356_14020208
chr2L	14019394	14019395	chr2L_14019394_14020325
chr2L	14021582	14021583	chr2L_14021582_14022033
chr2L	14023721	14023722	chr2L_14023721_14024099
chr2L	14027000	14027001	chr2L_14027000_14029368
chr2L	14029261	14029262	chr2L_14029261_14031539
chr2L	14029261	14029262	chr2L_14029261_14031539
chr2L	14029620	14029621	chr2L_14029620_14031539
chr2L	14032005	14032006	chr2L_14032005_14038306
chr2L	14040169	14040170	chr2L_14040169_14089437
chr2L	14040169	14040170	chr2L_14040169_14092725
chr2L	14040169	14040170	chr2L_14040169_14094401
chr2L	14047581	14047582	chr2L_14047581_14048863
chr2L	14104089	14104090	chr2L_14104089_14106791
chr2L	14104089	14104090	chr2L_14104089_14107461
chr2L	14108056	14108057	chr2L_14108056_14109290
chr2L	14108056	14108057	chr2L_14108056_14109447
chr2L	14109596	14109597	chr2L_14109596_14110739
chr2L	14161143	14161144	chr2L_14161143_14163222
chr2L	14163507	14163508	chr2L_14163507_14180686
chr2L	14184477	14184478	chr2L_14184477_14234108
chr2L	14184477	14184478	chr2L_14184477_14234108
chr2L	14184477	14184478	chr2L_14184477_14234126
chr2L	14185025	14185026	chr2L_14185025_14234108
chr2L	14185661	14185662	chr2L_14185661_14197567
chr2L	14234753	14234754	chr2L_14234753_14235156
chr2L	14235317	14235318	chr2L_14235317_14236307
chr2L	14241070	14241071	chr2L_14241070_14241732
chr2L	14241143	14241144	chr2L_14241143_14241732
chr2L	14273720	14273721	chr2L_14273720_14274454
chr2L	14274820	14274821	chr2L_14274820_14278002
chr2L	14277210	14277211	chr2L_14277210_14278002
chr2L	14291200	14291201	chr2L_14291200_14291817
chr2L	14293274	14293275	chr2L_14293274_14295394
chr2L	14300998	14300999	chr2L_14300998_14328262
chr2L	14328428	14328429	chr2L_14328428_14333860
chr2L	14334157	14334158	chr2L_14334157_14345790
chr2L	14334157	14334158	chr2L_14334157_14345795
chr2L	14338239	14338240	chr2L_14338239_14340053
chr2L	14338239	14338240	chr2L_14338239_14340080
chr2L	14342015	14342016	chr2L_14342015_14345795
chr2L	14345914	14345915	chr2L_14345914_14346688
chr2L	14347238	14347239	chr2L_14347238_14348790
chr2L	14349019	14349020	chr2L_14349019_14351513
chr2L	14349069	14349070	chr2L_14349069_14349799
chr2L	14349113	14349114	chr2L_14349113_14351513
chr2L	14352076	14352077	chr2L_14352076_14352619
chr2L	14352593	14352594	chr2L_14352593_14355085
chr2L	14355144	14355145	chr2L_14355144_14358345
chr2L	14355467	14355468	chr2L_14355467_14356878
chr2L	14357040	14357041	chr2L_14357040_14358764
chr2L	14357280	14357281	chr2L_14357280_14358345
chr2L	14359251	14359252	chr2L_14359251_14361411
chr2L	14359284	14359285	chr2L_14359284_14361303
chr2L	14362068	14362069	chr2L_14362068_14365568
chr2L	14362068	14362069	chr2L_14362068_14365699
chr2L	14362068	14362069	chr2L_14362068_14366840
chr2L	14378217	14378218	chr2L_14378217_14381172
chr2L	14390627	14390628	chr2L_14390627_14409549
chr2L	14409754	14409755	chr2L_14409754_14410045
chr2L	14416728	14416729	chr2L_14416728_14417331
chr2L	14424314	14424315	chr2L_14424314_14425189
chr2L	14428611	14428612	chr2L_14428611_14430822
chr2L	14448408	14448409	chr2L_14448408_14449009
chr2L	14450281	14450282	chr2L_14450281_14450922
chr2L	14457112	14457113	chr2L_14457112_14457338
chr2L	14486039	14486040	chr2L_14486039_14486752
chr2L	14490858	14490859	chr2L_14490858_14493833
chr2L	14490858	14490859	chr2L_14490858_14494019
chr2L	14496996	14496997	chr2L_14496996_14498116
chr2L	14509912	14509913	chr2L_14509912_14512083
chr2L	14524311	14524312	chr2L_14524311_14525656
chr2L	14524804	14524805	chr2L_14524804_14525656
chr2L	14532483	14532484	chr2L_14532483_14533471
chr2L	14550394	14550395	chr2L_14550394_14550960
chr2L	14557938	14557939	chr2L_14557938_14558852
chr2L	14560777	14560778	chr2L_14560777_14561355
chr2L	14563014	14563015	chr2L_14563014_14563726
chr2L	14563073	14563074	chr2L_14563073_14563726
chr2L	14576472	14576473	chr2L_14576472_14577097
chr2L	14587919	14587920	chr2L_14587919_14588234
chr2L	14613257	14613258	chr2L_14613257_14613621
chr2L	14615551	14615552	chr2L_14615551_14618902
chr2L	14615551	14615552	chr2L_14615551_14617402
chr2L	14615551	14615552	chr2L_14615551_14618902
chr2L	14616266	14616267	chr2L_14616266_14618902
chr2L	14616266	14616267	chr2L_14616266_14617402
chr2L	14616266	14616267	chr2L_14616266_14618902
chr2L	14617510	14617511	chr2L_14617510_14618902
chr2L	14712470	14712471	chr2L_14712470_14713118
chr2L	14712664	14712665	chr2L_14712664_14713118
chr2L	14712664	14712665	chr2L_14712664_14713298
chr2L	14713749	14713750	chr2L_14713749_14714355
chr2L	14713749	14713750	chr2L_14713749_14714526
chr2L	14724616	14724617	chr2L_14724616_14730177
chr2L	14732560	14732561	chr2L_14732560_14733008
chr2L	14735842	14735843	chr2L_14735842_14737067
chr2L	14737089	14737090	chr2L_14737089_14737769
chr2L	14737331	14737332	chr2L_14737331_14737769
chr2L	14739913	14739914	chr2L_14739913_14741138
chr2L	14741160	14741161	chr2L_14741160_14741840
chr2L	14741402	14741403	chr2L_14741402_14741840
chr2L	14743192	14743193	chr2L_14743192_14743879
chr2L	14743251	14743252	chr2L_14743251_14743663
chr2L	14743251	14743252	chr2L_14743251_14743725
chr2L	14743251	14743252	chr2L_14743251_14743807
chr2L	14744420	14744421	chr2L_14744420_14744817
chr2L	14744844	14744845	chr2L_14744844_14745210
chr2L	14745328	14745329	chr2L_14745328_14745538
chr2L	14745870	14745871	chr2L_14745870_14746176
chr2L	14760766	14760767	chr2L_14760766_14761924
chr2L	14761971	14761972	chr2L_14761971_14762691
chr2L	14762764	14762765	chr2L_14762764_14764065
chr2L	14765907	14765908	chr2L_14765907_14767225
chr2L	14773813	14773814	chr2L_14773813_14774981
chr2L	14773813	14773814	chr2L_14773813_14774981
chr2L	14783300	14783301	chr2L_14783300_14784598
chr2L	14794515	14794516	chr2L_14794515_14796642
chr2L	14802333	14802334	chr2L_14802333_14803293
chr2L	14840433	14840434	chr2L_14840433_14842209
chr2L	14841480	14841481	chr2L_14841480_14842209
chr2L	14842357	14842358	chr2L_14842357_14843108
chr2L	14844992	14844993	chr2L_14844992_14849188
chr2L	14844992	14844993	chr2L_14844992_14851749
chr2L	14870370	14870371	chr2L_14870370_14872022
chr2L	14870800	14870801	chr2L_14870800_14872022
chr2L	14874375	14874376	chr2L_14874375_14876333
chr2L	14875113	14875114	chr2L_14875113_14876333
chr2L	14875113	14875114	chr2L_14875113_14876333
chr2L	14876831	14876832	chr2L_14876831_14877136
chr2L	14879049	14879050	chr2L_14879049_14881612
chr2L	14879049	14879050	chr2L_14879049_14881652
chr2L	14882100	14882101	chr2L_14882100_14883721
chr2L	14885104	14885105	chr2L_14885104_14885411
chr2L	14924589	14924590	chr2L_14924589_14930565
chr2L	14974467	14974468	chr2L_14974467_14975001
chr2L	14975746	14975747	chr2L_14975746_14997559
chr2L	14975746	14975747	chr2L_14975746_14997559
chr2L	14975746	14975747	chr2L_14975746_14997559
chr2L	15005732	15005733	chr2L_15005732_15006607
chr2L	15006582	15006583	chr2L_15006582_15007431
chr2L	15007812	15007813	chr2L_15007812_15008538
chr2L	15008488	15008489	chr2L_15008488_15009692
chr2L	15008488	15008489	chr2L_15008488_15009724
chr2L	15009938	15009939	chr2L_15009938_15011764
chr2L	15011814	15011815	chr2L_15011814_15012667
chr2L	15016330	15016331	chr2L_15016330_15033984
chr2L	15016330	15016331	chr2L_15016330_15034704
chr2L	15026881	15026882	chr2L_15026881_15029513
chr2L	15030927	15030928	chr2L_15030927_15031750
chr2L	15035393	15035394	chr2L_15035393_15037841
chr2L	15035471	15035472	chr2L_15035471_15037841
chr2L	15036292	15036293	chr2L_15036292_15038861
chr2L	15039487	15039488	chr2L_15039487_15043017
chr2L	15039487	15039488	chr2L_15039487_15043334
chr2L	15044962	15044963	chr2L_15044962_15057862
chr2L	15045116	15045117	chr2L_15045116_15057862
chr2L	15058302	15058303	chr2L_15058302_15059120
chr2L	15058918	15058919	chr2L_15058918_15060757
chr2L	15059290	15059291	chr2L_15059290_15060757
chr2L	15061655	15061656	chr2L_15061655_15072133
chr2L	15062930	15062931	chr2L_15062930_15068078
chr2L	15062930	15062931	chr2L_15062930_15070316
chr2L	15064213	15064214	chr2L_15064213_15068078
chr2L	15074775	15074776	chr2L_15074775_15096915
chr2L	15109404	15109405	chr2L_15109404_15113092
chr2L	15113479	15113480	chr2L_15113479_15118069
chr2L	15119782	15119783	chr2L_15119782_15120819
chr2L	15129700	15129701	chr2L_15129700_15130205
chr2L	15159507	15159508	chr2L_15159507_15160126
chr2L	15160650	15160651	chr2L_15160650_15161083
chr2L	15161881	15161882	chr2L_15161881_15200459
chr2L	15162121	15162122	chr2L_15162121_15200459
chr2L	15201612	15201613	chr2L_15201612_15202092
chr2L	15201700	15201701	chr2L_15201700_15202092
chr2L	15202258	15202259	chr2L_15202258_15203713
chr2L	15202258	15202259	chr2L_15202258_15203967
chr2L	15207849	15207850	chr2L_15207849_15208768
chr2L	15215221	15215222	chr2L_15215221_15216160
chr2L	15228727	15228728	chr2L_15228727_15245960
chr2L	15228727	15228728	chr2L_15228727_15247714
chr2L	15248878	15248879	chr2L_15248878_15253228
chr2L	15248878	15248879	chr2L_15248878_15253607
chr2L	15248878	15248879	chr2L_15248878_15254715
chr2L	15254818	15254819	chr2L_15254818_15256304
chr2L	15254913	15254914	chr2L_15254913_15256304
chr2L	15256580	15256581	chr2L_15256580_15257297
chr2L	15256580	15256581	chr2L_15256580_15257642
chr2L	15257266	15257267	chr2L_15257266_15259743
chr2L	15257266	15257267	chr2L_15257266_15262802
chr2L	15257266	15257267	chr2L_15257266_15264227
chr2L	15261208	15261209	chr2L_15261208_15264692
chr2L	15261208	15261209	chr2L_15261208_15264692
chr2L	15263166	15263167	chr2L_15263166_15264227
chr2L	15265244	15265245	chr2L_15265244_15272024
chr2L	15266028	15266029	chr2L_15266028_15270324
chr2L	15266028	15266029	chr2L_15266028_15271628
chr2L	15266028	15266029	chr2L_15266028_15272024
chr2L	15274180	15274181	chr2L_15274180_15275091
chr2L	15274237	15274238	chr2L_15274237_15275091
chr2L	15277796	15277797	chr2L_15277796_15279497
chr2L	15280027	15280028	chr2L_15280027_15280449
chr2L	15284999	15285000	chr2L_15284999_15286047
chr2L	15291425	15291426	chr2L_15291425_15292239
chr2L	15292467	15292468	chr2L_15292467_15293774
chr2L	15292467	15292468	chr2L_15292467_15294136
chr2L	15295635	15295636	chr2L_15295635_15297699
chr2L	15297807	15297808	chr2L_15297807_15299367
chr2L	15317953	15317954	chr2L_15317953_15318901
chr2L	15360920	15360921	chr2L_15360920_15361627
chr2L	15396333	15396334	chr2L_15396333_15396934
chr2L	15398686	15398687	chr2L_15398686_15399003
chr2L	15399559	15399560	chr2L_15399559_15399858
chr2L	15400084	15400085	chr2L_15400084_15400497
chr2L	15417928	15417929	chr2L_15417928_15418361
chr2L	15423296	15423297	chr2L_15423296_15425580
chr2L	15433308	15433309	chr2L_15433308_15435242
chr2L	15433308	15433309	chr2L_15433308_15435304
chr2L	15435746	15435747	chr2L_15435746_15436320
chr2L	15441600	15441601	chr2L_15441600_15442314
chr2L	15463253	15463254	chr2L_15463253_15463666
chr2L	15468943	15468944	chr2L_15468943_15469527
chr2L	15476592	15476593	chr2L_15476592_15478260
chr2L	15484728	15484729	chr2L_15484728_15485489
chr2L	15484728	15484729	chr2L_15484728_15485545
chr2L	15485696	15485697	chr2L_15485696_15485951
chr2L	15499126	15499127	chr2L_15499126_15504591
chr2L	15499126	15499127	chr2L_15499126_15505018
chr2L	15515820	15515821	chr2L_15515820_15516727
chr2L	15522001	15522002	chr2L_15522001_15523993
chr2L	15547518	15547519	chr2L_15547518_15548243
chr2L	15549868	15549869	chr2L_15549868_15550276
chr2L	15550371	15550372	chr2L_15550371_15551364
chr2L	15550371	15550372	chr2L_15550371_15552029
chr2L	15552722	15552723	chr2L_15552722_15583579
chr2L	15552722	15552723	chr2L_15552722_15583978
chr2L	15610170	15610171	chr2L_15610170_15610746
chr2L	15610170	15610171	chr2L_15610170_15611719
chr2L	15610731	15610732	chr2L_15610731_15611719
chr2L	15612493	15612494	chr2L_15612493_15613335
chr2L	15613904	15613905	chr2L_15613904_15614828
chr2L	15613947	15613948	chr2L_15613947_15614828
chr2L	15615356	15615357	chr2L_15615356_15616351
chr2L	15616996	15616997	chr2L_15616996_15617915
chr2L	15622067	15622068	chr2L_15622067_15623558
chr2L	15628677	15628678	chr2L_15628677_15629552
chr2L	15630001	15630002	chr2L_15630001_15633004
chr2L	15630082	15630083	chr2L_15630082_15632618
chr2L	15630082	15630083	chr2L_15630082_15634987
chr2L	15644182	15644183	chr2L_15644182_15683275
chr2L	15644182	15644183	chr2L_15644182_15718272
chr2L	15646335	15646336	chr2L_15646335_15679362
chr2L	15646335	15646336	chr2L_15646335_15683275
chr2L	15646335	15646336	chr2L_15646335_15714359
chr2L	15646335	15646336	chr2L_15646335_15718272
chr2L	15659040	15659041	chr2L_15659040_15659474
chr2L	15661040	15661041	chr2L_15661040_15662753
chr2L	15670173	15670174	chr2L_15670173_15671223
chr2L	15675581	15675582	chr2L_15675581_15676102
chr2L	15694037	15694038	chr2L_15694037_15694471
chr2L	15696037	15696038	chr2L_15696037_15697750
chr2L	15705170	15705171	chr2L_15705170_15706220
chr2L	15710578	15710579	chr2L_15710578_15711099
chr2L	15746256	15746257	chr2L_15746256_15747000
chr2L	15748000	15748001	chr2L_15748000_15748324
chr2L	15749318	15749319	chr2L_15749318_15751078
chr2L	15749600	15749601	chr2L_15749600_15751078
chr2L	15751556	15751557	chr2L_15751556_15751682
chr2L	15752262	15752263	chr2L_15752262_15755900
chr2L	15756001	15756002	chr2L_15756001_15762408
chr2L	15756001	15756002	chr2L_15756001_15762758
chr2L	15764219	15764220	chr2L_15764219_15766123
chr2L	15764219	15764220	chr2L_15764219_15766267
chr2L	15766132	15766133	chr2L_15766132_15768349
chr2L	15766474	15766475	chr2L_15766474_15768349
chr2L	15768629	15768630	chr2L_15768629_15771159
chr2L	15771262	15771263	chr2L_15771262_15772689
chr2L	15771262	15771263	chr2L_15771262_15773113
chr2L	15776441	15776442	chr2L_15776441_15776852
chr2L	15784084	15784085	chr2L_15784084_15790146
chr2L	15807180	15807181	chr2L_15807180_15810319
chr2L	15809341	15809342	chr2L_15809341_15810319
chr2L	15810570	15810571	chr2L_15810570_15812141
chr2L	15810979	15810980	chr2L_15810979_15812141
chr2L	15822295	15822296	chr2L_15822295_15822942
chr2L	15822344	15822345	chr2L_15822344_15822942
chr2L	15834217	15834218	chr2L_15834217_15834417
chr2L	15834568	15834569	chr2L_15834568_15835658
chr2L	15841009	15841010	chr2L_15841009_15841427
chr2L	15846953	15846954	chr2L_15846953_15847381
chr2L	15852591	15852592	chr2L_15852591_15854064
chr2L	15852591	15852592	chr2L_15852591_15854110
chr2L	15854125	15854126	chr2L_15854125_15856450
chr2L	15854267	15854268	chr2L_15854267_15856450
chr2L	15863199	15863200	chr2L_15863199_15863663
chr2L	15864928	15864929	chr2L_15864928_15865461
chr2L	15864967	15864968	chr2L_15864967_15865429
chr2L	15876937	15876938	chr2L_15876937_15880156
chr2L	15882782	15882783	chr2L_15882782_15883190
chr2L	15888639	15888640	chr2L_15888639_15893811
chr2L	15895453	15895454	chr2L_15895453_15897071
chr2L	15898878	15898879	chr2L_15898878_15900524
chr2L	15900934	15900935	chr2L_15900934_15902410
chr2L	15900984	15900985	chr2L_15900984_15902410
chr2L	15905133	15905134	chr2L_15905133_15962435
chr2L	15911690	15911691	chr2L_15911690_15912062
chr2L	15912557	15912558	chr2L_15912557_15913109
chr2L	15916887	15916888	chr2L_15916887_15917607
chr2L	15923394	15923395	chr2L_15923394_15926287
chr2L	15941440	15941441	chr2L_15941440_15942854
chr2L	15957857	15957858	chr2L_15957857_15959424
chr2L	15957857	15957858	chr2L_15957857_15959431
chr2L	15960242	15960243	chr2L_15960242_15961190
chr2L	15979485	15979486	chr2L_15979485_15980177
chr2L	15979485	15979486	chr2L_15979485_15980508
chr2L	15979485	15979486	chr2L_15979485_15981455
chr2L	15989755	15989756	chr2L_15989755_15989957
chr2L	16000290	16000291	chr2L_16000290_16041703
chr2L	16000519	16000520	chr2L_16000519_16040407
chr2L	16000519	16000520	chr2L_16000519_16041703
chr2L	16001784	16001785	chr2L_16001784_16002401
chr2L	16002980	16002981	chr2L_16002980_16003641
chr2L	16003755	16003756	chr2L_16003755_16004292
chr2L	16004324	16004325	chr2L_16004324_16005461
chr2L	16004324	16004325	chr2L_16004324_16005461
chr2L	16004580	16004581	chr2L_16004580_16005461
chr2L	16004580	16004581	chr2L_16004580_16005461
chr2L	16004965	16004966	chr2L_16004965_16005461
chr2L	16005788	16005789	chr2L_16005788_16006279
chr2L	16006299	16006300	chr2L_16006299_16006713
chr2L	16042046	16042047	chr2L_16042046_16048626
chr2L	16042046	16042047	chr2L_16042046_16048626
chr2L	16042916	16042917	chr2L_16042916_16048757
chr2L	16042916	16042917	chr2L_16042916_16048757
chr2L	16044551	16044552	chr2L_16044551_16048626
chr2L	16049964	16049965	chr2L_16049964_16081684
chr2L	16072834	16072835	chr2L_16072834_16073569
chr2L	16094996	16094997	chr2L_16094996_16095944
chr2L	16133507	16133508	chr2L_16133507_16134412
chr2L	16134713	16134714	chr2L_16134713_16135272
chr2L	16135364	16135365	chr2L_16135364_16136204
chr2L	16165830	16165831	chr2L_16165830_16190079
chr2L	16165830	16165831	chr2L_16165830_16190079
chr2L	16165830	16165831	chr2L_16165830_16190079
chr2L	16165830	16165831	chr2L_16165830_16190540
chr2L	16168345	16168346	chr2L_16168345_16190079
chr2L	16168345	16168346	chr2L_16168345_16190540
chr2L	16168345	16168346	chr2L_16168345_16190540
chr2L	16178317	16178318	chr2L_16178317_16179188
chr2L	16178721	16178722	chr2L_16178721_16179188
chr2L	16194999	16195000	chr2L_16194999_16195321
chr2L	16195844	16195845	chr2L_16195844_16196245
chr2L	16203109	16203110	chr2L_16203109_16203476
chr2L	16211458	16211459	chr2L_16211458_16213304
chr2L	16216238	16216239	chr2L_16216238_16217044
chr2L	16231474	16231475	chr2L_16231474_16240595
chr2L	16231474	16231475	chr2L_16231474_16241527
chr2L	16241938	16241939	chr2L_16241938_16245559
chr2L	16245834	16245835	chr2L_16245834_16251788
chr2L	16245834	16245835	chr2L_16245834_16251788
chr2L	16257687	16257688	chr2L_16257687_16259433
chr2L	16258004	16258005	chr2L_16258004_16259433
chr2L	16258004	16258005	chr2L_16258004_16259511
chr2L	16259413	16259414	chr2L_16259413_16261764
chr2L	16259413	16259414	chr2L_16259413_16261877
chr2L	16259876	16259877	chr2L_16259876_16261764
chr2L	16259876	16259877	chr2L_16259876_16261877
chr2L	16262140	16262141	chr2L_16262140_16263483
chr2L	16263555	16263556	chr2L_16263555_16287730
chr2L	16264420	16264421	chr2L_16264420_16287730
