#chrom	strand	txStart	txEnd	cdsStart	cdsEnd	name2
chr2L	-	6358344	6359994	6359994	6359994	CR44777
chr2L	-	6358608	6359994	6359994	6359994	CR44777
chr2L	+	6360402	6361385	6361385	6361385	CR44778
chr2L	+	6367881	6370190	6368140	6370099	CG9505
chr2L	+	6372387	6377284	6373576	6377164	slam
chr2L	+	6373514	6377284	6373576	6377164	slam
chr2L	-	6377770	6411326	6378839	6408383	DIP-epsilon
chr2L	+	6381265	6383419	6381297	6383352	CG9507
chr2L	-	6383434	6385512	6383544	6385512	CG42370
chr2L	-	6395852	6397249	6395887	6397093	CG42369
chr2L	+	6412314	6414418	6412703	6414071	CG13982
chr2L	+	6412314	6415335	6412703	6414071	CG13982
chr2L	+	6424335	6426371	6424525	6426122	Fic
chr2L	-	6426723	6448022	6445118	6447961	CG9527
chr2L	-	6445069	6447862	6445118	6447849	CG9527
chr2L	-	6445069	6448022	6445118	6447961	CG9527
chr2L	-	6445069	6448403	6445118	6447961	CG9527
chr2L	-	6448463	6455929	6449851	6455597	retm
chr2L	-	6448805	6455929	6449707	6455597	retm
chr2L	-	6448805	6455929	6449851	6455597	retm
chr2L	+	6456051	6459008	6456470	6458585	frj
chr2L	+	6456266	6459008	6456470	6458585	frj
chr2L	-	6459014	6465669	6459527	6463843	CG16947
chr2L	-	6459317	6465669	6459527	6463843	CG16947
chr2L	-	6466216	6467698	6466523	6467608	CG9531
chr2L	-	6466364	6467698	6466523	6467608	CG9531
chr2L	-	6468537	6472072	6468844	6471664	mmy
chr2L	-	6468537	6473904	6468844	6471664	mmy
chr2L	-	6468590	6473904	6468844	6473691	mmy
chr2L	-	6474437	6476975	6474798	6476745	CG9536
chr2L	-	6477181	6480466	6477633	6480330	Sec61alpha
chr2L	-	6477181	6480575	6477633	6480330	Sec61alpha
chr2L	-	6480660	6480930	6480930	6480930	CR45463
chr2L	+	6480928	6487166	6481199	6487109	Daxx
chr2L	+	6480928	6487576	6481199	6487109	Daxx
chr2L	-	6487341	6488756	6487596	6488551	KFase
chr2L	-	6487561	6488615	6487596	6488551	KFase
chr2L	+	6489089	6490194	6489190	6490111	epsilonCOP
chr2L	-	6490154	6490843	6490215	6490757	CG9548
chr2L	+	6491060	6496988	6491234	6496120	CG31638
chr2L	+	6491060	6496988	6491234	6496065	CG31638
chr2L	-	6492973	6494532	6493060	6494438	CG9547
chr2L	+	6497052	6498466	6497133	6498341	CG9550
chr2L	+	6498646	6526919	6498875	6526014	CG31637
chr2L	+	6498646	6526996	6498875	6526014	CG31637
chr2L	-	6507423	6508404	6508404	6508404	CR44775
chr2L	-	6527446	6530509	6528009	6530178	eya
chr2L	-	6527446	6536111	6528009	6535900	eya
chr2L	-	6527446	6546976	6528009	6546502	eya
chr2L	+	6551853	6552436	6552436	6552436	CR44776
chr2L	-	6555716	6557502	6555810	6557359	IFT52
chr2L	+	6557799	6559149	6557902	6559045	COX5B
chr2L	+	6557799	6559308	6557902	6559045	COX5B
chr2L	-	6559425	6561660	6560172	6561567	CG9596
chr2L	+	6559430	6560133	6559530	6560051	COX5BL
chr2L	-	6560130	6561660	6560172	6561567	CG9596
chr2L	-	6560130	6562289	6560172	6561567	CG9596
chr2L	+	6562324	6564396	6562696	6564073	Ent2
chr2L	+	6562324	6564709	6562696	6564073	Ent2
chr2L	-	6564111	6566181	6565169	6566117	CG13766
chr2L	-	6564362	6566181	6565169	6566117	CG13766
chr2L	-	6568399	6601068	6572485	6586530	CG11319
chr2L	-	6571953	6601068	6573733	6586530	CG11319
chr2L	+	6611010	6617117	6612565	6616513	CG11050
chr2L	+	6611405	6617117	6612565	6616513	CG11050
chr2L	+	6611686	6617117	6612565	6616513	CG11050
chr2L	-	6617133	6621700	6617139	6621510	DIP-iota
chr2L	+	6619079	6619446	6619446	6619446	CR44913
chr2L	+	6623111	6625359	6623122	6625108	CG34345
chr2L	-	6625137	6632407	6625387	6632318	Oatp26F
chr2L	-	6632797	6648145	6634810	6646668	CG31635
chr2L	-	6632797	6649114	6634810	6646668	CG31635
chr2L	-	6634548	6648145	6634810	6646668	CG31635
chr2L	-	6634548	6649114	6634810	6646668	CG31635
chr2L	-	6635544	6648145	6635647	6646668	CG31635
chr2L	-	6635544	6649114	6635647	6646668	CG31635
chr2L	+	6649387	6654416	6649532	6654333	Tango1
chr2L	+	6649387	6654574	6649532	6654333	Tango1
chr2L	-	6654759	6656321	6654896	6656233	CG31633
chr2L	-	6656458	6657879	6656669	6657738	CG31636
chr2L	-	6656458	6658152	6656669	6657738	CG31636
chr2L	+	6658516	6662033	6658591	6661699	CG11070
chr2L	-	6662060	6663612	6662901	6663577	CG13771
chr2L	-	6662060	6663612	6662096	6663577	CG13771
chr2L	+	6663663	6674780	6674300	6674525	CG34310
chr2L	+	6663663	6674780	6664149	6674314	cup
chr2L	+	6663967	6674780	6674300	6674525	CG34310
chr2L	+	6663967	6674780	6664149	6674314	cup
chr2L	-	6666263	6668033	6666350	6667689	Galt
chr2L	-	6666288	6668033	6666350	6667689	Galt
chr2L	-	6671064	6673347	6671831	6673175	Spn27A
chr2L	-	6671778	6673347	6671831	6673175	Spn27A
chr2L	+	6673963	6674741	6674058	6674525	CG34310
chr2L	+	6673963	6674741	6674300	6674525	CG34310
chr2L	-	6674681	6676567	6674799	6676550	cort
chr2L	-	6674681	6676635	6674799	6676550	cort
chr2L	-	6676648	6677625	6676840	6677548	Nse1
chr2L	-	6676738	6677625	6676840	6677548	Nse1
chr2L	-	6677834	6684357	6679193	6683948	Nhe3
chr2L	-	6677834	6684357	6679064	6683948	Nhe3
chr2L	-	6677834	6684357	6678723	6683948	Nhe3
chr2L	-	6677834	6684364	6678146	6683948	Nhe3
chr2L	-	6679320	6683129	6679922	6682814	Nhe3
chr2L	-	6684841	6686712	6685066	6686494	CG11327
chr2L	-	6686790	6689336	6686924	6689062	Tsp
chr2L	-	6686790	6689393	6686924	6689062	Tsp
chr2L	-	6686790	6709086	6686924	6701834	Tsp
chr2L	-	6689624	6708602	6690050	6701834	Tsp
chr2L	-	6689624	6709086	6690050	6701834	Tsp
chr2L	-	6711285	6716186	6712342	6714691	AkhR
chr2L	-	6711285	6716186	6711702	6714691	AkhR
chr2L	+	6717624	6719389	6717710	6719239	Aatf
chr2L	-	6719393	6723359	6721023	6723197	homer
chr2L	-	6719895	6722930	6721023	6722810	homer
chr2L	-	6720395	6723359	6721023	6723197	homer
chr2L	-	6720395	6723359	6720558	6723197	homer
chr2L	-	6720395	6723359	6721023	6723197	homer
chr2L	+	6723902	6731345	6724847	6730727	Liprin-alpha
chr2L	+	6723902	6731345	6724847	6730688	Liprin-alpha
chr2L	+	6723902	6731600	6724847	6730688	Liprin-alpha
chr2L	+	6723902	6732766	6724847	6730688	Liprin-alpha
chr2L	+	6732865	6736149	6733248	6735675	TTLL3B
chr2L	-	6736363	6740188	6736448	6740176	TTLL3A
chr2L	+	6742501	6755390	6743016	6755297	CG11221
chr2L	+	6742501	6756133	6743016	6755297	CG11221
chr2L	-	6744662	6745622	6744698	6745542	CG31910
chr2L	+	6744999	6745078	6745078	6745078	snoRNA:Me28S-G2743
chr2L	-	6747420	6747914	6747522	6747843	CG44271
chr2L	-	6757863	6759628	6758051	6759494	CG11322
chr2L	-	6759828	6770968	6760189	6770644	CG11321
chr2L	-	6759828	6772614	6760189	6770644	CG11321
chr2L	-	6759828	6772755	6760189	6770644	CG11321
chr2L	-	6767095	6770968	6767210	6770644	CG11321
chr2L	-	6767095	6772538	6767210	6770644	CG11321
chr2L	-	6767095	6772614	6767210	6770644	CG11321
chr2L	-	6769836	6770968	6769928	6770644	CG11321
chr2L	-	6769836	6772614	6769928	6770644	CG11321
chr2L	+	6774040	6778444	6774692	6777733	CG17378
chr2L	+	6775711	6777975	6775782	6777733	CG17378
chr2L	+	6775711	6778275	6775782	6777733	CG17378
chr2L	-	6778554	6786861	6779372	6786414	nrv1
chr2L	-	6778823	6786861	6779372	6786414	nrv1
chr2L	-	6789769	6794599	6790638	6793369	nrv2
chr2L	-	6789769	6796783	6790638	6796481	nrv2
chr2L	-	6789769	6798194	6790638	6796481	nrv2
chr2L	-	6789769	6798862	6790638	6796481	nrv2
chr2L	+	6799195	6799600	6799600	6799600	CR43610
chr2L	-	6799945	6800834	6800405	6800681	CG17376
chr2L	-	6799945	6800834	6800208	6800681	CG17376
chr2L	-	6799945	6800894	6800100	6800681	CG17376
chr2L	-	6801357	6802840	6801850	6802637	CG17377
chr2L	-	6801377	6802789	6801950	6802637	CG17377
chr2L	-	6801377	6802789	6801639	6802637	CG17377
chr2L	-	6801377	6802789	6801850	6802637	CG17377
chr2L	+	6803010	6804372	6803051	6804258	CG11236
chr2L	-	6804323	6805792	6804677	6805595	CG17375
chr2L	-	6804618	6805792	6804677	6805595	CG17375
chr2L	-	6804618	6805792	6804677	6805677	CG17375
chr2L	+	6812639	6813110	6813110	6813110	CR44081
chr2L	+	6821933	6838995	6822599	6838158	sens-2
chr2L	+	6822316	6838995	6822599	6838158	sens-2
chr2L	+	6852314	6853866	6852421	6853657	Rca1
chr2L	+	6854141	6860849	6854245	6860772	l(2)k09022
chr2L	-	6860904	6870389	6861033	6864340	Nha1
chr2L	-	6860920	6870389	6861033	6864427	Nha1
chr2L	-	6871334	6872536	6872536	6872536	CR44915
chr2L	+	6872713	6874198	6874198	6874198	CR44914
chr2L	+	6872713	6874378	6874378	6874378	CR44914
chr2L	+	6874899	6906656	6897427	6905992	Nlg2
chr2L	+	6896831	6906656	6897427	6905992	Nlg2
chr2L	+	6902061	6902152	6902152	6902152	mir-932
chr2L	-	6906665	6907844	6906917	6907777	CG13773
chr2L	+	6908082	6911057	6908165	6910892	Rat1
chr2L	+	6908082	6911423	6908165	6910892	Rat1
chr2L	-	6911089	6914138	6911700	6913927	Wee1
chr2L	-	6911342	6914138	6911700	6913927	Wee1
chr2L	-	6914300	6920210	6915042	6919942	x16
chr2L	-	6914380	6920210	6915042	6919942	x16
chr2L	-	6915580	6916445	6915682	6916387	CG32829
chr2L	-	6916752	6918743	6916897	6918611	nop5
chr2L	-	6917209	6917310	6917310	6917310	snoRNA:nop5-x16-a
chr2L	+	6920703	6926046	6923905	6925455	Hrb27C
chr2L	+	6920703	6926806	6923905	6925455	Hrb27C
chr2L	+	6920703	6932057	6923905	6925455	Hrb27C
chr2L	+	6920965	6926806	6923905	6925455	Hrb27C
chr2L	+	6921259	6926046	6923905	6925455	Hrb27C
chr2L	+	6921259	6928675	6923905	6925455	Hrb27C
chr2L	+	6921638	6926046	6923905	6925455	Hrb27C
chr2L	+	6921638	6932057	6923905	6925455	Hrb27C
chr2L	+	6932120	6932552	6932250	6932463	CG43232
chr2L	+	6932120	6932954	6932250	6932463	CG43232
chr2L	-	6932544	6942814	6932684	6940918	CG18304
chr2L	-	6943177	6945289	6944048	6944996	Fgop2
chr2L	-	6943739	6945289	6944048	6944996	Fgop2
chr2L	-	6949309	6950207	6949374	6950116	Gas41
chr2L	+	6950420	6954586	6950538	6954454	SA
chr2L	-	6954356	6956950	6954584	6956872	CG13775
chr2L	-	6954553	6956343	6954584	6956147	CG13775
chr2L	-	6954553	6956950	6954584	6956872	CG13775
chr2L	+	6957007	6959104	6957097	6959039	CG3430
chr2L	-	6959098	6960328	6959182	6960253	Atac1
chr2L	+	6960376	6961555	6960442	6961473	CG10399
chr2L	+	6960376	6961653	6960442	6961473	CG10399
chr2L	-	6961515	6963619	6961590	6963532	sip2
chr2L	-	6961515	6963656	6961590	6963532	sip2
chr2L	-	6961515	6963676	6961590	6963655	sip2
chr2L	-	6961515	6964074	6961590	6963817	sip2
chr2L	-	6961515	6964074	6961590	6963532	sip2
chr2L	+	6964420	6965812	6964518	6965691	Coprox
chr2L	+	6964420	6965887	6964518	6965691	Coprox
chr2L	-	6966779	6967590	6967027	6967300	smt3
chr2L	-	6966779	6967644	6967027	6967300	smt3
chr2L	-	6968710	6971737	6970115	6971462	snRNP-U1-70K
chr2L	-	6969824	6971737	6970115	6971462	snRNP-U1-70K
chr2L	-	6972827	7009909	6973476	6999856	uif
chr2L	-	6972827	7010359	6973476	6999856	uif
chr2L	+	6985960	6986750	6986750	6986750	CR44326
chr2L	+	7012261	7012803	7012326	7012524	CG43321
chr2L	+	7013395	7014737	7013495	7014645	CG43322
chr2L	-	7014622	7023898	7015085	7023705	ade3
chr2L	-	7014860	7023898	7015085	7023705	ade3
chr2L	-	7018086	7023898	7018144	7023705	ade3
chr2L	+	7021681	7022470	7021714	7022340	Pcp
chr2L	-	7024828	7027287	7025172	7026777	CG31908
chr2L	-	7024828	7027389	7025172	7026777	CG31908
chr2L	+	7027525	7028959	7027810	7028899	MME1
chr2L	-	7030492	7032606	7031433	7032105	Rab30
chr2L	-	7031234	7032606	7031433	7032105	Rab30
chr2L	+	7032720	7037613	7032964	7035089	Caper
chr2L	+	7032720	7037613	7032964	7037450	Caper
chr2L	+	7032720	7037613	7032964	7034498	Caper
chr2L	+	7032720	7037613	7032964	7034210	Caper
chr2L	+	7032720	7037878	7032964	7037450	Caper
chr2L	+	7032720	7037878	7032964	7034498	Caper
chr2L	+	7037822	7054847	7040605	7054556	milt
chr2L	+	7037822	7056010	7040605	7054556	milt
chr2L	+	7042358	7056010	7046409	7054556	milt
chr2L	+	7049271	7054847	7051392	7054556	milt
chr2L	+	7050367	7054847	7050580	7054556	milt
chr2L	+	7056300	7059294	7057406	7059255	Mnn1
chr2L	+	7056300	7062665	7057406	7061721	Mnn1
chr2L	+	7056300	7063586	7057406	7061721	Mnn1
chr2L	-	7059213	7060851	7059434	7060709	CG31907
chr2L	-	7059317	7060851	7059434	7060709	CG31907
chr2L	+	7063985	7064467	7064085	7064380	Sem1
chr2L	-	7064430	7065837	7064460	7065765	Nuf2
chr2L	+	7067982	7069546	7067982	7069542	CG11289
chr2L	-	7078894	7079399	7079399	7079399	CR44611
chr2L	+	7094514	7095248	7095248	7095248	CR46196
chr2L	-	7098187	7133527	7100092	7133395	Pvf3
chr2L	-	7098187	7157695	7100092	7156665	Pvf3
chr2L	-	7099691	7134069	7100092	7133395	Pvf3
chr2L	-	7099691	7157695	7100092	7156665	Pvf3
chr2L	+	7142303	7145263	7145263	7145263	CR44612
chr2L	-	7174367	7174790	7174790	7174790	CR44610
chr2L	+	7176036	7176624	7176624	7176624	CR46210
chr2L	-	7177878	7178171	7178171	7178171	CR44613
chr2L	+	7182233	7185519	7182346	7185292	CG4495
chr2L	+	7182233	7185529	7182346	7185292	CG4495
chr2L	-	7185460	7188068	7185828	7187636	CG4496
chr2L	-	7185479	7188068	7185828	7187636	CG4496
chr2L	-	7185479	7190010	7185828	7187636	CG4496
chr2L	-	7190430	7194413	7191401	7193363	CG4497
chr2L	-	7190430	7194588	7191401	7193363	CG4497
chr2L	-	7194907	7204264	7195555	7196674	CG4502
chr2L	-	7218650	7220033	7218852	7219111	CG13784
chr2L	-	7220368	7223081	7220532	7222980	ico
chr2L	+	7220566	7221093	7221093	7221093	CR44989
chr2L	-	7223327	7240503	7223628	7240210	Ndae1
chr2L	-	7223327	7249343	7223615	7237780	Ndae1
chr2L	-	7224199	7240503	7224850	7240210	Ndae1
chr2L	-	7226137	7240503	7226914	7240210	Ndae1
chr2L	-	7226137	7249343	7226914	7237780	Ndae1
chr2L	-	7226461	7240503	7226914	7240210	Ndae1
chr2L	-	7226461	7245430	7226914	7245050	Ndae1
chr2L	+	7227733	7228641	7227762	7228566	CG43799
chr2L	-	7232164	7232813	7232226	7232610	CG43800
chr2L	-	7232193	7232813	7232226	7232610	CG43800
chr2L	-	7250606	7252982	7250718	7252772	CG13786
chr2L	-	7255418	7277171	7256003	7276009	Wnt4
chr2L	-	7255847	7277171	7256003	7276009	Wnt4
chr2L	+	7257511	7258198	7257731	7258115	CG31909
chr2L	+	7307158	7316265	7307591	7315186	wg
chr2L	-	7328943	7329519	7329519	7329519	CR45304
chr2L	+	7363378	7377528	7364819	7377259	Wnt10
chr2L	-	7369645	7370503	7370503	7370503	CR44063
chr2L	+	7377701	7384344	7378400	7384187	ninaC
chr2L	+	7377735	7382432	7378400	7382339	ninaC
chr2L	+	7377735	7382776	7378400	7382339	ninaC
chr2L	+	7377735	7384344	7378400	7382339	ninaC
chr2L	-	7384485	7388253	7384886	7388103	CG5149
chr2L	+	7388507	7390902	7388675	7390828	gudu
chr2L	-	7390983	7395601	7391074	7392382	CG5160
chr2L	-	7390983	7398750	7391074	7392382	CG5160
chr2L	+	7401334	7404526	7401437	7404364	CG5171
chr2L	+	7402855	7404727	7403296	7404364	CG5171
chr2L	+	7402903	7404526	7403296	7404364	CG5171
chr2L	+	7403143	7404526	7403296	7404364	CG5171
chr2L	+	7404746	7404973	7404973	7404973	CR46205
chr2L	+	7405226	7408475	7405317	7408399	CG5177
chr2L	+	7405226	7408600	7405317	7408399	CG5177
chr2L	-	7408532	7409809	7409026	7409704	CG5181
chr2L	+	7410908	7412229	7410954	7411806	CG15818
chr2L	+	7412416	7417813	7412506	7417593	chm
chr2L	+	7412416	7422389	7412506	7421960	chm
chr2L	+	7412416	7422736	7412506	7421960	chm
chr2L	+	7423819	7425932	7425932	7425932	CR43857
chr2L	+	7425794	7425892	7425892	7425892	mir-275
chr2L	+	7425971	7426044	7426044	7426044	mir-305
chr2L	+	7426865	7430329	7427200	7429872	muc
chr2L	+	7427001	7430329	7427200	7429872	muc
chr2L	+	7427727	7430329	7428158	7429872	muc
chr2L	-	7430529	7433516	7430672	7433176	CG5958
chr2L	+	7437491	7445269	7443645	7444973	CG5973
chr2L	+	7437491	7445882	7443645	7444973	CG5973
chr2L	+	7440793	7445269	7443645	7444973	CG5973
chr2L	+	7440793	7445882	7443645	7444973	CG5973
chr2L	+	7443564	7445269	7443645	7444973	CG5973
chr2L	-	7445354	7451244	7445628	7447647	santa-maria
chr2L	-	7452519	7454212	7452540	7454169	Gr28a
chr2L	-	7454825	7456477	7455007	7456477	Gr28b
chr2L	-	7454825	7457371	7455007	7457371	Gr28b
chr2L	-	7454825	7458754	7455007	7458754	Gr28b
chr2L	-	7454825	7460642	7455007	7460571	Gr28b
chr2L	-	7454825	7462247	7455007	7462247	Gr28b
chr2L	+	7471343	7472493	7471545	7472205	CG6055
chr2L	-	7472512	7496307	7473645	7495608	Ziz
chr2L	-	7472512	7496307	7473110	7495608	Ziz
chr2L	-	7472512	7496307	7473645	7495608	Ziz
chr2L	+	7474703	7476493	7474906	7476448	CG6441
chr2L	+	7474703	7476952	7474906	7476839	CG6441
chr2L	-	7496790	7497365	7496897	7497329	Obp28a
chr2L	-	7497804	7530574	7499024	7529396	RapGAP1
chr2L	-	7497804	7544427	7499024	7544056	RapGAP1
chr2L	-	7497804	7576013	7499024	7568818	RapGAP1
chr2L	-	7497804	7576607	7499024	7568818	RapGAP1
chr2L	-	7497804	7578980	7499024	7578559	RapGAP1
chr2L	+	7519678	7520082	7520082	7520082	CR44082
chr2L	+	7567928	7568438	7568438	7568438	CR46063
chr2L	+	7581923	7583271	7581934	7583233	Spn28B
chr2L	+	7581923	7583333	7581934	7583233	Spn28B
chr2L	+	7604242	7604563	7604563	7604563	CR45370
chr2L	+	7605599	7607701	7605681	7607498	Cyp4d21
chr2L	+	7608388	7616533	7613404	7616326	CG6739
chr2L	+	7608388	7616533	7613404	7615578	CG6739
chr2L	+	7636112	7636608	7636608	7636608	CR44799
chr2L	+	7636950	7637324	7637324	7637324	CR44800
chr2L	-	7642004	7675078	7643526	7661703	Slob
chr2L	-	7642004	7675078	7643526	7662833	Slob
chr2L	-	7643444	7659567	7647226	7656100	Slob
chr2L	-	7643444	7659567	7643526	7656100	Slob
chr2L	-	7647052	7659567	7647226	7656100	Slob
chr2L	-	7647052	7675078	7647226	7661703	Slob
chr2L	+	7666046	7684537	7666076	7683905	Myo28B1
chr2L	+	7666046	7689459	7666076	7689415	Myo28B1
chr2L	+	7678718	7684537	7678896	7683905	Myo28B1
chr2L	+	7678718	7689459	7678896	7689415	Myo28B1
chr2L	-	7684481	7685341	7685341	7685341	CR44148
chr2L	-	7689310	7691061	7689446	7691043	CG18585
chr2L	-	7689375	7691061	7689446	7691043	CG18585
chr2L	-	7691108	7692683	7691154	7692669	CG7025
chr2L	+	7693029	7693821	7693142	7693568	CG43235
chr2L	-	7693726	7701601	7693907	7701421	Tep2
chr2L	-	7693811	7701601	7693907	7701421	Tep2
chr2L	+	7702804	7710690	7703146	7710514	Tep3
chr2L	-	7708099	7710456	7710456	7710456	CR44990
chr2L	+	7710879	7713991	7711025	7713841	Ntl
chr2L	+	7711486	7713991	7711567	7713841	Ntl
chr2L	-	7713997	7716645	7714096	7716553	CG33296
chr2L	-	7714068	7716645	7714096	7716553	CG33296
chr2L	-	7716973	7719487	7717051	7719390	CG13793
chr2L	-	7719846	7722823	7719907	7722645	CG13794
chr2L	-	7723044	7726298	7723555	7726095	CG13795
chr2L	-	7723309	7726298	7723555	7726095	CG13795
chr2L	+	7724575	7724976	7724976	7724976	CR46074
chr2L	-	7727156	7732670	7727496	7730558	CG13796
chr2L	-	7734414	7738809	7734663	7736698	CG31904
chr2L	-	7740561	7741537	7740955	7741481	Acp1
chr2L	-	7743681	7744839	7744207	7744753	CG7214
chr2L	+	7747274	7747874	7747380	7747757	ATPsynGL
chr2L	-	7752169	7753153	7752430	7753107	CG7203
chr2L	-	7752169	7753186	7752430	7753107	CG7203
chr2L	+	7753182	7753383	7753383	7753383	CR45718
chr2L	+	7754173	7765716	7754334	7765366	CG46025
chr2L	+	7754173	7765915	7754334	7765366	CG46025
chr2L	+	7756221	7765915	7756316	7765366	CG46025
chr2L	+	7764300	7765716	7764610	7765366	CG46025
chr2L	+	7767627	7775033	7771319	7774396	CG7191
chr2L	-	7775803	7778029	7775894	7777985	CG7179
chr2L	+	7780084	7781415	7780117	7781245	Uro
chr2L	+	7781464	7782550	7781634	7782540	CG7164
chr2L	+	7781464	7782760	7781634	7782540	CG7164
chr2L	+	7782864	7786061	7782990	7785939	CG7154
chr2L	-	7786159	7790557	7786899	7790078	CG7149
chr2L	-	7786159	7790557	7786337	7790078	CG7149
chr2L	-	7791174	7795959	7791757	7795834	LKRSDH
chr2L	-	7791405	7795959	7791757	7795834	LKRSDH
chr2L	+	7795848	7796260	7796260	7796260	CR44825
chr2L	-	7796313	7800058	7796929	7799512	Herp
chr2L	-	7796545	7799847	7796929	7799512	Herp
chr2L	+	7800146	7801575	7800502	7801511	r2d2
chr2L	+	7800146	7802098	7800502	7801511	r2d2
chr2L	+	7800381	7801575	7800502	7801511	r2d2
chr2L	-	7801667	7810703	7802486	7807044	cdc14
chr2L	-	7802414	7810703	7802486	7807044	cdc14
chr2L	-	7802414	7810703	7803706	7807044	cdc14
chr2L	-	7802414	7810703	7803027	7807044	cdc14
chr2L	-	7803924	7810703	7804566	7807044	cdc14
chr2L	+	7811437	7820771	7814947	7820390	LanB1
chr2L	+	7814353	7820771	7814947	7820390	LanB1
chr2L	-	7821033	7821343	7821343	7821343	CR45008
chr2L	+	7821150	7825350	7821268	7824883	CG7115
chr2L	+	7821534	7825350	7822723	7824883	CG7115
chr2L	-	7825346	7827246	7825700	7827169	Rack1
chr2L	-	7825628	7827246	7826760	7827169	Rack1
chr2L	-	7825628	7827246	7825700	7827169	Rack1
chr2L	-	7825628	7827315	7825700	7827169	Rack1
chr2L	+	7827649	7833576	7828051	7831806	mts
chr2L	+	7827792	7832124	7828051	7831806	mts
chr2L	+	7827792	7832668	7828051	7831806	mts
chr2L	+	7840451	7841262	7840538	7841150	CG14537
chr2L	-	7844904	7855255	7846817	7853301	CG14535
chr2L	-	7844904	7855475	7846817	7853301	CG14535
chr2L	+	7857076	7858136	7857120	7857878	lectin-28C
chr2L	+	7857076	7860120	7857120	7857878	lectin-28C
chr2L	-	7857956	7860839	7858569	7860700	TwdlE
chr2L	-	7864641	7871341	7865903	7870443	Proc
chr2L	-	7864641	7871432	7865903	7870443	Proc
chr2L	-	7871977	7872367	7872367	7872367	CR45364
chr2L	-	7873494	7879552	7873804	7879146	spz3
chr2L	-	7883281	7887513	7883536	7887052	CG7102
chr2L	-	7883470	7887513	7883536	7887052	CG7102
chr2L	-	7884929	7885450	7885058	7885343	SmE
chr2L	+	7885502	7886109	7885648	7885975	CG34132
chr2L	-	7887692	7889129	7887790	7889112	Spn28Da
chr2L	-	7889287	7890594	7889370	7890530	Spn28Db
chr2L	-	7891186	7984196	7894084	7976190	Snoo
chr2L	-	7892324	7977963	7894084	7976190	Snoo
chr2L	-	7892324	7984196	7894084	7976190	Snoo
chr2L	-	7893430	7977065	7894084	7976190	Snoo
chr2L	+	7983945	7986785	7984767	7986705	CG7231
chr2L	+	7985274	7986785	7985674	7986705	CG7231
chr2L	+	7985282	7986785	7985674	7986705	CG7231
chr2L	-	7986785	7994184	7987876	7991480	pes
chr2L	-	7987112	7991580	7987876	7991480	pes
chr2L	-	7987112	7993216	7987876	7991480	pes
chr2L	-	7987112	7993577	7987876	7991480	pes
chr2L	-	7987112	7994184	7987876	7991480	pes
chr2L	-	7990963	7991580	7991118	7991480	pes
chr2L	+	7998868	7999676	7999112	7999550	Sirup
chr2L	+	7998945	7999676	7999112	7999550	Sirup
chr2L	-	7999669	8004286	7999843	8004188	Wwox
chr2L	-	8004547	8007210	8004650	8007132	Spn28Dc
chr2L	-	8008301	8009477	8008441	8009459	CG12560
chr2L	-	8008320	8009477	8008441	8009459	CG12560
chr2L	-	8009602	8010652	8009624	8010635	CG34010
chr2L	+	8011404	8026898	8011744	8026772	Tg
chr2L	+	8012771	8026849	8012988	8026772	Tg
chr2L	-	8026913	8028379	8027008	8028379	CG7367
chr2L	-	8026913	8039788	8027008	8028691	CG7367
chr2L	+	8029461	8030150	8029607	8029962	baf
chr2L	+	8029461	8030565	8029607	8029962	baf
chr2L	+	8030720	8038453	8032257	8038201	Cka
chr2L	+	8030720	8038498	8032257	8038201	Cka
chr2L	+	8030720	8040826	8032257	8038201	Cka
chr2L	+	8030722	8038498	8032257	8038201	Cka
chr2L	+	8031009	8038498	8032257	8038201	Cka
chr2L	+	8031009	8040826	8032257	8038201	Cka
chr2L	+	8041105	8041879	8041148	8041798	CCDC53
chr2L	-	8041872	8042909	8041987	8042825	RpL36A
chr2L	-	8041879	8042859	8041987	8042825	RpL36A
chr2L	-	8042188	8042350	8042350	8042350	snoRNA:Psi28S-2648
chr2L	+	8043470	8054326	8043714	8053048	CG7466
chr2L	-	8054321	8071624	8054510	8071566	poe
chr2L	-	8054379	8071624	8054510	8071566	poe
chr2L	-	8071811	8072848	8071954	8072761	MED20
chr2L	-	8071811	8072848	8072002	8072761	MED20
chr2L	+	8072894	8073948	8072970	8073716	Trf
chr2L	-	8074116	8082982	8074955	8080610	Mcr
chr2L	+	8082858	8083107	8083107	8083107	CR45257
chr2L	+	8083419	8109458	8089663	8107884	Bsg
chr2L	+	8083419	8116531	8089663	8107884	Bsg
chr2L	+	8088303	8109458	8089663	8107884	Bsg
chr2L	+	8088303	8116531	8089663	8109303	Bsg
chr2L	+	8088303	8116531	8089663	8107884	Bsg
chr2L	+	8088303	8116531	8089663	8110508	Bsg
chr2L	+	8089102	8109458	8089663	8107884	Bsg
chr2L	-	8116964	8124010	8117519	8123814	mon2
chr2L	-	8117291	8124010	8117519	8123814	mon2
chr2L	+	8124328	8125799	8124391	8125721	CG8673
chr2L	+	8127000	8133989	8131425	8133643	CG8668
chr2L	-	8134246	8155905	8134622	8136933	PAPLA1
chr2L	-	8134246	8156750	8134622	8136933	PAPLA1
chr2L	-	8134246	8159575	8134622	8159432	PAPLA1
chr2L	-	8134246	8159638	8134622	8159432	PAPLA1
chr2L	-	8141539	8141662	8141662	8141662	mir-4984
chr2L	-	8143400	8144047	8143487	8144027	CG42762
