Paste_locus	class
chr2R_24969177_24970177	start
chr2R_24969310_24970310	start
chr2R_24972930_24973930	start
chr2R_25011561_25012561	start
chr2R_25183127_25184127	start
chr2R_25226110_25227110	start
chr2R_25245966_25246966	start
chr2R_25252813_25253813	start
chr3L_8371904_8372904	start
chr3L_16765571_16766571	start
chr3L_7338765_7339765	start
chr3L_7338963_7339963	start
chr3L_9429811_9430811	start
chr3L_9435035_9436035	start
chr3L_12580171_12581171	start
chr3L_14672338_14673338	start
chr3L_391505_392505	start
chr3L_433582_434582	start
chr3L_433798_434798	start
chr3L_442078_443078	start
chr3L_653862_654862	start
chr3L_1306723_1307723	start
chr3L_1307047_1308047	start
chr3L_1342218_1343218	start
chr3L_1568680_1569680	start
chr3L_2466360_2467360	start
chr3L_2482758_2483758	start
chr3L_2488303_2489303	start
chr3L_2489719_2490719	start
chr3L_5630482_5631482	start
chr3L_5766516_5767516	start
chr3L_5897137_5898137	start
chr3L_6400089_6401089	start
chr3L_6550237_6551237	start
chr3L_6550238_6551238	start
chr3L_7592590_7593590	start
chr3L_7978545_7979545	start
chr3L_8124826_8125826	start
chr3L_8518384_8519384	start
chr3L_8765941_8766941	start
chr3L_8911998_8912998	start
chr3L_8912041_8913041	start
chr3L_9040874_9041874	start
chr3L_9041328_9042328	start
chr3L_9546719_9547719	start
chr3L_9697835_9698835	start
chr3L_9821167_9822167	start
chr3L_9828921_9829921	start
chr3L_9974150_9975150	start
chr3L_10219984_10220984	start
chr3L_10326264_10327264	start
chr3L_10331960_10332960	start
chr3L_11135548_11136548	start
chr3L_11795113_11796113	start
chr3L_13228191_13229191	start
chr3L_13486296_13487296	start
chr3L_13495126_13496126	start
chr3L_14273842_14274842	start
chr3L_14412327_14413327	start
chr3L_14412490_14413490	start
chr3L_14804635_14805635	start
chr3L_15987735_15988735	start
chr3L_16381271_16382271	start
chr3L_16864794_16865794	start
chr3L_16886605_16887605	start
chr3L_16890725_16891725	start
chr3L_17428435_17429435	start
chr3L_21226108_21227108	start
chr3L_22276863_22277863	start
chr3L_22276874_22277874	start
chr3L_65929_66929	start
chr3L_68637_69637	start
chr3L_70350_71350	start
chr3L_73444_74444	start
chr3L_131311_132311	start
chr3L_140565_141565	start
chr3L_140754_141754	start
chr3L_141055_142055	start
chr3L_145932_146932	start
chr3L_157317_158317	start
chr3L_160303_161303	start
chr3L_175805_176805	start
chr3L_176001_177001	start
chr3L_184125_185125	start
chr3L_205633_206633	start
chr3L_211135_212135	start
chr3L_223351_224351	start
chr3L_223605_224605	start
chr3L_246990_247990	start
chr3L_257675_258675	start
chr3L_257849_258849	start
chr3L_257905_258905	start
chr3L_264278_265278	start
chr3L_265094_266094	start
chr3L_266798_267798	start
chr3L_267263_268263	start
chr3L_270699_271699	start
chr3L_270919_271919	start
chr3L_271137_272137	start
chr3L_276936_277936	start
chr3L_292191_293191	start
chr3L_297301_298301	start
chr3L_320732_321732	start
chr3L_324484_325484	start
chr3L_327596_328596	start
chr3L_329321_330321	start
chr3L_332300_333300	start
chr3L_342877_343877	start
chr3L_346958_347958	start
chr3L_360971_361971	start
chr3L_365163_366163	start
chr3L_393093_394093	start
chr3L_432645_433645	start
chr3L_434354_435354	start
chr3L_499513_500513	start
chr3L_526731_527731	start
chr3L_527170_528170	start
chr3L_540350_541350	start
chr3L_540437_541437	start
chr3L_541621_542621	start
chr3L_542559_543559	start
chr3L_545558_546558	start
chr3L_549796_550796	start
chr3L_552715_553715	start
chr3L_580836_581836	start
chr3L_582323_583323	start
chr3L_592745_593745	start
chr3L_604664_605664	start
chr3L_608678_609678	start
chr3L_615126_616126	start
chr3L_620194_621194	start
chr3L_627934_628934	start
chr3L_627969_628969	start
chr3L_648054_649054	start
chr3L_648273_649273	start
chr3L_652486_653486	start
chr3L_679935_680935	start
chr3L_680161_681161	start
chr3L_682384_683384	start
chr3L_685441_686441	start
chr3L_690016_691016	start
chr3L_692582_693582	start
chr3L_704829_705829	start
chr3L_705447_706447	start
chr3L_708100_709100	start
chr3L_708157_709157	start
chr3L_710319_711319	start
chr3L_713715_714715	start
chr3L_736551_737551	start
chr3L_737179_738179	start
chr3L_748899_749899	start
chr3L_802926_803926	start
chr3L_812799_813799	start
chr3L_820258_821258	start
chr3L_826219_827219	start
chr3L_827036_828036	start
chr3L_827263_828263	start
chr3L_829421_830421	start
chr3L_829936_830936	start
chr3L_831369_832369	start
chr3L_832561_833561	start
chr3L_833592_834592	start
chr3L_837360_838360	start
chr3L_839479_840479	start
chr3L_840950_841950	start
chr3L_850845_851845	start
chr3L_865999_866999	start
chr3L_871398_872398	start
chr3L_872410_873410	start
chr3L_887517_888517	start
chr3L_895450_896450	start
chr3L_896879_897879	start
chr3L_959159_960159	start
chr3L_995481_996481	start
chr3L_1034196_1035196	start
chr3L_1034684_1035684	start
chr3L_1139928_1140928	start
chr3L_1189087_1190087	start
chr3L_1195816_1196816	start
chr3L_1206870_1207870	start
chr3L_1207919_1208919	start
chr3L_1217581_1218581	start
chr3L_1227246_1228246	start
chr3L_1233629_1234629	start
chr3L_1236632_1237632	start
chr3L_1246485_1247485	start
chr3L_1247316_1248316	start
chr3L_1247519_1248519	start
chr3L_1255948_1256948	start
chr3L_1265215_1266215	start
chr3L_1295412_1296412	start
chr3L_1298171_1299171	start
chr3L_1300378_1301378	start
chr3L_1300465_1301465	start
chr3L_1302443_1303443	start
chr3L_1311218_1312218	start
chr3L_1313195_1314195	start
chr3L_1317979_1318979	start
chr3L_1320528_1321528	start
chr3L_1321291_1322291	start
chr3L_1329448_1330448	start
chr3L_1331243_1332243	start
chr3L_1331806_1332806	start
chr3L_1332738_1333738	start
chr3L_1334388_1335388	start
chr3L_1341992_1342992	start
chr3L_1350615_1351615	start
chr3L_1370127_1371127	start
chr3L_1398085_1399085	start
chr3L_1415730_1416730	start
chr3L_1420698_1421698	start
chr3L_1460202_1461202	start
chr3L_1463310_1464310	start
chr3L_1470349_1471349	start
chr3L_1488238_1489238	start
chr3L_1488405_1489405	start
chr3L_1498371_1499371	start
chr3L_1502342_1503342	start
chr3L_1502725_1503725	start
chr3L_1516999_1517999	start
chr3L_1517099_1518099	start
chr3L_1517350_1518350	start
chr3L_1536636_1537636	start
chr3L_1536925_1537925	start
chr3L_1544327_1545327	start
chr3L_1545591_1546591	start
chr3L_1546831_1547831	start
chr3L_1548947_1549947	start
chr3L_1549379_1550379	start
chr3L_1557727_1558727	start
chr3L_1558281_1559281	start
chr3L_1576198_1577198	start
chr3L_1586193_1587193	start
chr3L_1602453_1603453	start
chr3L_1616984_1617984	start
chr3L_1617913_1618913	start
chr3L_1639210_1640210	start
chr3L_1640565_1641565	start
chr3L_1644966_1645966	start
chr3L_1645430_1646430	start
chr3L_1652249_1653249	start
chr3L_1652504_1653504	start
chr3L_1653746_1654746	start
chr3L_1664637_1665637	start
chr3L_1665787_1666787	start
chr3L_1665936_1666936	start
chr3L_1666164_1667164	start
chr3L_1666691_1667691	start
chr3L_1668400_1669400	start
chr3L_1669906_1670906	start
chr3L_2462360_2463360	start
chr3L_2474166_2475166	start
chr3L_2490099_2491099	start
chr3L_2494037_2495037	start
chr3L_2506070_2507070	start
chr3L_2554346_2555346	start
chr3L_2586955_2587955	start
chr3L_2588913_2589913	start
chr3L_2596466_2597466	start
chr3L_2598796_2599796	start
chr3L_2629333_2630333	start
chr3L_2631214_2632214	start
chr3L_2631774_2632774	start
chr3L_2635261_2636261	start
chr3L_2651587_2652587	start
chr3L_2766498_2767498	start
chr3L_2772059_2773059	start
chr3L_2773837_2774837	start
chr3L_2780398_2781398	start
chr3L_2781754_2782754	start
chr3L_5356363_5357363	start
chr3L_5359710_5360710	start
chr3L_5365954_5366954	start
chr3L_5366840_5367840	start
chr3L_5511920_5512920	start
chr3L_5533467_5534467	start
chr3L_5534236_5535236	start
chr3L_5561200_5562200	start
chr3L_5561282_5562282	start
chr3L_5563273_5564273	start
chr3L_5564730_5565730	start
chr3L_5583168_5584168	start
chr3L_5592240_5593240	start
chr3L_5604289_5605289	start
chr3L_5752472_5753472	start
chr3L_5761462_5762462	start
chr3L_5761526_5762526	start
chr3L_5762359_5763359	start
chr3L_5762844_5763844	start
chr3L_5763445_5764445	start
chr3L_5763612_5764612	start
chr3L_5763757_5764757	start
chr3L_5764360_5765360	start
chr3L_5765345_5766345	start
chr3L_5766820_5767820	start
chr3L_5768622_5769622	start
chr3L_5770664_5771664	start
chr3L_5770719_5771719	start
chr3L_5775823_5776823	start
chr3L_5776975_5777975	start
chr3L_5779550_5780550	start
chr3L_5779601_5780601	start
chr3L_5779763_5780763	start
chr3L_5781036_5782036	start
chr3L_5789330_5790330	start
chr3L_5789691_5790691	start
chr3L_5793904_5794904	start
chr3L_5802532_5803532	start
chr3L_5803163_5804163	start
chr3L_5810472_5811472	start
chr3L_5811634_5812634	start
chr3L_5812837_5813837	start
chr3L_5813190_5814190	start
chr3L_5872810_5873810	start
chr3L_5895190_5896190	start
chr3L_5900334_5901334	start
chr3L_5902386_5903386	start
chr3L_5926370_5927370	start
chr3L_5927281_5928281	start
chr3L_5927915_5928915	start
chr3L_5932535_5933535	start
chr3L_5967044_5968044	start
chr3L_6054635_6055635	start
chr3L_6065795_6066795	start
chr3L_6072989_6073989	start
chr3L_6075035_6076035	start
chr3L_6076221_6077221	start
chr3L_6094486_6095486	start
chr3L_6124904_6125904	start
chr3L_6129885_6130885	start
chr3L_6141402_6142402	start
chr3L_6142894_6143894	start
chr3L_6154213_6155213	start
chr3L_6173747_6174747	start
chr3L_6181675_6182675	start
chr3L_6184688_6185688	start
chr3L_6184829_6185829	start
chr3L_6185329_6186329	start
chr3L_6189244_6190244	start
chr3L_6220077_6221077	start
chr3L_6232990_6233990	start
chr3L_6256922_6257922	start
chr3L_6262507_6263507	start
chr3L_6302246_6303246	start
chr3L_6369472_6370472	start
chr3L_6376205_6377205	start
chr3L_6488180_6489180	start
chr3L_6495179_6496179	start
chr3L_6605678_6606678	start
chr3L_6724401_6725401	start
chr3L_6743925_6744925	start
chr3L_6752412_6753412	start
chr3L_6752567_6753567	start
chr3L_6756128_6757128	start
chr3L_6789657_6790657	start
chr3L_6936066_6937066	start
chr3L_6955490_6956490	start
chr3L_6955593_6956593	start
chr3L_6955650_6956650	start
chr3L_6957845_6958845	start
chr3L_6964759_6965759	start
chr3L_6969157_6970157	start
chr3L_6971078_6972078	start
chr3L_6975821_6976821	start
chr3L_6980711_6981711	start
chr3L_6998342_6999342	start
chr3L_7326024_7327024	start
chr3L_7328631_7329631	start
chr3L_7333043_7334043	start
chr3L_7334941_7335941	start
chr3L_7341383_7342383	start
chr3L_7345197_7346197	start
chr3L_7347812_7348812	start
chr3L_7356774_7357774	start
chr3L_7360060_7361060	start
chr3L_7361138_7362138	start
chr3L_7369342_7370342	start
chr3L_7369839_7370839	start
chr3L_7370299_7371299	start
chr3L_7381113_7382113	start
chr3L_7381348_7382348	start
chr3L_7390241_7391241	start
chr3L_7390576_7391576	start
chr3L_7432261_7433261	start
chr3L_7433391_7434391	start
chr3L_7450352_7451352	start
chr3L_7510441_7511441	start
chr3L_7510485_7511485	start
chr3L_7518496_7519496	start
chr3L_7528279_7529279	start
chr3L_7532625_7533625	start
chr3L_7539768_7540768	start
chr3L_7604534_7605534	start
chr3L_7629490_7630490	start
chr3L_7632948_7633948	start
chr3L_7639216_7640216	start
chr3L_7639310_7640310	start
chr3L_7640297_7641297	start
chr3L_7718849_7719849	start
chr3L_7719398_7720398	start
chr3L_7721304_7722304	start
chr3L_7810957_7811957	start
chr3L_7811414_7812414	start
chr3L_7868541_7869541	start
chr3L_7911962_7912962	start
chr3L_7913163_7914163	start
chr3L_7914936_7915936	start
chr3L_7935872_7936872	start
chr3L_7947685_7948685	start
chr3L_7970087_7971087	start
chr3L_7974937_7975937	start
chr3L_7975905_7976905	start
chr3L_8055300_8056300	start
chr3L_8057000_8058000	start
chr3L_8063373_8064373	start
chr3L_8067912_8068912	start
chr3L_8073805_8074805	start
chr3L_8076891_8077891	start
chr3L_8081423_8082423	start
chr3L_8109867_8110867	start
chr3L_8110606_8111606	start
chr3L_8115678_8116678	start
chr3L_8121326_8122326	start
chr3L_8124083_8125083	start
chr3L_8127261_8128261	start
chr3L_8127553_8128553	start
chr3L_8137307_8138307	start
chr3L_8154180_8155180	start
chr3L_8175634_8176634	start
chr3L_8180422_8181422	start
chr3L_8186356_8187356	start
chr3L_8186494_8187494	start
chr3L_8197706_8198706	start
chr3L_8217731_8218731	start
chr3L_8217859_8218859	start
chr3L_8289785_8290785	start
chr3L_8296668_8297668	start
chr3L_8299563_8300563	start
chr3L_8308850_8309850	start
chr3L_8318041_8319041	start
chr3L_8320262_8321262	start
chr3L_8338550_8339550	start
chr3L_8339813_8340813	start
chr3L_8340284_8341284	start
chr3L_8346060_8347060	start
chr3L_8391039_8392039	start
chr3L_8404953_8405953	start
chr3L_8404974_8405974	start
chr3L_8411350_8412350	start
chr3L_8424453_8425453	start
chr3L_8449421_8450421	start
chr3L_8450147_8451147	start
chr3L_8506968_8507968	start
chr3L_8509502_8510502	start
chr3L_8513373_8514373	start
chr3L_8520051_8521051	start
chr3L_8520928_8521928	start
chr3L_8524743_8525743	start
chr3L_8528211_8529211	start
chr3L_8534476_8535476	start
chr3L_8544500_8545500	start
chr3L_8546174_8547174	start
chr3L_8559667_8560667	start
chr3L_8589689_8590689	start
chr3L_8601447_8602447	start
chr3L_8601910_8602910	start
chr3L_8604156_8605156	start
chr3L_8644415_8645415	start
chr3L_8675258_8676258	start
chr3L_8675454_8676454	start
chr3L_8692202_8693202	start
chr3L_8718448_8719448	start
chr3L_8718599_8719599	start
chr3L_8720823_8721823	start
chr3L_8721001_8722001	start
chr3L_8748638_8749638	start
chr3L_8798229_8799229	start
chr3L_8807100_8808100	start
chr3L_8827004_8828004	start
chr3L_8887644_8888644	start
chr3L_8891055_8892055	start
chr3L_8891095_8892095	start
chr3L_8914732_8915732	start
chr3L_8954520_8955520	start
chr3L_8956290_8957290	start
chr3L_8958356_8959356	start
chr3L_8964411_8965411	start
chr3L_8966328_8967328	start
chr3L_8968027_8969027	start
chr3L_8974545_8975545	start
chr3L_8986209_8987209	start
chr3L_8997683_8998683	start
chr3L_9004695_9005695	start
chr3L_9008123_9009123	start
chr3L_9046938_9047938	start
chr3L_9072604_9073604	start
chr3L_9134059_9135059	start
chr3L_9134266_9135266	start
chr3L_9135208_9136208	start
chr3L_9335188_9336188	start
chr3L_9335553_9336553	start
chr3L_9335554_9336554	start
chr3L_9339937_9340937	start
chr3L_9339953_9340953	start
chr3L_9349108_9350108	start
chr3L_9358498_9359498	start
chr3L_9359815_9360815	start
chr3L_9363849_9364849	start
chr3L_9366876_9367876	start
chr3L_9372221_9373221	start
chr3L_9372430_9373430	start
chr3L_9373496_9374496	start
chr3L_9377301_9378301	start
chr3L_9377659_9378659	start
chr3L_9379858_9380858	start
chr3L_9381381_9382381	start
chr3L_9383562_9384562	start
chr3L_9399117_9400117	start
chr3L_9410537_9411537	start
chr3L_9426509_9427509	start
chr3L_9428873_9429873	start
chr3L_9446363_9447363	start
chr3L_9455817_9456817	start
chr3L_9457411_9458411	start
chr3L_9460549_9461549	start
chr3L_9462106_9463106	start
chr3L_9476537_9477537	start
chr3L_9487549_9488549	start
chr3L_9509292_9510292	start
chr3L_9509389_9510389	start
chr3L_9509516_9510516	start
chr3L_9510219_9511219	start
chr3L_9511507_9512507	start
chr3L_9528566_9529566	start
chr3L_9615459_9616459	start
chr3L_9694542_9695542	start
chr3L_9713823_9714823	start
chr3L_9718827_9719827	start
chr3L_9722922_9723922	start
chr3L_9726394_9727394	start
chr3L_9729498_9730498	start
chr3L_9733158_9734158	start
chr3L_9733511_9734511	start
chr3L_9763043_9764043	start
chr3L_9836579_9837579	start
chr3L_9838592_9839592	start
chr3L_9859716_9860716	start
chr3L_9864138_9865138	start
chr3L_9878484_9879484	start
chr3L_9888261_9889261	start
chr3L_9888603_9889603	start
chr3L_9892687_9893687	start
chr3L_9893380_9894380	start
chr3L_9898202_9899202	start
chr3L_9898740_9899740	start
chr3L_9967978_9968978	start
chr3L_9971811_9972811	start
chr3L_9972255_9973255	start
chr3L_10089669_10090669	start
chr3L_10218003_10219003	start
chr3L_10219982_10220982	start
chr3L_10363518_10364518	start
chr3L_10385949_10386949	start
chr3L_10410371_10411371	start
chr3L_10411406_10412406	start
chr3L_10458580_10459580	start
chr3L_10459120_10460120	start
chr3L_10515502_10516502	start
chr3L_10557664_10558664	start
chr3L_10630578_10631578	start
chr3L_10630841_10631841	start
chr3L_10634074_10635074	start
chr3L_10637645_10638645	start
chr3L_10660974_10661974	start
chr3L_10662875_10663875	start
chr3L_10664238_10665238	start
chr3L_10690523_10691523	start
chr3L_10692029_10693029	start
chr3L_10692075_10693075	start
chr3L_10692683_10693683	start
chr3L_10693859_10694859	start
chr3L_10771424_10772424	start
chr3L_10784089_10785089	start
chr3L_10788833_10789833	start
chr3L_10797125_10798125	start
chr3L_10803496_10804496	start
chr3L_10804713_10805713	start
chr3L_10849569_10850569	start
chr3L_10857388_10858388	start
chr3L_10857903_10858903	start
chr3L_10878584_10879584	start
chr3L_10882389_10883389	start
chr3L_10891213_10892213	start
chr3L_10958730_10959730	start
chr3L_10977510_10978510	start
chr3L_11000908_11001908	start
chr3L_11034301_11035301	start
chr3L_11061070_11062070	start
chr3L_11061630_11062630	start
chr3L_11062225_11063225	start
chr3L_11064490_11065490	start
chr3L_11070025_11071025	start
chr3L_11070063_11071063	start
chr3L_11074268_11075268	start
chr3L_11092870_11093870	start
chr3L_11113668_11114668	start
chr3L_11113769_11114769	start
chr3L_11120346_11121346	start
chr3L_11122847_11123847	start
chr3L_11164470_11165470	start
chr3L_11169316_11170316	start
chr3L_11169573_11170573	start
chr3L_11197665_11198665	start
chr3L_11205921_11206921	start
chr3L_11210285_11211285	start
chr3L_11214004_11215004	start
chr3L_11215278_11216278	start
chr3L_11236801_11237801	start
chr3L_11246384_11247384	start
chr3L_11246452_11247452	start
chr3L_11246903_11247903	start
chr3L_11247628_11248628	start
chr3L_11251806_11252806	start
chr3L_11284230_11285230	start
chr3L_11322855_11323855	start
chr3L_11323020_11324020	start
chr3L_11323825_11324825	start
chr3L_11364182_11365182	start
chr3L_11382307_11383307	start
chr3L_11443971_11444971	start
chr3L_11487049_11488049	start
chr3L_11552038_11553038	start
chr3L_11561495_11562495	start
chr3L_11562172_11563172	start
chr3L_11562236_11563236	start
chr3L_11609634_11610634	start
chr3L_11625940_11626940	start
chr3L_11627536_11628536	start
chr3L_11627716_11628716	start
chr3L_11629004_11630004	start
chr3L_11630891_11631891	start
chr3L_11632204_11633204	start
chr3L_11648255_11649255	start
chr3L_11681537_11682537	start
chr3L_11683479_11684479	start
chr3L_11686843_11687843	start
chr3L_11691070_11692070	start
chr3L_11691146_11692146	start
chr3L_11696625_11697625	start
chr3L_11708478_11709478	start
chr3L_11710006_11711006	start
chr3L_11711728_11712728	start
chr3L_11720433_11721433	start
chr3L_11766798_11767798	start
chr3L_11772511_11773511	start
chr3L_11776572_11777572	start
chr3L_11789711_11790711	start
chr3L_11793013_11794013	start
chr3L_11814943_11815943	start
chr3L_11819837_11820837	start
chr3L_11822350_11823350	start
chr3L_11822483_11823483	start
chr3L_11823706_11824706	start
chr3L_11927192_11928192	start
chr3L_11945592_11946592	start
chr3L_11992773_11993773	start
chr3L_12002654_12003654	start
chr3L_12027300_12028300	start
chr3L_12067069_12068069	start
chr3L_12115600_12116600	start
chr3L_12117756_12118756	start
chr3L_12119518_12120518	start
chr3L_12128892_12129892	start
chr3L_12131645_12132645	start
chr3L_12131954_12132954	start
chr3L_12138367_12139367	start
chr3L_12138451_12139451	start
chr3L_12146018_12147018	start
chr3L_12148772_12149772	start
chr3L_12179375_12180375	start
chr3L_12205737_12206737	start
chr3L_12267027_12268027	start
chr3L_12277154_12278154	start
chr3L_12277725_12278725	start
chr3L_12328731_12329731	start
chr3L_12336175_12337175	start
chr3L_12399038_12400038	start
chr3L_12414525_12415525	start
chr3L_12468571_12469571	start
chr3L_12471227_12472227	start
chr3L_12485189_12486189	start
chr3L_12489793_12490793	start
chr3L_12501012_12502012	start
chr3L_12503791_12504791	start
chr3L_12505263_12506263	start
chr3L_12514104_12515104	start
chr3L_12514558_12515558	start
chr3L_12523486_12524486	start
chr3L_12523926_12524926	start
chr3L_12524592_12525592	start
chr3L_12526714_12527714	start
chr3L_12529935_12530935	start
chr3L_12533495_12534495	start
chr3L_12533537_12534537	start
chr3L_12534089_12535089	start
chr3L_12534925_12535925	start
chr3L_12541209_12542209	start
chr3L_12541646_12542646	start
chr3L_12609130_12610130	start
chr3L_12627433_12628433	start
chr3L_12648406_12649406	start
chr3L_12661325_12662325	start
chr3L_12693138_12694138	start
chr3L_12732863_12733863	start
chr3L_12734444_12735444	start
chr3L_12744843_12745843	start
chr3L_12749618_12750618	start
chr3L_12749730_12750730	start
chr3L_12750007_12751007	start
chr3L_12754548_12755548	start
chr3L_12773450_12774450	start
chr3L_12789691_12790691	start
chr3L_12805401_12806401	start
chr3L_12805685_12806685	start
chr3L_12813753_12814753	start
chr3L_12849664_12850664	start
chr3L_12856781_12857781	start
chr3L_13006316_13007316	start
chr3L_13015549_13016549	start
chr3L_13016648_13017648	start
chr3L_13017765_13018765	start
chr3L_13017814_13018814	start
chr3L_13022851_13023851	start
chr3L_13023079_13024079	start
chr3L_13028050_13029050	start
chr3L_13028461_13029461	start
chr3L_13031895_13032895	start
chr3L_13036320_13037320	start
chr3L_13041255_13042255	start
chr3L_13041300_13042300	start
chr3L_13043933_13044933	start
chr3L_13044137_13045137	start
chr3L_13046476_13047476	start
chr3L_13046510_13047510	start
chr3L_13060021_13061021	start
chr3L_13080798_13081798	start
chr3L_13113770_13114770	start
chr3L_13214766_13215766	start
chr3L_13215602_13216602	start
chr3L_13217702_13218702	start
chr3L_13246363_13247363	start
chr3L_13382264_13383264	start
chr3L_13382269_13383269	start
chr3L_13410621_13411621	start
chr3L_13410879_13411879	start
chr3L_13412342_13413342	start
chr3L_13412505_13413505	start
chr3L_13425390_13426390	start
chr3L_13448686_13449686	start
chr3L_13450269_13451269	start
chr3L_13477040_13478040	start
chr3L_13479943_13480943	start
chr3L_13479947_13480947	start
chr3L_13480263_13481263	start
chr3L_13502206_13503206	start
chr3L_13512753_13513753	start
chr3L_13512863_13513863	start
chr3L_13881270_13882270	start
chr3L_13925381_13926381	start
chr3L_13928886_13929886	start
chr3L_13964702_13965702	start
chr3L_13972622_13973622	start
chr3L_13993730_13994730	start
chr3L_13996690_13997690	start
chr3L_13997399_13998399	start
chr3L_13998879_13999879	start
chr3L_14029078_14030078	start
chr3L_14030949_14031949	start
chr3L_14031573_14032573	start
chr3L_14036518_14037518	start
chr3L_14036754_14037754	start
chr3L_14050705_14051705	start
chr3L_14051927_14052927	start
chr3L_14052599_14053599	start
chr3L_14052714_14053714	start
chr3L_14071391_14072391	start
chr3L_14076564_14077564	start
chr3L_14190369_14191369	start
chr3L_14190372_14191372	start
chr3L_14204931_14205931	start
chr3L_14220939_14221939	start
chr3L_14232968_14233968	start
chr3L_14236223_14237223	start
chr3L_14322051_14323051	start
chr3L_14409616_14410616	start
chr3L_14410125_14411125	start
chr3L_14420101_14421101	start
chr3L_14519259_14520259	start
chr3L_14519300_14520300	start
chr3L_14536133_14537133	start
chr3L_14537150_14538150	start
chr3L_14537225_14538225	start
chr3L_14559499_14560499	start
chr3L_14559638_14560638	start
chr3L_14566939_14567939	start
chr3L_14632100_14633100	start
chr3L_14671434_14672434	start
chr3L_14674037_14675037	start
chr3L_14706250_14707250	start
chr3L_14760019_14761019	start
chr3L_14761527_14762527	start
chr3L_14775995_14776995	start
chr3L_14786290_14787290	start
chr3L_14789434_14790434	start
chr3L_14790050_14791050	start
chr3L_14800941_14801941	start
chr3L_14801879_14802879	start
chr3L_14972166_14973166	start
chr3L_14974347_14975347	start
chr3L_14974682_14975682	start
chr3L_14976444_14977444	start
chr3L_14979119_14980119	start
chr3L_14986911_14987911	start
chr3L_14999450_15000450	start
chr3L_15094641_15095641	start
chr3L_15097413_15098413	start
chr3L_15097634_15098634	start
chr3L_15098033_15099033	start
chr3L_15105381_15106381	start
chr3L_15107500_15108500	start
chr3L_15141630_15142630	start
chr3L_15142562_15143562	start
chr3L_15143300_15144300	start
chr3L_15143854_15144854	start
chr3L_15158599_15159599	start
chr3L_15189939_15190939	start
chr3L_15235118_15236118	start
chr3L_15303754_15304754	start
chr3L_15304960_15305960	start
chr3L_15498458_15499458	start
chr3L_15500437_15501437	start
chr3L_15508560_15509560	start
chr3L_15508944_15509944	start
chr3L_15509097_15510097	start
chr3L_15511062_15512062	start
chr3L_15511388_15512388	start
chr3L_15534894_15535894	start
chr3L_15562926_15563926	start
chr3L_15565512_15566512	start
chr3L_15583137_15584137	start
chr3L_15683371_15684371	start
chr3L_15697093_15698093	start
chr3L_15721010_15722010	start
chr3L_15826387_15827387	start
chr3L_15831963_15832963	start
chr3L_15954595_15955595	start
chr3L_15958342_15959342	start
chr3L_15958678_15959678	start
chr3L_15967703_15968703	start
chr3L_15976369_15977369	start
chr3L_15976532_15977532	start
chr3L_15987283_15988283	start
chr3L_16004692_16005692	start
chr3L_16016664_16017664	start
chr3L_16017036_16018036	start
chr3L_16022979_16023979	start
chr3L_16037909_16038909	start
chr3L_16041894_16042894	start
chr3L_16048734_16049734	start
chr3L_16051458_16052458	start
chr3L_16087126_16088126	start
chr3L_16087316_16088316	start
chr3L_16089953_16090953	start
chr3L_16089955_16090955	start
chr3L_16105351_16106351	start
chr3L_16112711_16113711	start
chr3L_16113289_16114289	start
chr3L_16113807_16114807	start
chr3L_16121501_16122501	start
chr3L_16129116_16130116	start
chr3L_16130500_16131500	start
chr3L_16131527_16132527	start
chr3L_16176309_16177309	start
chr3L_16176844_16177844	start
chr3L_16196001_16197001	start
chr3L_16212550_16213550	start
chr3L_16213427_16214427	start
chr3L_16228599_16229599	start
chr3L_16231583_16232583	start
chr3L_16232626_16233626	start
chr3L_16258536_16259536	start
chr3L_16268891_16269891	start
chr3L_16279903_16280903	start
chr3L_16282308_16283308	start
chr3L_16302043_16303043	start
chr3L_16308439_16309439	start
chr3L_16313784_16314784	start
chr3L_16318440_16319440	start
chr3L_16318453_16319453	start
chr3L_16318939_16319939	start
chr3L_16319355_16320355	start
chr3L_16323171_16324171	start
chr3L_16338502_16339502	start
chr3L_16345822_16346822	start
chr3L_16351490_16352490	start
chr3L_16364398_16365398	start
chr3L_16385826_16386826	start
chr3L_16416848_16417848	start
chr3L_16419096_16420096	start
chr3L_16469885_16470885	start
chr3L_16579897_16580897	start
chr3L_16583623_16584623	start
chr3L_16583772_16584772	start
chr3L_16586610_16587610	start
chr3L_16586656_16587656	start
chr3L_16586788_16587788	start
chr3L_16594680_16595680	start
chr3L_16594919_16595919	start
chr3L_16602552_16603552	start
chr3L_16608899_16609899	start
chr3L_16611985_16612985	start
chr3L_16611999_16612999	start
chr3L_16647941_16648941	start
chr3L_16653268_16654268	start
chr3L_16662056_16663056	start
chr3L_16711625_16712625	start
chr3L_16713159_16714159	start
chr3L_16726040_16727040	start
chr3L_16726798_16727798	start
chr3L_16779599_16780599	start
chr3L_16780134_16781134	start
chr3L_16782509_16783509	start
chr3L_16782755_16783755	start
chr3L_16787072_16788072	start
chr3L_16807918_16808918	start
chr3L_16841793_16842793	start
chr3L_16844885_16845885	start
chr3L_16845726_16846726	start
chr3L_16862663_16863663	start
chr3L_16876808_16877808	start
chr3L_16915754_16916754	start
chr3L_16923413_16924413	start
chr3L_16930671_16931671	start
chr3L_16943860_16944860	start
chr3L_16954999_16955999	start
chr3L_16955263_16956263	start
chr3L_16956938_16957938	start
