chrom	start	end	length
chr2R	14021111	14021112	634
chr2R	14021812	14021813	253
chr2R	14022807	14022808	622
chr2R	14024979	14024980	3248
chr2R	14035919	14035920	4582
chr2R	14038795	14038796	254
chr2R	14040443	14040444	720
chr2R	14042305	14042306	472
chr2R	14044504	14044505	3405
chr2R	14047600	14047601	1811
chr2R	14050212	14050213	2030
chr2R	14052228	14052229	361
chr2R	14053018	14053019	754
chr2R	14053937	14053938	593
chr2R	14055938	14055939	1838
chr2R	14064790	14064791	431
chr2R	14068009	14068010	355
chr2R	14068835	14068836	390
chr2R	14070163	14070164	1179
chr2R	14072071	14072072	1441
chr2R	14075551	14075552	5013
chr2R	14078660	14078661	622
chr2R	14081067	14081068	1986
chr2R	14082802	14082803	1043
chr2R	14085951	14085952	4687
chr2R	14093207	14093208	991
chr2R	14113471	14113472	8319
chr2R	14120509	14120510	4587
chr2R	14126757	14126758	4746
chr2R	14129711	14129712	639
chr2R	14132454	14132455	1925
chr2R	14134950	14134951	1111
chr2R	14136904	14136905	1913
chr2R	14155603	14155604	389
chr2R	14175619	14175620	777
chr2R	14178117	14178118	340
chr2R	14181242	14181243	529
chr2R	14181931	14181932	338
chr2R	14187028	14187029	1329
chr2R	14189386	14189387	633
chr2R	14192056	14192057	411
chr2R	14195764	14195765	744
chr2R	14196825	14196826	409
chr2R	14203060	14203061	406
chr2R	14205070	14205071	1327
chr2R	14206254	14206255	541
chr2R	14207568	14207569	736
chr2R	14221509	14221510	1585
chr2R	14223772	14223773	2176
chr2R	14225590	14225591	525
chr2R	14226655	14226656	564
chr2R	14236694	14236695	446
chr2R	14241212	14241213	669
chr2R	14248052	14248053	790
chr2R	14249185	14249186	440
chr2R	14262214	14262215	255
chr2R	14263030	14263031	692
chr2R	14264085	14264086	354
chr2R	14265893	14265894	1626
chr2R	14278733	14278734	495
chr2R	14279602	14279603	582
chr2R	14280622	14280623	270
chr2R	14281401	14281402	568
chr2R	14282239	14282240	686
chr2R	14284026	14284027	1853
chr2R	14297172	14297173	1049
chr2R	14311555	14311556	1160
chr2R	14315278	14315279	2966
chr2R	14318121	14318122	1131
chr2R	14319670	14319671	1549
chr2R	14321485	14321486	1489
chr2R	14324374	14324375	520
chr2R	14325561	14325562	629
chr2R	14327930	14327931	507
chr2R	14334819	14334820	2089
chr2R	14336854	14336855	1284
chr2R	14338831	14338832	2229
chr2R	14340635	14340636	919
chr2R	14345161	14345162	4067
chr2R	14347531	14347532	219
chr2R	14348358	14348359	728
chr2R	14349491	14349492	1054
chr2R	14350765	14350766	667
chr2R	14380690	14380691	1184
chr2R	14382346	14382347	1500
chr2R	14421958	14421959	491
chr2R	14423095	14423096	703
chr2R	14423853	14423854	311
chr2R	14438889	14438890	1060
chr2R	14440199	14440200	838
chr2R	14441884	14441885	1067
chr2R	14443732	14443733	1599
chr2R	14448359	14448360	6654
chr2R	14452458	14452459	967
chr2R	14453524	14453525	220
chr2R	14454949	14454950	1690
chr2R	14456826	14456827	564
chr2R	14483316	14483317	472
chr2R	14485748	14485749	2712
chr2R	14487676	14487677	641
chr2R	14488618	14488619	672
chr2R	14492060	14492061	4829
chr2R	14507813	14507814	489
chr2R	14529157	14529158	1193
chr2R	14530941	14530942	1803
chr2R	14534062	14534063	2920
chr2R	14535895	14535896	301
chr2R	14538933	14538934	5329
chr2R	14547977	14547978	798
chr2R	14556397	14556398	949
chr2R	14557890	14557891	1254
chr2R	14559488	14559489	983
chr2R	14561724	14561725	2573
chr2R	14566243	14566244	748
chr2R	14567871	14567872	986
chr2R	14572753	14572754	1418
chr2R	14577943	14577944	627
chr2R	14579139	14579140	472
chr2R	14580404	14580405	1204
chr2R	14581989	14581990	300
chr2R	14583372	14583373	1822
chr2R	14609325	14609326	691
chr2R	14610953	14610954	1486
chr2R	14612531	14612532	509
chr2R	14617286	14617287	542
chr2R	14673154	14673155	890
chr2R	14679302	14679303	335
chr2R	14679871	14679872	221
chr2R	14681466	14681467	1385
chr2R	14683294	14683295	1695
chr2R	14686449	14686450	316
chr2R	14687122	14687123	520
chr2R	14689307	14689308	1105
chr2R	14691951	14691952	830
chr2R	14693126	14693127	852
chr2R	14693963	14693964	270
chr2R	14695436	14695437	313
chr2R	14696527	14696528	819
chr2R	14699178	14699179	2102
chr2R	14701123	14701124	312
chr2R	14702999	14703000	1713
chr2R	14705338	14705339	210
chr2R	14706093	14706094	208
chr2R	14706912	14706913	245
chr2R	14708176	14708177	682
chr2R	14709460	14709461	783
chr2R	14710447	14710448	583
chr2R	14754286	14754287	565
chr2R	14762378	14762379	660
chr2R	14764057	14764058	287
chr2R	14775509	14775510	3405
chr2R	14780036	14780037	2003
chr2R	14781950	14781951	372
chr2R	14784315	14784316	3278
chr2R	14786989	14786990	740
chr2R	14789362	14789363	868
chr2R	14790440	14790441	478
chr2R	14792033	14792034	1102
chr2R	14795528	14795529	1488
chr2R	14800998	14800999	1515
chr2R	14802761	14802762	1237
chr2R	14805351	14805352	226
chr2R	14864054	14864055	1125
chr2R	14865354	14865355	801
chr2R	14868156	14868157	1663
chr2R	14909338	14909339	812
chr2R	14915518	14915519	573
chr2R	14921009	14921010	1317
chr2R	14922916	14922917	1884
chr2R	14931782	14931783	1393
chr2R	14952818	14952819	2097
chr2R	14954890	14954891	440
chr2R	14955661	14955662	418
chr2R	14957322	14957323	270
chr2R	15015153	15015154	819
chr2R	15023241	15023242	726
chr2R	15027387	15027388	1327
chr2R	15028772	15028773	828
chr2R	15029887	15029888	582
chr2R	15030630	15030631	346
chr2R	15031671	15031672	1281
chr2R	15033878	15033879	2179
chr2R	15035482	15035483	450
chr2R	15037558	15037559	3123
chr2R	15118482	15118483	2203
chr2R	15135571	15135572	7359
chr2R	15168236	15168237	2973
chr2R	15171385	15171386	2664
chr2R	15173813	15173814	1455
chr2R	15176250	15176251	2232
chr2R	15179146	15179147	2242
chr2R	15180670	15180671	342
chr2R	15181722	15181723	1133
chr2R	15183478	15183479	1004
chr2R	15188872	15188873	325
chr2R	15189438	15189439	234
chr2R	15222270	15222271	725
chr2R	15230242	15230243	1380
chr2R	15235930	15235931	938
chr2R	15255140	15255141	2769
chr2R	15259762	15259763	986
chr2R	15261813	15261814	590
chr2R	15269506	15269507	3463
chr2R	15271803	15271804	291
chr2R	15274751	15274752	913
chr2R	15275953	15275954	1014
chr2R	15277462	15277463	1343
chr2R	15279535	15279536	759
chr2R	15280789	15280790	670
chr2R	15282471	15282472	764
chr2R	15283605	15283606	675
chr2R	15284699	15284700	958
chr2R	15287524	15287525	326
chr2R	15288402	15288403	683
chr2R	15300288	15300289	959
chr2R	15303233	15303234	3122
chr2R	15305404	15305405	607
chr2R	15306514	15306515	312
chr2R	15307540	15307541	1023
chr2R	15314581	15314582	472
chr2R	15316468	15316469	675
chr2R	15320505	15320506	293
chr2R	15324063	15324064	582
chr2R	15332763	15332764	917
chr2R	15334540	15334541	1051
chr2R	15336044	15336045	900
chr2R	15337525	15337526	1367
chr2R	15338659	15338660	420
chr2R	15353789	15353790	6182
chr2R	15358076	15358077	773
chr2R	15360794	15360795	2558
chr2R	15363263	15363264	1466
chr2R	15378990	15378991	793
chr2R	15384529	15384530	740
chr2R	15385524	15385525	424
chr2R	15402922	15402923	263
chr2R	15413636	15413637	5493
chr2R	15419044	15419045	4254
chr2R	15432325	15432326	1383
chr2R	15435175	15435176	2478
chr2R	15437535	15437536	1479
chr2R	15440343	15440344	2163
chr2R	15441749	15441750	208
chr2R	15442636	15442637	922
chr2R	15446971	15446972	320
chr2R	15447894	15447895	318
chr2R	15451486	15451487	319
chr2R	15453777	15453778	2384
chr2R	15455958	15455959	333
chr2R	15456555	15456556	431
chr2R	15458252	15458253	2393
chr2R	15461278	15461279	2456
chr2R	15467025	15467026	3748
chr2R	15469645	15469646	504
chr2R	15474783	15474784	555
chr2R	15476749	15476750	2142
chr2R	15479590	15479591	1473
chr2R	15493315	15493316	5229
chr2R	15496321	15496322	272
chr2R	15516713	15516714	337
chr2R	15519594	15519595	2126
chr2R	15522914	15522915	1678
chr2R	15527244	15527245	1489
chr2R	15547333	15547334	1400
chr2R	15548533	15548534	432
chr2R	15567701	15567702	1359
chr2R	15616773	15616774	605
chr2R	15618030	15618031	1293
chr2R	15619073	15619074	294
chr2R	15619766	15619767	542
chr2R	15621745	15621746	1649
chr2R	15623733	15623734	353
chr2R	15625492	15625493	242
chr2R	15626942	15626943	823
chr2R	15628217	15628218	456
chr2R	15629221	15629222	561
chr2R	15630289	15630290	569
chr2R	15631831	15631832	1084
chr2R	15633519	15633520	1613
chr2R	15635006	15635007	929
chr2R	15636947	15636948	994
chr2R	15638808	15638809	684
chr2R	15641113	15641114	770
chr2R	15642684	15642685	861
chr2R	15643718	15643719	762
chr2R	15645717	15645718	1230
chr2R	15646716	15646717	268
chr2R	15647895	15647896	812
chr2R	15649268	15649269	788
chr2R	15651848	15651849	621
chr2R	15653237	15653238	1164
chr2R	15654848	15654849	1211
chr2R	15661378	15661379	848
chr2R	15662813	15662814	1058
chr2R	15669496	15669497	1851
chr2R	15672000	15672001	726
chr2R	15729385	15729386	426
chr2R	15730622	15730623	1419
chr2R	15737029	15737030	1222
chr2R	15740673	15740674	5129
chr2R	15745036	15745037	2417
chr2R	15747785	15747786	418
chr2R	15749520	15749521	894
chr2R	15751381	15751382	893
chr2R	15753324	15753325	504
chr2R	15754268	15754269	932
chr2R	15757332	15757333	4374
chr2R	15764090	15764091	714
chr2R	15766276	15766277	2768
chr2R	15769582	15769583	710
chr2R	15772286	15772287	654
chr2R	15778774	15778775	2073
chr2R	15783989	15783990	1809
chr2R	15787176	15787177	3263
chr2R	15795838	15795839	1971
chr2R	15797967	15797968	1869
chr2R	15799948	15799949	1077
chr2R	15801553	15801554	1616
chr2R	15804280	15804281	3085
chr2R	15807112	15807113	1980
chr2R	15808836	15808837	735
chr2R	15811282	15811283	1645
chr2R	15822400	15822401	880
chr2R	15824647	15824648	2566
chr2R	15829182	15829183	204
chr2R	15829863	15829864	607
chr2R	15830863	15830864	681
chr2R	15832693	15832694	975
chr2R	15833775	15833776	717
chr2R	15838467	15838468	874
chr2R	15840148	15840149	1535
chr2R	15841568	15841569	495
chr2R	15852503	15852504	714
chr2R	15871381	15871382	650
chr2R	15877639	15877640	10870
chr2R	15884085	15884086	835
chr2R	15888126	15888127	3955
chr2R	15900553	15900554	3040
chr2R	15903422	15903423	2283
chr2R	15905470	15905471	858
chr2R	15920404	15920405	1835
chr2R	15926949	15926950	591
chr2R	15961672	15961673	968
chr2R	15974955	15974956	1238
chr2R	15976936	15976937	678
chr2R	15978630	15978631	1604
chr2R	15979930	15979931	540
chr2R	15982608	15982609	521
chr2R	15985235	15985236	2231
chr2R	15997856	15997857	507
chr2R	16005967	16005968	438
chr2R	16019499	16019500	641
chr2R	16020439	16020440	740
chr2R	16022448	16022449	1490
chr2R	16034250	16034251	1110
chr2R	16035508	16035509	653
chr2R	16036293	16036294	230
chr2R	16037158	16037159	469
chr2R	16038804	16038805	994
chr2R	16042135	16042136	2336
chr2R	16044893	16044894	1525
chr2R	16050555	16050556	411
chr2R	16051973	16051974	1430
chr2R	16053338	16053339	574
chr2R	16055226	16055227	1313
chr2R	16130216	16130217	940
chr2R	16132121	16132122	1475
chr2R	16133632	16133633	866
chr2R	16161690	16161691	4095
chr2R	16182445	16182446	1020
chr2R	16191991	16191992	1096
chr2R	16251283	16251284	1247
chr2R	16252973	16252974	954
chr2R	16254728	16254729	726
chr2R	16255798	16255799	991
chr2R	16256926	16256927	838
chr2R	16258249	16258250	555
chr2R	16268563	16268564	1429
chr2R	16274448	16274449	258
chr2R	16302468	16302469	1449
chr2R	16305543	16305544	686
chr2R	16313078	16313079	1225
chr2R	16317396	16317397	373
chr2R	16318302	16318303	400
chr2R	16329634	16329635	2015
chr2R	16331265	16331266	778
chr2R	16342375	16342376	697
chr2R	16395960	16395961	4840
chr2R	16405114	16405115	7367
chr2R	16409990	16409991	319
chr2R	16412353	16412354	2843
chr2R	16415730	16415731	613
chr2R	16420807	16420808	502
chr2R	16423085	16423086	2415
chr2R	16425009	16425010	910
chr2R	16502957	16502958	2690
chr2R	16505740	16505741	802
chr2R	16506932	16506933	1077
chr2R	16508063	16508064	634
chr2R	16509336	16509337	1490
chr2R	16510727	16510728	642
chr2R	16525167	16525168	4575
chr2R	16528051	16528052	458
chr2R	16567162	16567163	485
chr2R	16591534	16591535	548
chr2R	16601680	16601681	1459
chr2R	16620817	16620818	2996
chr2R	16628256	16628257	600
chr2R	16632447	16632448	4371
chr2R	16635165	16635166	421
chr2R	16636529	16636530	450
chr2R	16643036	16643037	2397
chr2R	16645689	16645690	2390
chr2R	16657047	16657048	1419
chr2R	16658184	16658185	225
chr2R	16660150	16660151	714
chr2R	16662332	16662333	1467
chr2R	16666125	16666126	323
chr2R	16687851	16687852	933
chr2R	16696889	16696890	2936
chr2R	16698806	16698807	414
chr2R	16699996	16699997	425
chr2R	16701394	16701395	587
chr2R	16705280	16705281	2858
chr2R	16707440	16707441	769
chr2R	16708345	16708346	309
chr2R	16709185	16709186	566
chr2R	16710909	16710910	1445
chr2R	16712617	16712618	846
chr2R	16715880	16715881	5224
chr2R	16721523	16721524	3892
chr2R	16726797	16726798	4891
chr2R	16729997	16729998	293
chr2R	16752441	16752442	733
chr2R	16756911	16756912	499
chr2R	16758927	16758928	522
chr2R	16760724	16760725	215
chr2R	16763551	16763552	273
chr2R	16764201	16764202	491
chr2R	16768118	16768119	580
chr2R	16782122	16782123	1077
chr2R	16784668	16784669	745
chr2R	16786027	16786028	426
chr2R	16788220	16788221	589
chr2R	16789261	16789262	395
chr2R	16794689	16794690	360
chr2R	16834415	16834416	398
chr2R	16835200	16835201	763
chr2R	16837704	16837705	1497
chr2R	16851348	16851349	351
chr2R	16858460	16858461	628
chr2R	16862808	16862809	268
chr2R	16878535	16878536	2113
chr2R	16888718	16888719	273
chr2R	16889975	16889976	1374
chr2R	16892548	16892549	1144
chr2R	16894443	16894444	384
chr2R	16926954	16926955	295
chr2R	16928151	16928152	1057
chr2R	16930117	16930118	330
chr2R	16931066	16931067	340
chr2R	16931695	16931696	303
chr2R	16934136	16934137	246
chr2R	16940692	16940693	478
chr2R	16950907	16950908	357
chr2R	16954260	16954261	373
chr2R	16978442	16978443	1073
chr2R	16981197	16981198	753
chr2R	16982805	16982806	1001
chr2R	16986734	16986735	776
chr2R	16987975	16987976	599
chr2R	16992432	16992433	617
chr2R	17009898	17009899	529
chr2R	17025755	17025756	399
chr2R	17058502	17058503	571
chr2R	17077836	17077837	1043
chr2R	17079399	17079400	1460
chr2R	17081449	17081450	999
chr2R	17082366	17082367	401
chr2R	17083132	17083133	431
chr2R	17084489	17084490	1521
chr2R	17086551	17086552	510
chr2R	17110256	17110257	1654
chr2R	17218121	17218122	971
chr2R	17219994	17219995	466
chr2R	17220629	17220630	301
chr2R	17221339	17221340	278
chr2R	17222636	17222637	527
chr2R	17223514	17223515	443
chr2R	17224478	17224479	788
chr2R	17225611	17225612	907
chr2R	17230700	17230701	8366
chr2R	17235471	17235472	687
chr2R	17236526	17236527	614
chr2R	17242745	17242746	475
chr2R	17258940	17258941	853
chr2R	17268049	17268050	1394
chr2R	17271390	17271391	4761
chr2R	17275933	17275934	2113
chr2R	17277981	17277982	858
chr2R	17280493	17280494	2790
chr2R	17285545	17285546	6384
chr2R	17291127	17291128	2987
chr2R	17295113	17295114	3988
chr2R	17298967	17298968	2948
chr2R	17301572	17301573	1059
chr2R	17302854	17302855	477
chr2R	17304530	17304531	2443
chr2R	17311444	17311445	1399
chr2R	17313768	17313769	2625
chr2R	17317041	17317042	314
chr2R	17318481	17318482	1645
chr2R	17320408	17320409	577
chr2R	17322403	17322404	392
chr2R	17324591	17324592	3137
chr2R	17327036	17327037	912
chr2R	17328330	17328331	472
chr2R	17329391	17329392	282
chr2R	17330155	17330156	303
chr2R	17331082	17331083	1116
chr2R	17333401	17333402	2622
chr2R	17335154	17335155	406
chr2R	17336503	17336504	840
chr2R	17338205	17338206	2095
chr2R	17340093	17340094	798
chr2R	17340919	17340920	234
chr2R	17342776	17342777	1324
chr2R	17344773	17344774	585
chr2R	17346000	17346001	969
chr2R	17347258	17347259	1008
chr2R	17349963	17349964	3855
chr2R	17357465	17357466	1036
chr2R	17368341	17368342	618
chr2R	17371390	17371391	229
chr2R	17372444	17372445	261
chr2R	17374125	17374126	1562
chr2R	17375497	17375498	630
chr2R	17376444	17376445	437
chr2R	17377184	17377185	330
chr2R	17378151	17378152	521
chr2R	17398365	17398366	694
chr2R	17401266	17401267	914
chr2R	17402585	17402586	1143
chr2R	17403589	17403590	336
chr2R	17406048	17406049	392
chr2R	17422711	17422712	535
chr2R	17435666	17435667	3337
chr2R	17446362	17446363	284
chr2R	17450076	17450077	221
chr2R	17462856	17462857	707
chr2R	17464372	17464373	673
chr2R	17466774	17466775	406
chr2R	17492061	17492062	455
chr2R	17494662	17494663	695
chr2R	17521446	17521447	310
chr2R	17523978	17523979	1006
chr2R	17525946	17525947	474
chr2R	17526678	17526679	380
chr2R	17527813	17527814	1446
chr2R	17529722	17529723	1196
chr2R	17532264	17532265	1344
chr2R	17533364	17533365	448
chr2R	17542631	17542632	2034
chr2R	17550659	17550660	655
chr2R	17552721	17552722	912
chr2R	17554597	17554598	586
chr2R	17557927	17557928	792
chr2R	17560509	17560510	1783
chr2R	17569569	17569570	659
chr2R	17577058	17577059	624
chr2R	17579383	17579384	373
chr2R	17587925	17587926	1051
chr2R	17601302	17601303	237
chr2R	17602840	17602841	877
chr2R	17609950	17609951	6031
chr2R	17619924	17619925	648
chr2R	17621220	17621221	1327
chr2R	17637018	17637019	1985
chr2R	17647789	17647790	716
chr2R	17649389	17649390	1146
chr2R	17651968	17651969	2553
chr2R	17654169	17654170	546
chr2R	17655490	17655491	1185
chr2R	17657357	17657358	642
chr2R	17658562	17658563	1269
chr2R	17660483	17660484	368
chr2R	17661683	17661684	470
chr2R	17662577	17662578	649
chr2R	17666938	17666939	529
chr2R	17676486	17676487	432
chr2R	17691862	17691863	587
chr2R	17692764	17692765	369
chr2R	17693328	17693329	225
chr2R	17693906	17693907	297
chr2R	17704719	17704720	1396
chr2R	17705854	17705855	312
chr2R	17709863	17709864	387
chr2R	17710992	17710993	609
chr2R	17711955	17711956	256
chr2R	17712644	17712645	511
chr2R	17713629	17713630	527
chr2R	17732193	17732194	545
chr2R	17741566	17741567	1190
chr2R	17747043	17747044	404
chr2R	17751280	17751281	636
chr2R	17780142	17780143	1023
chr2R	17795037	17795038	259
chr2R	17796837	17796838	1460
chr2R	17805716	17805717	4095
chr2R	17809410	17809411	2858
chr2R	17813272	17813273	660
chr2R	17817165	17817166	1110
chr2R	17818530	17818531	733
chr2R	17820443	17820444	2311
chr2R	17824755	17824756	240
chr2R	17825879	17825880	1202
chr2R	17827348	17827349	1088
chr2R	17828747	17828748	814
chr2R	17829996	17829997	378
chr2R	17831713	17831714	395
chr2R	17832679	17832680	511
chr2R	17834813	17834814	2433
chr2R	17836956	17836957	1406
chr2R	17839186	17839187	1881
chr2R	17863807	17863808	1109
chr2R	17875649	17875650	2163
chr2R	17884589	17884590	884
chr2R	17885866	17885867	228
chr2R	17897454	17897455	291
chr2R	17898317	17898318	371
chr2R	17898971	17898972	464
chr2R	17900571	17900572	848
chr2R	17901957	17901958	214
chr2R	17902808	17902809	555
chr2R	17904925	17904926	1349
chr2R	17907244	17907245	2458
chr2R	17909853	17909854	824
chr2R	17910707	17910708	282
chr2R	17912249	17912250	1125
chr2R	17913992	17913993	754
chr2R	17916162	17916163	2547
chr2R	17918204	17918205	552
chr2R	17918932	17918933	280
chr2R	17919604	17919605	592
chr2R	17921022	17921023	508
chr2R	17922913	17922914	886
chr2R	17923957	17923958	318
chr2R	17976141	17976142	672
chr2R	17977487	17977488	1516
chr2R	17983180	17983181	2284
chr2R	17985930	17985931	2217
chr2R	17988197	17988198	1722
chr2R	17989654	17989655	687
chr2R	17992134	17992135	1515
chr2R	17993844	17993845	576
chr2R	17994797	17994798	904
chr2R	17996351	17996352	1158
chr2R	17997618	17997619	882
chr2R	18053220	18053221	223
chr2R	18066616	18066617	233
chr2R	18068245	18068246	1921
chr2R	18071231	18071232	3173
chr2R	18073358	18073359	549
chr2R	18085137	18085138	598
chr2R	18085893	18085894	344
chr2R	18086938	18086939	562
chr2R	18087752	18087753	439
chr2R	18089168	18089169	1910
chr2R	18091315	18091316	1640
chr2R	18097993	18097994	1638
chr2R	18332565	18332566	29357
chr2R	18348778	18348779	1284
chr2R	18350977	18350978	2687
chr2R	18353575	18353576	1587
chr2R	18433290	18433291	3371
chr2R	18435627	18435628	653
chr2R	18466778	18466779	8894
chr2R	18471822	18471823	491
chr2R	18473074	18473075	1570
chr2R	18476750	18476751	5124
chr2R	18480202	18480203	1165
chr2R	18482258	18482259	1299
chr2R	18485266	18485267	4143
chr2R	18496008	18496009	780
chr2R	18546749	18546750	2225
chr2R	18556058	18556059	915
chr2R	18557347	18557348	452
chr2R	18561671	18561672	7595
chr2R	18567505	18567506	3483
chr2R	18569960	18569961	873
chr2R	18573375	18573376	5102
chr2R	18587490	18587491	6659
chr2R	18655181	18655182	533
chr2R	18690056	18690057	399
chr2R	18691112	18691113	801
chr2R	18693335	18693336	3072
chr2R	18722803	18722804	319
chr2R	18723838	18723839	1065
chr2R	18724932	18724933	413
chr2R	18735560	18735561	2154
chr2R	18751253	18751254	1264
chr2R	18752864	18752865	380
chr2R	18769339	18769340	3037
chr2R	18784919	18784920	2007
chr2R	18838123	18838124	335
chr2R	18903446	18903447	656
chr2R	18914179	18914180	2486
chr2R	18915908	18915909	500
chr2R	18917687	18917688	2378
chr2R	18920643	18920644	2999
chr2R	18926528	18926529	7504
chr2R	18930903	18930904	720
chr2R	18933689	18933690	4317
chr2R	18938437	18938438	4659
chr2R	18942605	18942606	3112
chr2R	18949181	18949182	1856
chr2R	18951723	18951724	2775
chr2R	18955929	18955930	4761
chr2R	18958788	18958789	256
chr2R	18992326	18992327	899
chr2R	18998711	18998712	1857
chr2R	19069038	19069039	1531
chr2R	19071421	19071422	2704
chr2R	19073943	19073944	427
chr2R	19075563	19075564	2313
chr2R	19077131	19077132	287
chr2R	19077657	19077658	305
chr2R	19078792	19078793	1535
chr2R	19080194	19080195	603
chr2R	19081222	19081223	887
chr2R	19082527	19082528	1123
chr2R	19084363	19084364	1990
chr2R	19087457	19087458	2638
chr2R	19089556	19089557	1065
chr2R	19091344	19091345	2021
chr2R	19093305	19093306	579
chr2R	19098634	19098635	1084
chr2R	19099703	19099704	557
chr2R	19102119	19102120	2771
chr2R	19104379	19104380	1006
chr2R	19105856	19105857	1410
chr2R	19107240	19107241	815
chr2R	19108901	19108902	2012
chr2R	19110867	19110868	1446
chr2R	19114164	19114165	3643
chr2R	19117049	19117050	1384
chr2R	19119616	19119617	3056
chr2R	19167998	19167999	2669
chr2R	19272539	19272540	2016
chr2R	19279158	19279159	2351
chr2R	19296887	19296888	978
chr2R	19302966	19302967	911
chr2R	19315096	19315097	2510
chr2R	19317405	19317406	474
chr2R	19319031	19319032	2358
chr2R	19322351	19322352	3070
chr2R	19339589	19339590	1695
chr2R	19352908	19352909	4751
chr2R	19418890	19418891	2500
chr2R	19421457	19421458	2073
chr2R	19469211	19469212	669
chr2R	19470644	19470645	432
chr2R	19471914	19471915	1197
chr2R	19474077	19474078	2534
chr2R	19478156	19478157	4843
chr2R	19518749	19518750	234
chr2R	19519918	19519919	1686
chr2R	19525922	19525923	2089
chr2R	19528895	19528896	433
chr2R	19538092	19538093	5270
chr2R	19541700	19541701	1376
chr2R	19559221	19559222	362
chr2R	19567913	19567914	643
chr2R	19572757	19572758	8179
chr2R	19579407	19579408	4620
chr2R	19583013	19583014	1764
chr2R	19589147	19589148	1481
chr2R	19606352	19606353	745
chr2R	19616131	19616132	1370
chr2R	19619387	19619388	4458
chr2R	19622933	19622934	1651
chr2R	19626671	19626672	5408
chr2R	19695984	19695985	1204
chr2R	19831865	19831866	859
chr2R	20428450	20428451	406
chr2R	20429493	20429494	741
chr2R	20430988	20430989	1428
chr2R	20439609	20439610	15194
chr2R	20450478	20450479	5526
chr2R	20454759	20454760	2450
chr2R	20459875	20459876	6453
chr2R	20465575	20465576	3770
chr2R	20566000	20566001	2696
chr2R	20590195	20590196	2098
chr2R	20592311	20592312	1613
chr2R	20596409	20596410	948
chr2R	20658684	20658685	686
chr2R	20702234	20702235	1268
chr2R	20703661	20703662	1174
chr2R	20705011	20705012	894
chr2R	20708635	20708636	5643
chr2R	20712713	20712714	2045
chr2R	20738686	20738687	1778
chr2R	20930598	20930599	7179
chr2R	20944797	20944798	319
chr2R	21002309	21002310	2628
chr2R	21054762	21054763	624
chr2R	21136771	21136772	5040
chr2R	21164427	21164428	2832
chr2R	21189192	21189193	6215
chr2R	21198510	21198511	742
chr2R	21204817	21204818	1610
chr2R	21229812	21229813	1997
chr2R	21232194	21232195	2298
chr2R	21234484	21234485	1603
chr2R	21238067	21238068	5091
chr2R	21241151	21241152	515
chr2R	21241904	21241905	204
chr2R	21243261	21243262	281
chr2R	21257529	21257530	2320
chr2R	21260721	21260722	3420
chr2R	21272702	21272703	5487
chr2R	21276142	21276143	806
chr2R	21277832	21277833	2145
chr2R	21315504	21315505	978
chr2R	21316554	21316555	203
chr2R	21317111	21317112	229
chr2R	21361793	21361794	7958
chr2R	21368443	21368444	4365
chr2R	21373249	21373250	4465
chr2R	21377178	21377179	2776
chr2R	21401827	21401828	2525
chr2R	21405145	21405146	2866
chr2R	21410755	21410756	7658
chr2R	21415257	21415258	812
chr2R	21416033	21416034	262
chr2R	21432188	21432189	10013
chr2R	21438006	21438007	516
chr2R	21440428	21440429	3778
chr2R	21443282	21443283	1214
chr2R	21446026	21446027	2444
chr2R	21448416	21448417	1861
chr2R	21451168	21451169	3085
chr2R	21453137	21453138	335
chr2R	21454065	21454066	344
chr2R	21455529	21455530	1882
chr2R	21458491	21458492	3314
chr2R	21462466	21462467	4199
chr2R	21468053	21468054	6120
chr2R	21471782	21471783	922
chr2R	21473137	21473138	668
chr2R	21475439	21475440	3334
chr2R	21478925	21478926	2519
chr2R	21492225	21492226	1872
chr2R	21568973	21568974	1555
chr2R	21572912	21572913	438
chr2R	21627830	21627831	3579
chr2R	21825947	21825948	3566
chr2R	21829294	21829295	2580
chr2R	21942276	21942277	663
chr2R	21944001	21944002	2315
chr2R	21994980	21994981	13643
chr2R	22002139	22002140	223
chr2R	22003122	22003123	680
chr2R	22004871	22004872	2045
chr2R	22007718	22007719	2239
chr2R	22010073	22010074	1667
chr2R	22013219	22013220	4110
chr2R	22017660	22017661	2070
chr2R	22020697	22020698	3596
chr2R	22023185	22023186	762
chr2R	22024076	22024077	285
chr2R	22028643	22028644	7264
chr2R	22033372	22033373	1723
chr2R	22037629	22037630	477
chr2R	22149814	22149815	6127
chr2R	22153574	22153575	898
chr2R	22158706	22158707	7975
chr2R	22248599	22248600	3302
chr2R	22257316	22257317	12351
chr2R	22266380	22266381	5237
chr2R	22275336	22275337	4265
chr2R	22338951	22338952	703
chr2R	22351743	22351744	547
chr2R	22363605	22363606	5594
chr2R	22368754	22368755	4026
chr2R	22371559	22371560	1018
chr2R	22456792	22456793	604
chr2R	22459585	22459586	4125
chr2R	22463767	22463768	3364
chr2R	22465841	22465842	330
chr2R	22468003	22468004	3442
chr2R	22504028	22504029	1997
chr2R	22505935	22505936	976
chr2R	22507648	22507649	1972
chr2R	22510044	22510045	1989
chr2R	22512117	22512118	1600
chr2R	22524389	22524390	2915
chr2R	22530524	22530525	2457
chr2R	22537446	22537447	10969
chr2R	22616332	22616333	859
chr2R	22621967	22621968	9686
chr2R	22629007	22629008	3964
chr2R	22631607	22631608	582
