chrom	txStart	txEnd	paste_locus
chrX	10772540	10778981	chrX_10772540_10778981
chrX	10772767	10778778	chrX_10772767_10778778
chrX	10778953	10780661	chrX_10778953_10780661
chrX	10778953	10786907	chrX_10778953_10786907
chrX	10780892	10784458	chrX_10780892_10784458
chrX	10780992	10784458	chrX_10780992_10784458
chrX	10780992	10786907	chrX_10780992_10786907
chrX	10780992	10786907	chrX_10780992_10786907
chrX	10780992	10786958	chrX_10780992_10786958
chrX	10787868	10821817	chrX_10787868_10821817
chrX	10790804	10815635	chrX_10790804_10815635
chrX	10792507	10806856	chrX_10792507_10806856
chrX	10794337	10796292	chrX_10794337_10796292
chrX	10794337	10821817	chrX_10794337_10821817
chrX	10795436	10822786	chrX_10795436_10822786
chrX	10795996	10806856	chrX_10795996_10806856
chrX	10795996	10815635	chrX_10795996_10815635
chrX	10795996	10821817	chrX_10795996_10821817
chrX	10795996	10822786	chrX_10795996_10822786
chrX	10795996	10824277	chrX_10795996_10824277
chrX	10796212	10806856	chrX_10796212_10806856
chrX	10824268	10824627	chrX_10824268_10824627
chrX	10832751	10847092	chrX_10832751_10847092
chrX	10839229	10839895	chrX_10839229_10839895
chrX	10842204	10842995	chrX_10842204_10842995
chrX	10842696	10845081	chrX_10842696_10845081
chrX	10847437	10848534	chrX_10847437_10848534
chrX	10848756	10852327	chrX_10848756_10852327
chrX	10852445	10854869	chrX_10852445_10854869
chrX	10854999	10857413	chrX_10854999_10857413
chrX	10855141	10857413	chrX_10855141_10857413
chrX	10857654	10866246	chrX_10857654_10866246
chrX	10857656	10863580	chrX_10857656_10863580
chrX	10869283	10870672	chrX_10869283_10870672
chrX	10869283	10870705	chrX_10869283_10870705
chrX	10870593	10877798	chrX_10870593_10877798
chrX	10872174	10877798	chrX_10872174_10877798
chrX	10872174	10877893	chrX_10872174_10877893
chrX	10873899	10877798	chrX_10873899_10877798
chrX	10891431	10891973	chrX_10891431_10891973
chrX	10892260	10892748	chrX_10892260_10892748
chrX	10893188	10893676	chrX_10893188_10893676
chrX	10894746	10899243	chrX_10894746_10899243
chrX	10894953	10899302	chrX_10894953_10899302
chrX	10899964	10901729	chrX_10899964_10901729
chrX	10900331	10901729	chrX_10900331_10901729
chrX	10900331	10901811	chrX_10900331_10901811
chrX	10905766	10921297	chrX_10905766_10921297
chrX	10905766	10923436	chrX_10905766_10923436
chrX	10923971	10925631	chrX_10923971_10925631
chrX	10927398	10929712	chrX_10927398_10929712
chrX	10927455	10929712	chrX_10927455_10929712
chrX	10930839	10964046	chrX_10930839_10964046
chrX	10930936	10964046	chrX_10930936_10964046
chrX	10950159	10951030	chrX_10950159_10951030
chrX	10951608	10952486	chrX_10951608_10952486
chrX	10954131	10964046	chrX_10954131_10964046
chrX	10964031	10967134	chrX_10964031_10967134
chrX	11035889	11037811	chrX_11035889_11037811
chrX	11044755	11049540	chrX_11044755_11049540
chrX	11044755	11049540	chrX_11044755_11049540
chrX	11044755	11049540	chrX_11044755_11049540
chrX	11052170	11053556	chrX_11052170_11053556
chrX	11052353	11053516	chrX_11052353_11053516
chrX	11057544	11059619	chrX_11057544_11059619
chrX	11062026	11063170	chrX_11062026_11063170
chrX	11065859	11066377	chrX_11065859_11066377
chrX	11066551	11068379	chrX_11066551_11068379
chrX	11066559	11068097	chrX_11066559_11068097
chrX	11071440	11086299	chrX_11071440_11086299
chrX	11079290	11079772	chrX_11079290_11079772
chrX	11089230	11095143	chrX_11089230_11095143
chrX	11089289	11090107	chrX_11089289_11090107
chrX	11089289	11090219	chrX_11089289_11090219
chrX	11090209	11092098	chrX_11090209_11092098
chrX	11090381	11092098	chrX_11090381_11092098
chrX	11092491	11094660	chrX_11092491_11094660
chrX	11092491	11094947	chrX_11092491_11094947
chrX	11096272	11107090	chrX_11096272_11107090
chrX	11096272	11108148	chrX_11096272_11108148
chrX	11103036	11108148	chrX_11103036_11108148
chrX	11108481	11112308	chrX_11108481_11112308
chrX	11109802	11112308	chrX_11109802_11112308
chrX	11112394	11124726	chrX_11112394_11124726
chrX	11125100	11126785	chrX_11125100_11126785
chrX	11125230	11126785	chrX_11125230_11126785
chrX	11126876	11129087	chrX_11126876_11129087
chrX	11129361	11136423	chrX_11129361_11136423
chrX	11129361	11136778	chrX_11129361_11136778
chrX	11129361	11137118	chrX_11129361_11137118
chrX	11130237	11137030	chrX_11130237_11137030
chrX	11130495	11137030	chrX_11130495_11137030
chrX	11131339	11132412	chrX_11131339_11132412
chrX	11137858	11139689	chrX_11137858_11139689
chrX	11137858	11139689	chrX_11137858_11139689
chrX	11139761	11140263	chrX_11139761_11140263
chrX	11140473	11141056	chrX_11140473_11141056
chrX	11142540	11143560	chrX_11142540_11143560
chrX	11142540	11143755	chrX_11142540_11143755
chrX	11144119	11144809	chrX_11144119_11144809
chrX	11144851	11146596	chrX_11144851_11146596
chrX	11144851	11148580	chrX_11144851_11148580
chrX	11145318	11148580	chrX_11145318_11148580
chrX	11145318	11148716	chrX_11145318_11148716
chrX	11149322	11152592	chrX_11149322_11152592
chrX	11149443	11152592	chrX_11149443_11152592
chrX	11149443	11152592	chrX_11149443_11152592
chrX	11152483	11153574	chrX_11152483_11153574
chrX	11152483	11153802	chrX_11152483_11153802
chrX	11152483	11153827	chrX_11152483_11153827
chrX	11152483	11153990	chrX_11152483_11153990
chrX	11154420	11163196	chrX_11154420_11163196
chrX	11154420	11164670	chrX_11154420_11164670
chrX	11156675	11159760	chrX_11156675_11159760
chrX	11160452	11164670	chrX_11160452_11164670
chrX	11168029	11169058	chrX_11168029_11169058
chrX	11169810	11170678	chrX_11169810_11170678
chrX	11169836	11170678	chrX_11169836_11170678
chrX	11182930	11183476	chrX_11182930_11183476
chrX	11193157	11193491	chrX_11193157_11193491
chrX	11202247	11202806	chrX_11202247_11202806
chrX	11202295	11202806	chrX_11202295_11202806
chrX	11248235	11248885	chrX_11248235_11248885
chrX	11308532	11311208	chrX_11308532_11311208
chrX	11321578	11322357	chrX_11321578_11322357
chrX	11324293	11325308	chrX_11324293_11325308
chrX	11325384	11334071	chrX_11325384_11334071
chrX	11334186	11338824	chrX_11334186_11338824
chrX	11334186	11339588	chrX_11334186_11339588
chrX	11334186	11340084	chrX_11334186_11340084
chrX	11339872	11344734	chrX_11339872_11344734
chrX	11344505	11348001	chrX_11344505_11348001
chrX	11344802	11348001	chrX_11344802_11348001
chrX	11348119	11348865	chrX_11348119_11348865
chrX	11349048	11349847	chrX_11349048_11349847
chrX	11349997	11350474	chrX_11349997_11350474
chrX	11350607	11355300	chrX_11350607_11355300
chrX	11350607	11355539	chrX_11350607_11355539
chrX	11355880	11358724	chrX_11355880_11358724
chrX	11359235	11360929	chrX_11359235_11360929
chrX	11360929	11368098	chrX_11360929_11368098
chrX	11368444	11369183	chrX_11368444_11369183
chrX	11368444	11369283	chrX_11368444_11369283
chrX	11369664	11389291	chrX_11369664_11389291
chrX	11373024	11389291	chrX_11373024_11389291
chrX	11375762	11402861	chrX_11375762_11402861
chrX	11409946	11411667	chrX_11409946_11411667
chrX	11411782	11413190	chrX_11411782_11413190
chrX	11413466	11417422	chrX_11413466_11417422
chrX	11413466	11417422	chrX_11413466_11417422
chrX	11422831	11430197	chrX_11422831_11430197
chrX	11423956	11429992	chrX_11423956_11429992
chrX	11423956	11430197	chrX_11423956_11430197
chrX	11423956	11430197	chrX_11423956_11430197
chrX	11430522	11454338	chrX_11430522_11454338
chrX	11431332	11454338	chrX_11431332_11454338
chrX	11431332	11454386	chrX_11431332_11454386
chrX	11434678	11454338	chrX_11434678_11454338
chrX	11442538	11446012	chrX_11442538_11446012
chrX	11443176	11446010	chrX_11443176_11446010
chrX	11454785	11456619	chrX_11454785_11456619
chrX	11454785	11457131	chrX_11454785_11457131
chrX	11454785	11459227	chrX_11454785_11459227
chrX	11459785	11476504	chrX_11459785_11476504
chrX	11477057	11483106	chrX_11477057_11483106
chrX	11477057	11483233	chrX_11477057_11483233
chrX	11483517	11485060	chrX_11483517_11485060
chrX	11485249	11486238	chrX_11485249_11486238
chrX	11485249	11486269	chrX_11485249_11486269
chrX	11485249	11486566	chrX_11485249_11486566
chrX	11486545	11491573	chrX_11486545_11491573
chrX	11492336	11492998	chrX_11492336_11492998
chrX	11547421	11547497	chrX_11547421_11547497
chrX	11555049	11558637	chrX_11555049_11558637
chrX	11555284	11556438	chrX_11555284_11556438
chrX	11555284	11558646	chrX_11555284_11558646
chrX	11555284	11558654	chrX_11555284_11558654
chrX	11561642	11562779	chrX_11561642_11562779
chrX	11561934	11562779	chrX_11561934_11562779
chrX	11562799	11570326	chrX_11562799_11570326
chrX	11570454	11571358	chrX_11570454_11571358
chrX	11570620	11571410	chrX_11570620_11571410
chrX	11570620	11571718	chrX_11570620_11571718
chrX	11571382	11572442	chrX_11571382_11572442
chrX	11571716	11572442	chrX_11571716_11572442
chrX	11572706	11573640	chrX_11572706_11573640
chrX	11573730	11576152	chrX_11573730_11576152
chrX	11576117	11576620	chrX_11576117_11576620
chrX	11576882	11578806	chrX_11576882_11578806
chrX	11576882	11578806	chrX_11576882_11578806
chrX	11579064	11580084	chrX_11579064_11580084
chrX	11579064	11580100	chrX_11579064_11580100
chrX	11579064	11580171	chrX_11579064_11580171
chrX	11579064	11580432	chrX_11579064_11580432
chrX	11580771	11585580	chrX_11580771_11585580
chrX	11580771	11585750	chrX_11580771_11585750
chrX	11581956	11584175	chrX_11581956_11584175
chrX	11599837	11606000	chrX_11599837_11606000
chrX	11599837	11606288	chrX_11599837_11606288
chrX	11603242	11604194	chrX_11603242_11604194
chrX	11606289	11611652	chrX_11606289_11611652
chrX	11606493	11611652	chrX_11606493_11611652
chrX	11611926	11615128	chrX_11611926_11615128
chrX	11612015	11615128	chrX_11612015_11615128
chrX	11615096	11615840	chrX_11615096_11615840
chrX	11615228	11615840	chrX_11615228_11615840
chrX	11616123	11619948	chrX_11616123_11619948
chrX	11616123	11621280	chrX_11616123_11621280
chrX	11677343	11678551	chrX_11677343_11678551
chrX	11677343	11678551	chrX_11677343_11678551
chrX	11677343	11678589	chrX_11677343_11678589
chrX	11678969	11694740	chrX_11678969_11694740
chrX	11678969	11694740	chrX_11678969_11694740
chrX	11678969	11694740	chrX_11678969_11694740
chrX	11678969	11694740	chrX_11678969_11694740
chrX	11695136	11704394	chrX_11695136_11704394
chrX	11704309	11705025	chrX_11704309_11705025
chrX	11704309	11705300	chrX_11704309_11705300
chrX	11706574	11709951	chrX_11706574_11709951
chrX	11710119	11714211	chrX_11710119_11714211
chrX	11710119	11715030	chrX_11710119_11715030
chrX	11710251	11710301	chrX_11710251_11710301
chrX	11710823	11713847	chrX_11710823_11713847
chrX	11710823	11714211	chrX_11710823_11714211
chrX	11710823	11714317	chrX_11710823_11714317
chrX	11710823	11714905	chrX_11710823_11714905
chrX	11710823	11715030	chrX_11710823_11715030
chrX	11710823	11715565	chrX_11710823_11715565
chrX	11716062	11716720	chrX_11716062_11716720
chrX	11716755	11719894	chrX_11716755_11719894
chrX	11716967	11719894	chrX_11716967_11719894
chrX	11717011	11719894	chrX_11717011_11719894
chrX	11720244	11723854	chrX_11720244_11723854
chrX	11720483	11723854	chrX_11720483_11723854
chrX	11724245	11736617	chrX_11724245_11736617
chrX	11724667	11729099	chrX_11724667_11729099
chrX	11724667	11732770	chrX_11724667_11732770
chrX	11726389	11731765	chrX_11726389_11731765
chrX	11726389	11733895	chrX_11726389_11733895
chrX	11754272	11769508	chrX_11754272_11769508
chrX	11763473	11764590	chrX_11763473_11764590
chrX	11769768	11778784	chrX_11769768_11778784
chrX	11787380	11792253	chrX_11787380_11792253
chrX	11788487	11792253	chrX_11788487_11792253
chrX	11788843	11791910	chrX_11788843_11791910
chrX	11788843	11792253	chrX_11788843_11792253
chrX	11790795	11791777	chrX_11790795_11791777
chrX	11792532	11795887	chrX_11792532_11795887
chrX	11792878	11795887	chrX_11792878_11795887
chrX	11801695	11805121	chrX_11801695_11805121
chrX	11801695	11805364	chrX_11801695_11805364
chrX	11801695	11806353	chrX_11801695_11806353
chrX	11801695	11807117	chrX_11801695_11807117
chrX	11808505	11816551	chrX_11808505_11816551
chrX	11809354	11815743	chrX_11809354_11815743
chrX	11809354	11816551	chrX_11809354_11816551
chrX	11816897	11833391	chrX_11816897_11833391
chrX	11816897	11834386	chrX_11816897_11834386
chrX	11816897	11835726	chrX_11816897_11835726
chrX	11816897	11837460	chrX_11816897_11837460
chrX	11818336	11835726	chrX_11818336_11835726
chrX	11837542	11838026	chrX_11837542_11838026
chrX	11837632	11838026	chrX_11837632_11838026
chrX	11839607	11841381	chrX_11839607_11841381
chrX	11839607	11841503	chrX_11839607_11841503
chrX	11842661	11846099	chrX_11842661_11846099
chrX	11849776	11850072	chrX_11849776_11850072
chrX	11850908	11852530	chrX_11850908_11852530
chrX	11851348	11852530	chrX_11851348_11852530
chrX	11852691	11854931	chrX_11852691_11854931
chrX	11852734	11854771	chrX_11852734_11854771
chrX	11855021	11863827	chrX_11855021_11863827
chrX	11855021	11864754	chrX_11855021_11864754
chrX	11864650	11868893	chrX_11864650_11868893
chrX	11869169	11871168	chrX_11869169_11871168
chrX	11869169	11871168	chrX_11869169_11871168
chrX	11871298	11872779	chrX_11871298_11872779
chrX	11873318	11875346	chrX_11873318_11875346
chrX	11873440	11875346	chrX_11873440_11875346
chrX	11875305	11877168	chrX_11875305_11877168
chrX	11877736	11885283	chrX_11877736_11885283
chrX	11877736	11887162	chrX_11877736_11887162
chrX	11877736	11887162	chrX_11877736_11887162
chrX	11877736	11887162	chrX_11877736_11887162
chrX	11887283	11888240	chrX_11887283_11888240
chrX	11888351	11889186	chrX_11888351_11889186
chrX	11891731	11893745	chrX_11891731_11893745
chrX	11892006	11893745	chrX_11892006_11893745
chrX	11893942	11899920	chrX_11893942_11899920
chrX	11899995	11905371	chrX_11899995_11905371
chrX	11900444	11905371	chrX_11900444_11905371
chrX	11906451	11906868	chrX_11906451_11906868
chrX	11907408	11917260	chrX_11907408_11917260
chrX	11908283	11917260	chrX_11908283_11917260
chrX	11917805	11918678	chrX_11917805_11918678
chrX	11919124	11919589	chrX_11919124_11919589
chrX	11919124	11919657	chrX_11919124_11919657
chrX	11920003	11920474	chrX_11920003_11920474
chrX	11920003	11920574	chrX_11920003_11920574
chrX	11920003	11924662	chrX_11920003_11924662
chrX	11921646	11922760	chrX_11921646_11922760
chrX	11921646	11924662	chrX_11921646_11924662
chrX	11931279	11983915	chrX_11931279_11983915
chrX	11931546	11983915	chrX_11931546_11983915
chrX	11931851	11985087	chrX_11931851_11985087
chrX	11933704	11981176	chrX_11933704_11981176
chrX	11933704	11983915	chrX_11933704_11983915
chrX	11985153	11987764	chrX_11985153_11987764
chrX	11985533	11987764	chrX_11985533_11987764
chrX	11985533	11987764	chrX_11985533_11987764
chrX	11985533	11987764	chrX_11985533_11987764
chrX	11988061	11988948	chrX_11988061_11988948
chrX	11990117	11992768	chrX_11990117_11992768
chrX	11992914	11998500	chrX_11992914_11998500
chrX	11992914	12002307	chrX_11992914_12002307
chrX	11992914	12003914	chrX_11992914_12003914
chrX	12007175	12009904	chrX_12007175_12009904
chrX	12009710	12012211	chrX_12009710_12012211
chrX	12009999	12012211	chrX_12009999_12012211
chrX	12012376	12017058	chrX_12012376_12017058
chrX	12014423	12017058	chrX_12014423_12017058
chrX	12015482	12017058	chrX_12015482_12017058
chrX	12015482	12017375	chrX_12015482_12017375
chrX	12017224	12017961	chrX_12017224_12017961
chrX	12017276	12017961	chrX_12017276_12017961
chrX	12018639	12020719	chrX_12018639_12020719
chrX	12021067	12022746	chrX_12021067_12022746
chrX	12022836	12029032	chrX_12022836_12029032
chrX	12023586	12029032	chrX_12023586_12029032
chrX	12029753	12031465	chrX_12029753_12031465
chrX	12032631	12035283	chrX_12032631_12035283
chrX	12055337	12056635	chrX_12055337_12056635
chrX	12059794	12065144	chrX_12059794_12065144
chrX	12067199	12070139	chrX_12067199_12070139
chrX	12070436	12071263	chrX_12070436_12071263
chrX	12072007	12072818	chrX_12072007_12072818
chrX	12086468	12087025	chrX_12086468_12087025
chrX	12086485	12087025	chrX_12086485_12087025
chrX	12087210	12087695	chrX_12087210_12087695
chrX	12091263	12092272	chrX_12091263_12092272
chrX	12102943	12103840	chrX_12102943_12103840
chrX	12107199	12113357	chrX_12107199_12113357
chrX	12176439	12178626	chrX_12176439_12178626
chrX	12234561	12235877	chrX_12234561_12235877
chrX	12274634	12275155	chrX_12274634_12275155
chrX	12373117	12374448	chrX_12373117_12374448
chrX	12375595	12377755	chrX_12375595_12377755
chrX	12404615	12408477	chrX_12404615_12408477
chrX	12408860	12409825	chrX_12408860_12409825
chrX	12411017	12412181	chrX_12411017_12412181
chrX	12454728	12455443	chrX_12454728_12455443
chrX	12454728	12455683	chrX_12454728_12455683
chrX	12455770	12456060	chrX_12455770_12456060
chrX	12455770	12456258	chrX_12455770_12456258
chrX	12456408	12457763	chrX_12456408_12457763
chrX	12459795	12462161	chrX_12459795_12462161
chrX	12459795	12463112	chrX_12459795_12463112
chrX	12463527	12478431	chrX_12463527_12478431
chrX	12471663	12477497	chrX_12471663_12477497
chrX	12471663	12478431	chrX_12471663_12478431
chrX	12475191	12477497	chrX_12475191_12477497
chrX	12486969	12489448	chrX_12486969_12489448
chrX	12490290	12492982	chrX_12490290_12492982
chrX	12494394	12496597	chrX_12494394_12496597
chrX	12497187	12516565	chrX_12497187_12516565
chrX	12497700	12497808	chrX_12497700_12497808
chrX	12516633	12531233	chrX_12516633_12531233
chrX	12516633	12546982	chrX_12516633_12546982
chrX	12516633	12568452	chrX_12516633_12568452
chrX	12517398	12546982	chrX_12517398_12546982
chrX	12553123	12554235	chrX_12553123_12554235
chrX	12584384	12589683	chrX_12584384_12589683
chrX	12584384	12592193	chrX_12584384_12592193
chrX	12584944	12589348	chrX_12584944_12589348
chrX	12584944	12592193	chrX_12584944_12592193
chrX	12585425	12592193	chrX_12585425_12592193
chrX	12592554	12595624	chrX_12592554_12595624
chrX	12596046	12607707	chrX_12596046_12607707
chrX	12596046	12609910	chrX_12596046_12609910
chrX	12596675	12609910	chrX_12596675_12609910
chrX	12596900	12609910	chrX_12596900_12609910
chrX	12609976	12611608	chrX_12609976_12611608
chrX	12610268	12611608	chrX_12610268_12611608
chrX	12610268	12611667	chrX_12610268_12611667
chrX	12611866	12615530	chrX_12611866_12615530
chrX	12612107	12615780	chrX_12612107_12615780
chrX	12612507	12615530	chrX_12612507_12615530
chrX	12613176	12615780	chrX_12613176_12615780
chrX	12613977	12615780	chrX_12613977_12615780
chrX	12616315	12621216	chrX_12616315_12621216
chrX	12622211	12622771	chrX_12622211_12622771
chrX	12624291	12628445	chrX_12624291_12628445
chrX	12627092	12628423	chrX_12627092_12628423
chrX	12628369	12629598	chrX_12628369_12629598
chrX	12628369	12629640	chrX_12628369_12629640
chrX	12629877	12631111	chrX_12629877_12631111
chrX	12631604	12653341	chrX_12631604_12653341
chrX	12631604	12653442	chrX_12631604_12653442
chrX	12633548	12653442	chrX_12633548_12653442
chrX	12633626	12653341	chrX_12633626_12653341
chrX	12636335	12636430	chrX_12636335_12636430
chrX	12653625	12657275	chrX_12653625_12657275
chrX	12653799	12657275	chrX_12653799_12657275
chrX	12653799	12657834	chrX_12653799_12657834
chrX	12654034	12657275	chrX_12654034_12657275
chrX	12654398	12657275	chrX_12654398_12657275
chrX	12654699	12657275	chrX_12654699_12657275
chrX	12659414	12679702	chrX_12659414_12679702
chrX	12659414	12682554	chrX_12659414_12682554
chrX	12659461	12660632	chrX_12659461_12660632
chrX	12660533	12679702	chrX_12660533_12679702
chrX	12665216	12665268	chrX_12665216_12665268
chrX	12705853	12708841	chrX_12705853_12708841
chrX	12717623	12718460	chrX_12717623_12718460
chrX	12717623	12730953	chrX_12717623_12730953
chrX	12742546	12742926	chrX_12742546_12742926
chrX	12744211	12748367	chrX_12744211_12748367
chrX	12744463	12748367	chrX_12744463_12748367
chrX	12744463	12749785	chrX_12744463_12749785
chrX	12745357	12747753	chrX_12745357_12747753
chrX	12746316	12747753	chrX_12746316_12747753
chrX	12751866	12754571	chrX_12751866_12754571
chrX	12757035	12760617	chrX_12757035_12760617
chrX	12757759	12760617	chrX_12757759_12760617
chrX	12760641	12763611	chrX_12760641_12763611
chrX	12760877	12763611	chrX_12760877_12763611
chrX	12765265	12770978	chrX_12765265_12770978
chrX	12765265	12772851	chrX_12765265_12772851
chrX	12766569	12772851	chrX_12766569_12772851
chrX	12771843	12784958	chrX_12771843_12784958
chrX	12773580	12784958	chrX_12773580_12784958
chrX	12775495	12784958	chrX_12775495_12784958
chrX	12776571	12784958	chrX_12776571_12784958
chrX	12801660	12803786	chrX_12801660_12803786
chrX	12801660	12804232	chrX_12801660_12804232
chrX	12855687	12857722	chrX_12855687_12857722
chrX	12897502	12898669	chrX_12897502_12898669
chrX	12898767	12901114	chrX_12898767_12901114
chrX	12901352	12903162	chrX_12901352_12903162
chrX	12901352	12903516	chrX_12901352_12903516
chrX	12903744	12906018	chrX_12903744_12906018
chrX	12907104	12907842	chrX_12907104_12907842
chrX	12907104	12907942	chrX_12907104_12907942
chrX	12907985	12909622	chrX_12907985_12909622
chrX	12909952	12911897	chrX_12909952_12911897
chrX	12910058	12911897	chrX_12910058_12911897
chrX	12910058	12912070	chrX_12910058_12912070
chrX	12912559	12913009	chrX_12912559_12913009
chrX	12914843	12915722	chrX_12914843_12915722
chrX	12917476	12946692	chrX_12917476_12946692
chrX	12917476	12949730	chrX_12917476_12949730
chrX	12917476	12950417	chrX_12917476_12950417
chrX	12938516	12946692	chrX_12938516_12946692
chrX	12938516	12950417	chrX_12938516_12950417
chrX	12941271	12950417	chrX_12941271_12950417
chrX	12950435	12957462	chrX_12950435_12957462
chrX	12951113	12957462	chrX_12951113_12957462
chrX	12959219	12960790	chrX_12959219_12960790
chrX	12959260	12960736	chrX_12959260_12960736
chrX	12967887	12970056	chrX_12967887_12970056
chrX	12970475	12973213	chrX_12970475_12973213
chrX	12970710	12973967	chrX_12970710_12973967
chrX	12973824	12974615	chrX_12973824_12974615
chrX	12984523	12985071	chrX_12984523_12985071
chrX	12988614	13079070	chrX_12988614_13079070
chrX	13003954	13004783	chrX_13003954_13004783
chrX	13003954	13004879	chrX_13003954_13004879
chrX	13022197	13022949	chrX_13022197_13022949
chrX	13030754	13079070	chrX_13030754_13079070
chrX	13034734	13079070	chrX_13034734_13079070
chrX	13052846	13055328	chrX_13052846_13055328
chrX	13052994	13055328	chrX_13052994_13055328
chrX	13054217	13054689	chrX_13054217_13054689
chrX	13062071	13062167	chrX_13062071_13062167
chrX	13079204	13090434	chrX_13079204_13090434
chrX	13079204	13090434	chrX_13079204_13090434
chrX	13079730	13090434	chrX_13079730_13090434
chrX	13079730	13090434	chrX_13079730_13090434
chrX	13082807	13090434	chrX_13082807_13090434
chrX	13091144	13093986	chrX_13091144_13093986
chrX	13094298	13095732	chrX_13094298_13095732
chrX	13094467	13095732	chrX_13094467_13095732
chrX	13107381	13108194	chrX_13107381_13108194
chrX	13115130	13123066	chrX_13115130_13123066
chrX	13115130	13123066	chrX_13115130_13123066
chrX	13122875	13128794	chrX_13122875_13128794
chrX	13128595	13128630	chrX_13128595_13128630
chrX	13128951	13130290	chrX_13128951_13130290
chrX	13129017	13134565	chrX_13129017_13134565
chrX	13129017	13130290	chrX_13129017_13130290
chrX	13129017	13134565	chrX_13129017_13134565
chrX	13130992	13134839	chrX_13130992_13134839
chrX	13131515	13134565	chrX_13131515_13134565
chrX	13139198	13153462	chrX_13139198_13153462
chrX	13153460	13154924	chrX_13153460_13154924
chrX	13155037	13157372	chrX_13155037_13157372
chrX	13157444	13159508	chrX_13157444_13159508
chrX	13159603	13161699	chrX_13159603_13161699
chrX	13159813	13161699	chrX_13159813_13161699
chrX	13159813	13162854	chrX_13159813_13162854
chrX	13161713	13189164	chrX_13161713_13189164
chrX	13161713	13189164	chrX_13161713_13189164
chrX	13178004	13178523	chrX_13178004_13178523
chrX	13184477	13184996	chrX_13184477_13184996
chrX	13189642	13191883	chrX_13189642_13191883
chrX	13193093	13194392	chrX_13193093_13194392
chrX	13193093	13194435	chrX_13193093_13194435
chrX	13193093	13194551	chrX_13193093_13194551
chrX	13195498	13211674	chrX_13195498_13211674
chrX	13201169	13202262	chrX_13201169_13202262
chrX	13212324	13214408	chrX_13212324_13214408
chrX	13212337	13213975	chrX_13212337_13213975
chrX	13235924	13236566	chrX_13235924_13236566
chrX	13257391	13258318	chrX_13257391_13258318
chrX	13257391	13258495	chrX_13257391_13258495
chrX	13259020	13262488	chrX_13259020_13262488
chrX	13262686	13285632	chrX_13262686_13285632
chrX	13262888	13285632	chrX_13262888_13285632
chrX	13262888	13285632	chrX_13262888_13285632
chrX	13262888	13285632	chrX_13262888_13285632
chrX	13262888	13285632	chrX_13262888_13285632
chrX	13263754	13272744	chrX_13263754_13272744
chrX	13263754	13285632	chrX_13263754_13285632
chrX	13285706	13287741	chrX_13285706_13287741
chrX	13286015	13287741	chrX_13286015_13287741
chrX	13286215	13287741	chrX_13286215_13287741
chrX	13288050	13294433	chrX_13288050_13294433
chrX	13294472	13302415	chrX_13294472_13302415
chrX	13294486	13296651	chrX_13294486_13296651
chrX	13297081	13299910	chrX_13297081_13299910
chrX	13297081	13299910	chrX_13297081_13299910
chrX	13297081	13299910	chrX_13297081_13299910
chrX	13303632	13329303	chrX_13303632_13329303
chrX	13304004	13307641	chrX_13304004_13307641
chrX	13304579	13308004	chrX_13304579_13308004
chrX	13305514	13307372	chrX_13305514_13307372
chrX	13305514	13329303	chrX_13305514_13329303
chrX	13315021	13329069	chrX_13315021_13329069
chrX	13315021	13329303	chrX_13315021_13329303
chrX	13321301	13329303	chrX_13321301_13329303
chrX	13329823	13331994	chrX_13329823_13331994
chrX	13330398	13331994	chrX_13330398_13331994
chrX	13330501	13331994	chrX_13330501_13331994
chrX	13331018	13331994	chrX_13331018_13331994
chrX	13332373	13333857	chrX_13332373_13333857
chrX	13335636	13337638	chrX_13335636_13337638
chrX	13335772	13337638	chrX_13335772_13337638
chrX	13335772	13337705	chrX_13335772_13337705
chrX	13338317	13341009	chrX_13338317_13341009
chrX	13344880	13345271	chrX_13344880_13345271
chrX	13345585	13346102	chrX_13345585_13346102
chrX	13359247	13368179	chrX_13359247_13368179
chrX	13370605	13380160	chrX_13370605_13380160
chrX	13370994	13380160	chrX_13370994_13380160
chrX	13373758	13380160	chrX_13373758_13380160
chrX	13380165	13384877	chrX_13380165_13384877
chrX	13380704	13384877	chrX_13380704_13384877
chrX	13381749	13384877	chrX_13381749_13384877
chrX	13385209	13385893	chrX_13385209_13385893
chrX	13385264	13385893	chrX_13385264_13385893
chrX	13385913	13387417	chrX_13385913_13387417
chrX	13385913	13387417	chrX_13385913_13387417
chrX	13387562	13388844	chrX_13387562_13388844
chrX	13387729	13389332	chrX_13387729_13389332
chrX	13390234	13390560	chrX_13390234_13390560
chrX	13395829	13396361	chrX_13395829_13396361
chrX	13396898	13401224	chrX_13396898_13401224
chrX	13401838	13402863	chrX_13401838_13402863
chrX	13404748	13409323	chrX_13404748_13409323
chrX	13409368	13411588	chrX_13409368_13411588
chrX	13409368	13412868	chrX_13409368_13412868
chrX	13409368	13413074	chrX_13409368_13413074
chrX	13413241	13421024	chrX_13413241_13421024
chrX	13456533	13457663	chrX_13456533_13457663
chrX	13528005	13529280	chrX_13528005_13529280
chrX	13528756	13529149	chrX_13528756_13529149
chrX	13529655	13530249	chrX_13529655_13530249
chrX	13534399	13536202	chrX_13534399_13536202
chrX	13543642	13544907	chrX_13543642_13544907
chrX	13552558	13554265	chrX_13552558_13554265
chrX	13552558	13555800	chrX_13552558_13555800
chrX	13552799	13554265	chrX_13552799_13554265
