chrom	txStart_minus500	txStart_plus500	paste_locus
chrX	11159952	11160952	chrX_11160452_11164670
chrX	11167529	11168529	chrX_11168029_11169058
chrX	11169310	11170310	chrX_11169810_11170678
chrX	11169336	11170336	chrX_11169836_11170678
chrX	11182430	11183430	chrX_11182930_11183476
chrX	11192657	11193657	chrX_11193157_11193491
chrX	11201747	11202747	chrX_11202247_11202806
chrX	11201795	11202795	chrX_11202295_11202806
chrX	11247735	11248735	chrX_11248235_11248885
chrX	11308032	11309032	chrX_11308532_11311208
chrX	11321078	11322078	chrX_11321578_11322357
chrX	11323793	11324793	chrX_11324293_11325308
chrX	11324884	11325884	chrX_11325384_11334071
chrX	11333686	11334686	chrX_11334186_11338824
chrX	11333686	11334686	chrX_11334186_11339588
chrX	11333686	11334686	chrX_11334186_11340084
chrX	11339372	11340372	chrX_11339872_11344734
chrX	11344005	11345005	chrX_11344505_11348001
chrX	11344302	11345302	chrX_11344802_11348001
chrX	11347619	11348619	chrX_11348119_11348865
chrX	11348548	11349548	chrX_11349048_11349847
chrX	11349497	11350497	chrX_11349997_11350474
chrX	11350107	11351107	chrX_11350607_11355300
chrX	11350107	11351107	chrX_11350607_11355539
chrX	11355380	11356380	chrX_11355880_11358724
chrX	11358735	11359735	chrX_11359235_11360929
chrX	11360429	11361429	chrX_11360929_11368098
chrX	11367944	11368944	chrX_11368444_11369183
chrX	11367944	11368944	chrX_11368444_11369283
chrX	11369164	11370164	chrX_11369664_11389291
chrX	11372524	11373524	chrX_11373024_11389291
chrX	11375262	11376262	chrX_11375762_11402861
chrX	11409446	11410446	chrX_11409946_11411667
chrX	11411282	11412282	chrX_11411782_11413190
chrX	11412966	11413966	chrX_11413466_11417422
chrX	11412966	11413966	chrX_11413466_11417422
chrX	11422331	11423331	chrX_11422831_11430197
chrX	11423456	11424456	chrX_11423956_11429992
chrX	11423456	11424456	chrX_11423956_11430197
chrX	11423456	11424456	chrX_11423956_11430197
chrX	11430022	11431022	chrX_11430522_11454338
chrX	11430832	11431832	chrX_11431332_11454338
chrX	11430832	11431832	chrX_11431332_11454386
chrX	11434178	11435178	chrX_11434678_11454338
chrX	11442038	11443038	chrX_11442538_11446012
chrX	11442676	11443676	chrX_11443176_11446010
chrX	11454285	11455285	chrX_11454785_11456619
chrX	11454285	11455285	chrX_11454785_11457131
chrX	11454285	11455285	chrX_11454785_11459227
chrX	11459285	11460285	chrX_11459785_11476504
chrX	11476557	11477557	chrX_11477057_11483106
chrX	11476557	11477557	chrX_11477057_11483233
chrX	11483017	11484017	chrX_11483517_11485060
chrX	11484749	11485749	chrX_11485249_11486238
chrX	11484749	11485749	chrX_11485249_11486269
chrX	11484749	11485749	chrX_11485249_11486566
chrX	11486045	11487045	chrX_11486545_11491573
chrX	11491836	11492836	chrX_11492336_11492998
chrX	11546921	11547921	chrX_11547421_11547497
chrX	11554549	11555549	chrX_11555049_11558637
chrX	11554784	11555784	chrX_11555284_11556438
chrX	11554784	11555784	chrX_11555284_11558646
chrX	11554784	11555784	chrX_11555284_11558654
chrX	11561142	11562142	chrX_11561642_11562779
chrX	11561434	11562434	chrX_11561934_11562779
chrX	11562299	11563299	chrX_11562799_11570326
chrX	11569954	11570954	chrX_11570454_11571358
chrX	11570120	11571120	chrX_11570620_11571410
chrX	11570120	11571120	chrX_11570620_11571718
chrX	11570882	11571882	chrX_11571382_11572442
chrX	11571216	11572216	chrX_11571716_11572442
chrX	11572206	11573206	chrX_11572706_11573640
chrX	11573230	11574230	chrX_11573730_11576152
chrX	11575617	11576617	chrX_11576117_11576620
chrX	11576382	11577382	chrX_11576882_11578806
chrX	11576382	11577382	chrX_11576882_11578806
chrX	11578564	11579564	chrX_11579064_11580084
chrX	11578564	11579564	chrX_11579064_11580100
chrX	11578564	11579564	chrX_11579064_11580171
chrX	11578564	11579564	chrX_11579064_11580432
chrX	11580271	11581271	chrX_11580771_11585580
chrX	11580271	11581271	chrX_11580771_11585750
chrX	11581456	11582456	chrX_11581956_11584175
chrX	11599337	11600337	chrX_11599837_11606000
chrX	11599337	11600337	chrX_11599837_11606288
chrX	11602742	11603742	chrX_11603242_11604194
chrX	11605789	11606789	chrX_11606289_11611652
chrX	11605993	11606993	chrX_11606493_11611652
chrX	11611426	11612426	chrX_11611926_11615128
chrX	11611515	11612515	chrX_11612015_11615128
chrX	11614596	11615596	chrX_11615096_11615840
chrX	11614728	11615728	chrX_11615228_11615840
chrX	11615623	11616623	chrX_11616123_11619948
chrX	11615623	11616623	chrX_11616123_11621280
chrX	11676843	11677843	chrX_11677343_11678551
chrX	11676843	11677843	chrX_11677343_11678551
chrX	11676843	11677843	chrX_11677343_11678589
chrX	11678469	11679469	chrX_11678969_11694740
chrX	11678469	11679469	chrX_11678969_11694740
chrX	11678469	11679469	chrX_11678969_11694740
chrX	11678469	11679469	chrX_11678969_11694740
chrX	11694636	11695636	chrX_11695136_11704394
chrX	11703809	11704809	chrX_11704309_11705025
chrX	11703809	11704809	chrX_11704309_11705300
chrX	11706074	11707074	chrX_11706574_11709951
chrX	11709619	11710619	chrX_11710119_11714211
chrX	11709619	11710619	chrX_11710119_11715030
chrX	11709751	11710751	chrX_11710251_11710301
chrX	11710323	11711323	chrX_11710823_11713847
chrX	11710323	11711323	chrX_11710823_11714211
chrX	11710323	11711323	chrX_11710823_11714317
chrX	11710323	11711323	chrX_11710823_11714905
chrX	11710323	11711323	chrX_11710823_11715030
chrX	11710323	11711323	chrX_11710823_11715565
chrX	11715562	11716562	chrX_11716062_11716720
chrX	11716255	11717255	chrX_11716755_11719894
chrX	11716467	11717467	chrX_11716967_11719894
chrX	11716511	11717511	chrX_11717011_11719894
chrX	11719744	11720744	chrX_11720244_11723854
chrX	11719983	11720983	chrX_11720483_11723854
chrX	11723745	11724745	chrX_11724245_11736617
chrX	11724167	11725167	chrX_11724667_11729099
chrX	11724167	11725167	chrX_11724667_11732770
chrX	11725889	11726889	chrX_11726389_11731765
chrX	11725889	11726889	chrX_11726389_11733895
chrX	11753772	11754772	chrX_11754272_11769508
chrX	11762973	11763973	chrX_11763473_11764590
chrX	11769268	11770268	chrX_11769768_11778784
chrX	11786880	11787880	chrX_11787380_11792253
chrX	11787987	11788987	chrX_11788487_11792253
chrX	11788343	11789343	chrX_11788843_11791910
chrX	11788343	11789343	chrX_11788843_11792253
chrX	11790295	11791295	chrX_11790795_11791777
chrX	11792032	11793032	chrX_11792532_11795887
chrX	11792378	11793378	chrX_11792878_11795887
chrX	11801195	11802195	chrX_11801695_11805121
chrX	11801195	11802195	chrX_11801695_11805364
chrX	11801195	11802195	chrX_11801695_11806353
chrX	11801195	11802195	chrX_11801695_11807117
chrX	11808005	11809005	chrX_11808505_11816551
chrX	11808854	11809854	chrX_11809354_11815743
chrX	11808854	11809854	chrX_11809354_11816551
chrX	11816397	11817397	chrX_11816897_11833391
chrX	11816397	11817397	chrX_11816897_11834386
chrX	11816397	11817397	chrX_11816897_11835726
chrX	11816397	11817397	chrX_11816897_11837460
chrX	11817836	11818836	chrX_11818336_11835726
chrX	11837042	11838042	chrX_11837542_11838026
chrX	11837132	11838132	chrX_11837632_11838026
chrX	11839107	11840107	chrX_11839607_11841381
chrX	11839107	11840107	chrX_11839607_11841503
chrX	11842161	11843161	chrX_11842661_11846099
chrX	11849276	11850276	chrX_11849776_11850072
chrX	11850408	11851408	chrX_11850908_11852530
chrX	11850848	11851848	chrX_11851348_11852530
chrX	11852191	11853191	chrX_11852691_11854931
chrX	11852234	11853234	chrX_11852734_11854771
chrX	11854521	11855521	chrX_11855021_11863827
chrX	11854521	11855521	chrX_11855021_11864754
chrX	11864150	11865150	chrX_11864650_11868893
chrX	11868669	11869669	chrX_11869169_11871168
chrX	11868669	11869669	chrX_11869169_11871168
chrX	11870798	11871798	chrX_11871298_11872779
chrX	11872818	11873818	chrX_11873318_11875346
chrX	11872940	11873940	chrX_11873440_11875346
chrX	11874805	11875805	chrX_11875305_11877168
chrX	11877236	11878236	chrX_11877736_11885283
chrX	11877236	11878236	chrX_11877736_11887162
chrX	11877236	11878236	chrX_11877736_11887162
chrX	11877236	11878236	chrX_11877736_11887162
chrX	11886783	11887783	chrX_11887283_11888240
chrX	11887851	11888851	chrX_11888351_11889186
chrX	11891231	11892231	chrX_11891731_11893745
chrX	11891506	11892506	chrX_11892006_11893745
chrX	11893442	11894442	chrX_11893942_11899920
chrX	11899495	11900495	chrX_11899995_11905371
chrX	11899944	11900944	chrX_11900444_11905371
chrX	11905951	11906951	chrX_11906451_11906868
chrX	11906908	11907908	chrX_11907408_11917260
chrX	11907783	11908783	chrX_11908283_11917260
chrX	11917305	11918305	chrX_11917805_11918678
chrX	11918624	11919624	chrX_11919124_11919589
chrX	11918624	11919624	chrX_11919124_11919657
chrX	11919503	11920503	chrX_11920003_11920474
chrX	11919503	11920503	chrX_11920003_11920574
chrX	11919503	11920503	chrX_11920003_11924662
chrX	11921146	11922146	chrX_11921646_11922760
chrX	11921146	11922146	chrX_11921646_11924662
chrX	11930779	11931779	chrX_11931279_11983915
chrX	11931046	11932046	chrX_11931546_11983915
chrX	11931351	11932351	chrX_11931851_11985087
chrX	11933204	11934204	chrX_11933704_11981176
chrX	11933204	11934204	chrX_11933704_11983915
chrX	11984653	11985653	chrX_11985153_11987764
chrX	11985033	11986033	chrX_11985533_11987764
chrX	11985033	11986033	chrX_11985533_11987764
chrX	11985033	11986033	chrX_11985533_11987764
chrX	11987561	11988561	chrX_11988061_11988948
chrX	11989617	11990617	chrX_11990117_11992768
chrX	11992414	11993414	chrX_11992914_11998500
chrX	11992414	11993414	chrX_11992914_12002307
chrX	11992414	11993414	chrX_11992914_12003914
chrX	12006675	12007675	chrX_12007175_12009904
chrX	12009210	12010210	chrX_12009710_12012211
chrX	12009499	12010499	chrX_12009999_12012211
chrX	12011876	12012876	chrX_12012376_12017058
chrX	12013923	12014923	chrX_12014423_12017058
chrX	12014982	12015982	chrX_12015482_12017058
chrX	12014982	12015982	chrX_12015482_12017375
chrX	12016724	12017724	chrX_12017224_12017961
chrX	12016776	12017776	chrX_12017276_12017961
chrX	12018139	12019139	chrX_12018639_12020719
chrX	12020567	12021567	chrX_12021067_12022746
chrX	12022336	12023336	chrX_12022836_12029032
chrX	12023086	12024086	chrX_12023586_12029032
chrX	12029253	12030253	chrX_12029753_12031465
chrX	12032131	12033131	chrX_12032631_12035283
chrX	12054837	12055837	chrX_12055337_12056635
chrX	12059294	12060294	chrX_12059794_12065144
chrX	12066699	12067699	chrX_12067199_12070139
chrX	12069936	12070936	chrX_12070436_12071263
chrX	12071507	12072507	chrX_12072007_12072818
chrX	12085968	12086968	chrX_12086468_12087025
chrX	12085985	12086985	chrX_12086485_12087025
chrX	12086710	12087710	chrX_12087210_12087695
chrX	12090763	12091763	chrX_12091263_12092272
chrX	12102443	12103443	chrX_12102943_12103840
chrX	12106699	12107699	chrX_12107199_12113357
chrX	12175939	12176939	chrX_12176439_12178626
chrX	12234061	12235061	chrX_12234561_12235877
chrX	12274134	12275134	chrX_12274634_12275155
chrX	12372617	12373617	chrX_12373117_12374448
chrX	12375095	12376095	chrX_12375595_12377755
chrX	12404115	12405115	chrX_12404615_12408477
chrX	12408360	12409360	chrX_12408860_12409825
chrX	12410517	12411517	chrX_12411017_12412181
chrX	12454228	12455228	chrX_12454728_12455443
chrX	12454228	12455228	chrX_12454728_12455683
chrX	12455270	12456270	chrX_12455770_12456060
chrX	12455270	12456270	chrX_12455770_12456258
chrX	12455908	12456908	chrX_12456408_12457763
chrX	12459295	12460295	chrX_12459795_12462161
chrX	12459295	12460295	chrX_12459795_12463112
chrX	12463027	12464027	chrX_12463527_12478431
chrX	12471163	12472163	chrX_12471663_12477497
chrX	12471163	12472163	chrX_12471663_12478431
chrX	12474691	12475691	chrX_12475191_12477497
chrX	12486469	12487469	chrX_12486969_12489448
chrX	12489790	12490790	chrX_12490290_12492982
chrX	12493894	12494894	chrX_12494394_12496597
chrX	12496687	12497687	chrX_12497187_12516565
chrX	12497200	12498200	chrX_12497700_12497808
chrX	12516133	12517133	chrX_12516633_12531233
chrX	12516133	12517133	chrX_12516633_12546982
chrX	12516133	12517133	chrX_12516633_12568452
chrX	12516898	12517898	chrX_12517398_12546982
chrX	12552623	12553623	chrX_12553123_12554235
chrX	12583884	12584884	chrX_12584384_12589683
chrX	12583884	12584884	chrX_12584384_12592193
chrX	12584444	12585444	chrX_12584944_12589348
chrX	12584444	12585444	chrX_12584944_12592193
chrX	12584925	12585925	chrX_12585425_12592193
chrX	12592054	12593054	chrX_12592554_12595624
chrX	12595546	12596546	chrX_12596046_12607707
chrX	12595546	12596546	chrX_12596046_12609910
chrX	12596175	12597175	chrX_12596675_12609910
chrX	12596400	12597400	chrX_12596900_12609910
chrX	12609476	12610476	chrX_12609976_12611608
chrX	12609768	12610768	chrX_12610268_12611608
chrX	12609768	12610768	chrX_12610268_12611667
chrX	12611366	12612366	chrX_12611866_12615530
chrX	12611607	12612607	chrX_12612107_12615780
chrX	12612007	12613007	chrX_12612507_12615530
chrX	12612676	12613676	chrX_12613176_12615780
chrX	12613477	12614477	chrX_12613977_12615780
chrX	12615815	12616815	chrX_12616315_12621216
chrX	12621711	12622711	chrX_12622211_12622771
chrX	12623791	12624791	chrX_12624291_12628445
chrX	12626592	12627592	chrX_12627092_12628423
chrX	12627869	12628869	chrX_12628369_12629598
chrX	12627869	12628869	chrX_12628369_12629640
chrX	12629377	12630377	chrX_12629877_12631111
chrX	12631104	12632104	chrX_12631604_12653341
chrX	12631104	12632104	chrX_12631604_12653442
chrX	12633048	12634048	chrX_12633548_12653442
chrX	12633126	12634126	chrX_12633626_12653341
chrX	12635835	12636835	chrX_12636335_12636430
chrX	12653125	12654125	chrX_12653625_12657275
chrX	12653299	12654299	chrX_12653799_12657275
chrX	12653299	12654299	chrX_12653799_12657834
chrX	12653534	12654534	chrX_12654034_12657275
chrX	12653898	12654898	chrX_12654398_12657275
chrX	12654199	12655199	chrX_12654699_12657275
chrX	12658914	12659914	chrX_12659414_12679702
chrX	12658914	12659914	chrX_12659414_12682554
chrX	12658961	12659961	chrX_12659461_12660632
chrX	12660033	12661033	chrX_12660533_12679702
chrX	12664716	12665716	chrX_12665216_12665268
chrX	12705353	12706353	chrX_12705853_12708841
chrX	12717123	12718123	chrX_12717623_12718460
chrX	12717123	12718123	chrX_12717623_12730953
chrX	12742046	12743046	chrX_12742546_12742926
chrX	12743711	12744711	chrX_12744211_12748367
chrX	12743963	12744963	chrX_12744463_12748367
chrX	12743963	12744963	chrX_12744463_12749785
chrX	12744857	12745857	chrX_12745357_12747753
chrX	12745816	12746816	chrX_12746316_12747753
chrX	12751366	12752366	chrX_12751866_12754571
chrX	12756535	12757535	chrX_12757035_12760617
chrX	12757259	12758259	chrX_12757759_12760617
chrX	12760141	12761141	chrX_12760641_12763611
chrX	12760377	12761377	chrX_12760877_12763611
chrX	12764765	12765765	chrX_12765265_12770978
chrX	12764765	12765765	chrX_12765265_12772851
chrX	12766069	12767069	chrX_12766569_12772851
chrX	12771343	12772343	chrX_12771843_12784958
chrX	12773080	12774080	chrX_12773580_12784958
chrX	12774995	12775995	chrX_12775495_12784958
chrX	12776071	12777071	chrX_12776571_12784958
chrX	12801160	12802160	chrX_12801660_12803786
chrX	12801160	12802160	chrX_12801660_12804232
chrX	12855187	12856187	chrX_12855687_12857722
chrX	12897002	12898002	chrX_12897502_12898669
chrX	12898267	12899267	chrX_12898767_12901114
chrX	12900852	12901852	chrX_12901352_12903162
chrX	12900852	12901852	chrX_12901352_12903516
chrX	12903244	12904244	chrX_12903744_12906018
chrX	12906604	12907604	chrX_12907104_12907842
chrX	12906604	12907604	chrX_12907104_12907942
chrX	12907485	12908485	chrX_12907985_12909622
chrX	12909452	12910452	chrX_12909952_12911897
chrX	12909558	12910558	chrX_12910058_12911897
chrX	12909558	12910558	chrX_12910058_12912070
chrX	12912059	12913059	chrX_12912559_12913009
chrX	12914343	12915343	chrX_12914843_12915722
chrX	12916976	12917976	chrX_12917476_12946692
chrX	12916976	12917976	chrX_12917476_12949730
chrX	12916976	12917976	chrX_12917476_12950417
chrX	12938016	12939016	chrX_12938516_12946692
chrX	12938016	12939016	chrX_12938516_12950417
chrX	12940771	12941771	chrX_12941271_12950417
chrX	12949935	12950935	chrX_12950435_12957462
chrX	12950613	12951613	chrX_12951113_12957462
chrX	12958719	12959719	chrX_12959219_12960790
chrX	12958760	12959760	chrX_12959260_12960736
chrX	12967387	12968387	chrX_12967887_12970056
chrX	12969975	12970975	chrX_12970475_12973213
chrX	12970210	12971210	chrX_12970710_12973967
chrX	12973324	12974324	chrX_12973824_12974615
chrX	12984023	12985023	chrX_12984523_12985071
chrX	12988114	12989114	chrX_12988614_13079070
chrX	13003454	13004454	chrX_13003954_13004783
chrX	13003454	13004454	chrX_13003954_13004879
chrX	13021697	13022697	chrX_13022197_13022949
chrX	13030254	13031254	chrX_13030754_13079070
chrX	13034234	13035234	chrX_13034734_13079070
chrX	13052346	13053346	chrX_13052846_13055328
chrX	13052494	13053494	chrX_13052994_13055328
chrX	13053717	13054717	chrX_13054217_13054689
chrX	13061571	13062571	chrX_13062071_13062167
chrX	13078704	13079704	chrX_13079204_13090434
chrX	13078704	13079704	chrX_13079204_13090434
chrX	13079230	13080230	chrX_13079730_13090434
chrX	13079230	13080230	chrX_13079730_13090434
chrX	13082307	13083307	chrX_13082807_13090434
chrX	13090644	13091644	chrX_13091144_13093986
chrX	13093798	13094798	chrX_13094298_13095732
chrX	13093967	13094967	chrX_13094467_13095732
chrX	13106881	13107881	chrX_13107381_13108194
chrX	13114630	13115630	chrX_13115130_13123066
chrX	13114630	13115630	chrX_13115130_13123066
chrX	13122375	13123375	chrX_13122875_13128794
chrX	13128095	13129095	chrX_13128595_13128630
chrX	13128451	13129451	chrX_13128951_13130290
chrX	13128517	13129517	chrX_13129017_13134565
chrX	13128517	13129517	chrX_13129017_13130290
chrX	13128517	13129517	chrX_13129017_13134565
chrX	13130492	13131492	chrX_13130992_13134839
chrX	13131015	13132015	chrX_13131515_13134565
chrX	13138698	13139698	chrX_13139198_13153462
chrX	13152960	13153960	chrX_13153460_13154924
chrX	13154537	13155537	chrX_13155037_13157372
chrX	13156944	13157944	chrX_13157444_13159508
chrX	13159103	13160103	chrX_13159603_13161699
chrX	13159313	13160313	chrX_13159813_13161699
chrX	13159313	13160313	chrX_13159813_13162854
chrX	13161213	13162213	chrX_13161713_13189164
chrX	13161213	13162213	chrX_13161713_13189164
chrX	13177504	13178504	chrX_13178004_13178523
chrX	13183977	13184977	chrX_13184477_13184996
chrX	13189142	13190142	chrX_13189642_13191883
chrX	13192593	13193593	chrX_13193093_13194392
chrX	13192593	13193593	chrX_13193093_13194435
chrX	13192593	13193593	chrX_13193093_13194551
chrX	13194998	13195998	chrX_13195498_13211674
chrX	13200669	13201669	chrX_13201169_13202262
chrX	13211824	13212824	chrX_13212324_13214408
chrX	13211837	13212837	chrX_13212337_13213975
chrX	13235424	13236424	chrX_13235924_13236566
chrX	13256891	13257891	chrX_13257391_13258318
chrX	13256891	13257891	chrX_13257391_13258495
chrX	13258520	13259520	chrX_13259020_13262488
chrX	13262186	13263186	chrX_13262686_13285632
chrX	13262388	13263388	chrX_13262888_13285632
chrX	13262388	13263388	chrX_13262888_13285632
chrX	13262388	13263388	chrX_13262888_13285632
chrX	13262388	13263388	chrX_13262888_13285632
chrX	13263254	13264254	chrX_13263754_13272744
chrX	13263254	13264254	chrX_13263754_13285632
chrX	13285206	13286206	chrX_13285706_13287741
chrX	13285515	13286515	chrX_13286015_13287741
chrX	13285715	13286715	chrX_13286215_13287741
chrX	13287550	13288550	chrX_13288050_13294433
chrX	13293972	13294972	chrX_13294472_13302415
chrX	13293986	13294986	chrX_13294486_13296651
chrX	13296581	13297581	chrX_13297081_13299910
chrX	13296581	13297581	chrX_13297081_13299910
chrX	13296581	13297581	chrX_13297081_13299910
chrX	13303132	13304132	chrX_13303632_13329303
chrX	13303504	13304504	chrX_13304004_13307641
chrX	13304079	13305079	chrX_13304579_13308004
chrX	13305014	13306014	chrX_13305514_13307372
chrX	13305014	13306014	chrX_13305514_13329303
chrX	13314521	13315521	chrX_13315021_13329069
chrX	13314521	13315521	chrX_13315021_13329303
chrX	13320801	13321801	chrX_13321301_13329303
chrX	13329323	13330323	chrX_13329823_13331994
chrX	13329898	13330898	chrX_13330398_13331994
chrX	13330001	13331001	chrX_13330501_13331994
chrX	13330518	13331518	chrX_13331018_13331994
chrX	13331873	13332873	chrX_13332373_13333857
chrX	13335136	13336136	chrX_13335636_13337638
chrX	13335272	13336272	chrX_13335772_13337638
chrX	13335272	13336272	chrX_13335772_13337705
chrX	13337817	13338817	chrX_13338317_13341009
chrX	13344380	13345380	chrX_13344880_13345271
chrX	13345085	13346085	chrX_13345585_13346102
chrX	13358747	13359747	chrX_13359247_13368179
chrX	13370105	13371105	chrX_13370605_13380160
chrX	13370494	13371494	chrX_13370994_13380160
chrX	13373258	13374258	chrX_13373758_13380160
chrX	13379665	13380665	chrX_13380165_13384877
chrX	13380204	13381204	chrX_13380704_13384877
chrX	13381249	13382249	chrX_13381749_13384877
chrX	13384709	13385709	chrX_13385209_13385893
chrX	13384764	13385764	chrX_13385264_13385893
chrX	13385413	13386413	chrX_13385913_13387417
chrX	13385413	13386413	chrX_13385913_13387417
chrX	13387062	13388062	chrX_13387562_13388844
chrX	13387229	13388229	chrX_13387729_13389332
chrX	13389734	13390734	chrX_13390234_13390560
chrX	13395329	13396329	chrX_13395829_13396361
chrX	13396398	13397398	chrX_13396898_13401224
chrX	13401338	13402338	chrX_13401838_13402863
chrX	13404248	13405248	chrX_13404748_13409323
chrX	13408868	13409868	chrX_13409368_13411588
chrX	13408868	13409868	chrX_13409368_13412868
chrX	13408868	13409868	chrX_13409368_13413074
chrX	13412741	13413741	chrX_13413241_13421024
chrX	13456033	13457033	chrX_13456533_13457663
chrX	13527505	13528505	chrX_13528005_13529280
chrX	13528256	13529256	chrX_13528756_13529149
chrX	13529155	13530155	chrX_13529655_13530249
chrX	13533899	13534899	chrX_13534399_13536202
chrX	13543142	13544142	chrX_13543642_13544907
chrX	13552058	13553058	chrX_13552558_13554265
chrX	13552058	13553058	chrX_13552558_13555800
chrX	13552299	13553299	chrX_13552799_13554265
chrX	13552299	13553299	chrX_13552799_13555800
chrX	13555971	13556971	chrX_13556471_13557866
chrX	13561170	13562170	chrX_13561670_13562874
chrX	13561170	13562170	chrX_13561670_13563359
chrX	13563322	13564322	chrX_13563822_13590570
chrX	13563322	13564322	chrX_13563822_13590570
chrX	13563322	13564322	chrX_13563822_13591760
chrX	13563322	13564322	chrX_13563822_13593224
chrX	13575707	13576707	chrX_13576207_13590570
chrX	13575707	13576707	chrX_13576207_13590570
chrX	13592973	13593973	chrX_13593473_13602506
chrX	13593076	13594076	chrX_13593576_13599509
chrX	13593076	13594076	chrX_13593576_13599780
chrX	13593076	13594076	chrX_13593576_13601654
chrX	13593076	13594076	chrX_13593576_13602365
chrX	13593076	13594076	chrX_13593576_13602506
chrX	13593076	13594076	chrX_13593576_13602578
chrX	13603858	13604858	chrX_13604358_13605651
chrX	13605180	13606180	chrX_13605680_13609529
chrX	13605643	13606643	chrX_13606143_13609529
chrX	13609170	13610170	chrX_13609670_13612062
chrX	13611630	13612630	chrX_13612130_13613228
chrX	13612692	13613692	chrX_13613192_13616403
chrX	13612692	13613692	chrX_13613192_13616586
chrX	13616488	13617488	chrX_13616988_13619203
chrX	13616488	13617488	chrX_13616988_13619207
chrX	13618775	13619775	chrX_13619275_13624408
chrX	13618843	13619843	chrX_13619343_13624408
chrX	13641674	13642674	chrX_13642174_13663657
chrX	13644678	13645678	chrX_13645178_13661942
chrX	13644678	13645678	chrX_13645178_13663657
chrX	13644678	13645678	chrX_13645178_13664568
chrX	13664083	13665083	chrX_13664583_13667811
chrX	13667513	13668513	chrX_13668013_13669294
chrX	13667513	13668513	chrX_13668013_13669573
chrX	13669198	13670198	chrX_13669698_13674475
chrX	13669198	13670198	chrX_13669698_13676232
chrX	13676393	13677393	chrX_13676893_13677882
chrX	13677398	13678398	chrX_13677898_13680398
chrX	13677796	13678796	chrX_13678296_13680201
chrX	13677796	13678796	chrX_13678296_13680500
chrX	13682451	13683451	chrX_13682951_13684616
chrX	13683879	13684879	chrX_13684379_13718285
chrX	13684052	13685052	chrX_13684552_13718285
chrX	13691791	13692791	chrX_13692291_13714435
chrX	13691791	13692791	chrX_13692291_13717835
chrX	13696161	13697161	chrX_13696661_13714435
chrX	13699765	13700765	chrX_13700265_13714435
chrX	13703036	13704036	chrX_13703536_13714435
chrX	13705220	13706220	chrX_13705720_13714435
chrX	13718233	13719233	chrX_13718733_13721977
chrX	13721745	13722745	chrX_13722245_13727113
chrX	13726703	13727703	chrX_13727203_13735689
chrX	13726703	13727703	chrX_13727203_13736257
chrX	13727021	13728021	chrX_13727521_13736278
chrX	13736069	13737069	chrX_13736569_13744683
chrX	13737441	13738441	chrX_13737941_13739177
chrX	13737638	13738638	chrX_13738138_13739177
chrX	13739243	13740243	chrX_13739743_13741101
chrX	13739281	13740281	chrX_13739781_13741952
chrX	13744427	13745427	chrX_13744927_13745476
chrX	13744439	13745439	chrX_13744939_13745476
chrX	13745076	13746076	chrX_13745576_13755406
chrX	13746139	13747139	chrX_13746639_13755406
chrX	13754821	13755821	chrX_13755321_13756013
chrX	13755663	13756663	chrX_13756163_13756826
chrX	13756678	13757678	chrX_13757178_13758598
chrX	13759045	13760045	chrX_13759545_13761167
chrX	13759045	13760045	chrX_13759545_13761547
chrX	13762251	13763251	chrX_13762751_13774943
chrX	13762251	13763251	chrX_13762751_13775189
chrX	13762251	13763251	chrX_13762751_13775867
chrX	13762251	13763251	chrX_13762751_13779488
chrX	13762251	13763251	chrX_13762751_13779488
chrX	13767163	13768163	chrX_13767663_13775867
chrX	13779346	13780346	chrX_13779846_13782170
chrX	13779515	13780515	chrX_13780015_13782170
chrX	13781958	13782958	chrX_13782458_13783381
chrX	13783213	13784213	chrX_13783713_13807627
chrX	13783213	13784213	chrX_13783713_13811493
chrX	13783213	13784213	chrX_13783713_13811493
chrX	13783213	13784213	chrX_13783713_13811493
chrX	13783213	13784213	chrX_13783713_13811493
chrX	13783213	13784213	chrX_13783713_13811493
chrX	13789837	13790837	chrX_13790337_13791111
chrX	13795888	13796888	chrX_13796388_13797638
chrX	13811183	13812183	chrX_13811683_13812870
chrX	13812470	13813470	chrX_13812970_13822307
chrX	13812960	13813960	chrX_13813460_13822307
chrX	13822325	13823325	chrX_13822825_13825910
chrX	13825540	13826540	chrX_13826040_13830317
chrX	13825829	13826829	chrX_13826329_13830317
chrX	13830240	13831240	chrX_13830740_13845866
chrX	13830248	13831248	chrX_13830748_13836365
chrX	13830248	13831248	chrX_13830748_13838098
chrX	13830248	13831248	chrX_13830748_13840011
chrX	13830248	13831248	chrX_13830748_13840011
chrX	13830248	13831248	chrX_13830748_13845866
chrX	13954735	13955735	chrX_13955235_13956574
chrX	13990232	13991232	chrX_13990732_13991420
chrX	13995844	13996844	chrX_13996344_13998767
chrX	13995844	13996844	chrX_13996344_13999805
chrX	13996156	13997156	chrX_13996656_13999805
chrX	13999709	14000709	chrX_14000209_14000889
chrX	14046271	14047271	chrX_14046771_14047495
chrX	14047510	14048510	chrX_14048010_14048734
chrX	14048779	14049779	chrX_14049279_14050003
chrX	14050048	14051048	chrX_14050548_14051272
chrX	14051317	14052317	chrX_14051817_14052541
chrX	14052586	14053586	chrX_14053086_14053811
chrX	14053856	14054856	chrX_14054356_14055080
chrX	14055125	14056125	chrX_14055625_14056349
chrX	14056394	14057394	chrX_14056894_14057618
chrX	14057663	14058663	chrX_14058163_14058889
