ID	HYB_2_Z30_downsamp	HYB_2_ZHR_downsamp	HYB_1_Z30_downsamp	HYB_1_ZHR_downsamp	Z30_2_downsamp	Z30_1_downsamp	ZHR_3_downsamp	ZHR_1_downsamp	chrom	start	end	ZHR_1	ZHR_3	Z30_1	Z30_2	HYB_1_ZHR	HYB_2_ZHR	HYB_1_Z30	HYB_2_Z30
3523	63	73	11	7	36	36	8	11	chr2L	3048512	3048792	15	27	92	36	17	20	196	150
3524	15	16	1	2	12	13	4	7	chr2L	3050512	3050752	8	16	29	12	5	7	30	32
3525	9	12	11	2	10	8	8	4	chr2L	3054952	3055222	7	24	20	10	4	22	31	33
3526	18	11	16	4	12	6	17	5	chr2L	3082111	3082571	7	51	16	12	11	37	27	46
3527	29	54	23	19	18	22	16	13	chr2L	3083241	3083671	24	63	74	18	39	40	132	76
3528	2	6	5	1	1	1	6	6	chr2L	3087199	3087429	11	17	4	1	5	12	16	4
3529	31	36	36	11	17	20	34	22	chr2L	3094397	3094597	35	101	51	17	48	76	105	87
3530	7	8	5	6	3	13	8	6	chr2L	3096036	3096386	10	26	22	3	10	13	22	27
3531	41	28	15	9	13	28	10	5	chr2L	3098135	3098415	8	22	68	13	23	35	100	93
3532	19	24	8	9	11	13	6	16	chr2L	3104442	3104692	23	28	33	11	20	20	66	48
3534	199	197	171	80	97	159	55	58	chr2L	3107453	3107852	87	189	443	97	194	389	511	468
3535	9	14	17	12	14	11	14	8	chr2L	3110164	3110444	17	33	38	14	26	39	37	21
3537	9	5	6	3	4	6	13	6	chr2L	3122112	3122312	13	33	18	4	12	16	21	22
3539	8	8	3	3	4	6	2	4	chr2L	3149326	3149626	10	16	10	4	5	4	16	20
354	7	1	2	3	7	5	7	8	chrX	5862296	5862616	10	15	17	7	8	6	2	14
3540	4	4	4	3	3	3	1	1	chr2L	3150666	3150888	2	11	8	3	10	10	8	15
3542	21	19	12	5	15	25	14	15	chr2L	3172235	3172435	23	42	64	15	16	39	62	52
3545	6	9	11	9	4	1	6	5	chr2L	3200909	3201289	10	19	8	4	16	20	22	18
3549	13	10	7	3	14	1	7	4	chr2L	3220744	3220974	8	20	13	14	6	16	21	36
3551	9	11	5	4	5	14	14	12	chr2L	3248773	3249023	23	25	34	5	8	13	20	39
3553	7	11	5	1	5	3	4	10	chr2L	3263705	3264005	14	22	8	5	6	10	21	26
3554	14	21	30	8	9	2	32	14	chr2L	3267924	3268254	26	104	11	9	23	72	51	35
3556	10	8	1	6	3	2	5	3	chr2L	3286037	3286372	6	28	4	3	9	2	18	18
3559	3	5	19	3	6	5	10	8	chr2L	3296998	3297388	15	18	10	6	20	37	12	7
356	13	16	14	30	34	16	29	22	chrX	5868496	5868706	41	100	30	34	62	38	35	37
3560	18	13	6	5	3	9	8	1	chr2L	3300528	3300759	5	26	16	3	12	14	31	42
3561	28	39	32	12	40	37	13	19	chr2L	3301159	3301389	44	45	102	40	41	72	105	82
3562	73	57	63	46	57	50	51	47	chr2L	3301829	3302069	84	189	119	57	113	147	174	156
3565	14	13	13	3	17	8	6	9	chr2L	3315994	3316454	12	19	23	17	8	26	28	32
3566	2	2	19	8	1	2	3	9	chr2L	3322384	3322714	15	27	5	1	22	35	4	10
3567	10	10	19	12	9	4	21	28	chr2L	3322994	3323244	41	66	12	9	28	40	29	26
3568	3	7	2	4	6	3	6	2	chr2L	3325273	3325683	6	12	13	6	7	8	13	11
3569	10	15	16	8	9	8	12	12	chr2L	3328663	3328933	18	38	18	9	22	25	35	17
357	9	4	5	10	1	3	8	1	chrX	5873776	5874016	2	25	5	1	19	10	6	19
3571	9	8	5	7	9	6	13	13	chr2L	3332442	3332732	15	42	17	9	13	18	23	31
3572	6	7	5	1	6	3	2	10	chr2L	3336052	3336282	12	10	10	6	4	12	22	15
3573	20	22	14	10	12	9	13	12	chr2L	3345223	3345453	18	41	26	12	27	33	42	40
3574	5	8	8	9	5	3	4	3	chr2L	3349673	3349873	3	9	8	5	14	18	25	10
3575	27	24	9	9	7	17	9	5	chr2L	3351242	3351502	8	38	41	7	19	16	65	59
3576	204	210	111	79	139	131	78	69	chr2L	3373344	3373554	110	262	380	139	162	264	581	480
3577	29	30	13	11	17	11	13	12	chr2L	3373724	3374064	20	43	34	17	17	31	83	63
3578	16	12	8	8	18	15	8	10	chr2L	3374404	3374704	19	15	27	18	23	33	38	32
3579	230	306	191	159	88	159	160	99	chr2L	3376523	3377033	145	505	411	88	366	416	848	611
358	4	10	5	10	9	11	3	18	chrX	5875476	5875716	24	15	32	9	29	11	19	10
3582	8	6	2	2	2	4	3	2	chr2L	3391221	3391501	6	17	7	2	6	2	21	12
3587	35	54	83	94	42	64	62	49	chr2L	3417043	3417263	80	204	153	42	234	207	157	85
3588	137	162	147	99	75	109	83	85	chr2L	3417443	3417673	135	303	324	75	265	323	432	338
3589	7	8	1	2	6	1	2	6	chr2L	3431039	3431309	6	6	4	6	4	5	12	21
359	9	5	11	17	25	17	10	14	chrX	5877446	5877696	24	43	44	25	45	26	19	25
3592	24	12	12	3	8	8	7	5	chr2L	3438052	3438282	9	17	16	8	7	20	33	51
3594	19	13	11	6	9	7	7	6	chr2L	3446104	3446443	11	26	30	9	10	19	29	35
3595	13	8	5	5	10	13	3	11	chr2L	3447173	3447393	15	19	25	10	14	16	30	31
3596	92	84	42	31	55	83	42	27	chr2L	3449772	3449972	42	152	237	55	73	100	241	223
3597	17	10	5	3	4	8	1	5	chr2L	3454222	3454482	11	8	22	4	4	14	34	38
3598	14	13	8	3	10	10	8	8	chr2L	3467019	3467259	11	29	23	10	12	14	33	23
3599	7	4	5	1	5	4	7	2	chr2L	3475869	3476109	2	17	12	5	2	10	12	27
36	8	12	13	7	14	19	9	23	chrX	4532324	4532644	36	31	45	14	15	27	23	25
360	19	18	22	27	24	22	29	28	chrX	5879066	5879356	47	89	71	24	66	47	48	38
3600	42	51	21	8	21	24	12	13	chr2L	3476539	3476749	20	50	89	21	11	49	123	92
3601	52	78	15	7	35	47	5	12	chr2L	3477919	3478199	19	30	145	35	22	31	195	150
3602	237	242	84	45	224	237	46	57	chr2L	3478209	3478438	106	178	613	224	98	173	628	585
3603	25	20	14	7	22	14	6	6	chr2L	3487329	3487549	12	26	29	22	16	24	63	54
3605	28	14	16	7	5	10	8	9	chr2L	3495848	3496198	15	38	31	5	13	34	38	54
3606	46	65	80	26	60	47	39	64	chr2L	3499272	3499532	95	136	158	60	83	165	197	119
3609	4	13	7	1	7	3	3	13	chr2L	3512665	3512905	20	11	19	7	4	12	25	12
361	12	10	9	20	31	26	21	22	chrX	5882406	5882636	38	74	70	31	38	20	27	37
3610	14	12	10	2	9	4	7	10	chr2L	3522605	3522965	11	24	13	9	7	20	35	27
3612	66	95	197	173	63	54	161	216	chr2L	3534120	3534340	325	524	151	63	427	452	248	168
3613	32	34	25	7	18	16	16	12	chr2L	3544209	3544618	20	49	38	18	18	45	89	79
3614	194	220	153	86	192	144	110	121	chr2L	3552489	3552789	229	369	480	192	207	340	538	465
3615	70	54	54	22	63	52	29	35	chr2L	3567407	3567737	70	99	139	63	54	119	144	153
3616	11	16	9	2	18	13	17	8	chr2L	3573006	3573296	16	47	42	18	8	15	33	26
3617	47	59	28	12	40	46	25	43	chr2L	3579115	3579385	61	77	107	40	27	63	153	111
3618	711	831	390	274	756	717	293	410	chr2L	3580845	3581155	669	966	1880	756	640	904	2145	1675
3619	88	174	61	43	195	129	65	88	chr2L	3582985	3583185	133	226	345	195	121	145	438	238
362	18	22	21	39	10	15	42	27	chrX	5885616	5885846	53	143	34	10	91	48	61	41
3620	61	94	38	23	94	78	35	50	chr2L	3583305	3583535	75	143	194	94	54	76	257	182
3621	13	18	5	3	3	19	5	2	chr2L	3585845	3586125	7	14	46	3	6	16	35	21
3623	110	125	35	46	133	97	81	81	chr2L	3594086	3594307	149	287	262	133	109	101	284	274
3624	12	15	4	9	14	9	8	6	chr2L	3594497	3594747	14	34	21	14	19	16	38	33
3625	55	43	19	9	43	37	19	16	chr2L	3595138	3595398	31	68	120	43	28	45	130	128
3626	32	32	17	11	34	29	14	15	chr2L	3611951	3612191	25	55	81	34	23	45	84	72
3628	5	8	5	3	9	9	5	5	chr2L	3623096	3623336	8	19	27	9	9	11	18	22
3629	13	21	18	6	18	19	15	14	chr2L	3627826	3628116	20	49	36	18	13	43	47	35
363	301	222	368	428	298	294	429	417	chrX	5887286	5887516	636	1404	809	298	987	896	553	679
3630	17	22	7	2	7	11	5	4	chr2L	3630557	3630817	7	21	33	7	7	29	44	38
3631	321	439	203	136	213	275	202	159	chr2L	3632818	3633088	247	653	797	213	298	474	1237	819
3632	6	18	5	1	14	7	6	11	chr2L	3638394	3638714	18	20	19	14	5	9	46	22
3633	43	40	20	16	12	21	5	5	chr2L	3648094	3648384	7	28	54	12	36	51	116	103
3635	82	81	61	39	74	80	42	57	chr2L	3667640	3667920	104	150	248	74	88	139	222	202
3638	11	13	2	2	4	2	6	5	chr2L	3682576	3682826	8	15	8	4	2	6	28	24
3639	18	7	6	5	10	10	7	7	chr2L	3684286	3684556	8	27	27	10	9	12	18	35
364	64	51	67	66	58	48	130	84	chrX	5888336	5888566	130	429	133	58	156	131	109	141
3640	4	14	7	4	9	5	7	9	chr2L	3691223	3691463	14	18	14	9	12	17	31	13
3642	8	11	9	3	6	2	19	9	chr2L	3705532	3705782	12	48	10	6	7	17	23	15
3643	33	26	48	25	9	15	45	25	chr2L	3713513	3713803	43	119	49	9	82	102	69	74
3646	28	48	8	8	28	17	7	14	chr2L	3750667	3751277	29	24	56	28	18	26	121	86
3647	3	5	3	1	2	2	2	4	chr2L	3752297	3752505	5	4	6	2	3	4	14	13
3648	13	15	7	5	8	10	6	7	chr2L	3756179	3756429	14	22	26	8	11	13	44	29
3649	52	86	7	10	37	58	7	7	chr2L	3770483	3770683	14	21	166	37	29	17	223	126
365	31	12	37	24	7	15	21	18	chrX	5892136	5892406	25	66	42	7	55	78	37	69
3650	117	151	89	50	80	94	49	58	chr2L	3773423	3773673	91	149	265	80	114	179	383	322
3651	64	90	40	30	26	57	24	43	chr2L	3780598	3780828	69	98	132	26	58	85	214	155
3652	22	19	24	9	13	9	19	14	chr2L	3784449	3784769	24	55	22	13	26	46	42	53
3654	11	50	25	10	7	28	6	14	chr2L	3789938	3790248	24	44	58	7	26	52	127	42
3655	13	14	11	2	9	7	8	10	chr2L	3791630	3791890	15	37	26	9	12	19	46	27
3656	19	17	4	10	16	9	10	6	chr2L	3792630	3793020	7	30	29	16	17	9	35	42
3657	7	9	8	5	8	4	2	7	chr2L	3794410	3794720	15	14	15	8	16	16	15	21
366	35	19	34	51	25	21	34	37	chrX	5894106	5894356	51	124	45	25	103	77	43	68
3660	111	168	107	91	85	86	69	68	chr2L	3813143	3813523	109	221	250	85	198	274	390	279
3663	14	16	13	9	18	22	18	9	chr2L	3826357	3826627	18	37	42	18	18	26	43	29
3665	18	10	13	7	15	6	9	21	chr2L	3838198	3838548	28	31	23	15	15	28	32	32
3666	3	4	11	4	2	7	3	7	chr2L	3840307	3840507	14	20	12	2	7	24	13	11
3667	16	24	11	11	11	13	11	9	chr2L	3846086	3846386	13	34	42	11	23	27	65	42
3668	16	17	6	4	8	7	4	8	chr2L	3847006	3847276	12	27	16	8	8	19	38	35
3669	14	5	6	7	6	9	6	3	chr2L	3848809	3849059	4	12	22	6	10	9	21	27
367	72	74	102	75	93	114	99	97	chrX	5894766	5895026	147	357	275	93	203	209	195	197
3671	17	10	3	4	9	11	7	4	chr2L	3854418	3854728	6	16	25	9	8	8	33	40
3673	56	51	24	12	36	25	22	13	chr2L	3857710	3857950	17	71	78	36	25	50	123	138
3676	4	10	7	2	6	8	7	7	chr2L	3869970	3870178	9	15	18	6	6	9	33	17
3677	6	20	13	6	13	11	14	14	chr2L	3873091	3873321	19	28	27	13	16	28	37	21
3678	9	13	8	3	13	17	6	16	chr2L	3874692	3874962	26	23	36	13	14	12	41	20
3679	10	9	22	3	6	3	8	15	chr2L	3875202	3875512	17	24	9	6	15	35	27	18
368	95	66	68	69	38	55	59	48	chrX	5895106	5895376	74	215	137	38	152	162	145	206
3680	21	15	7	7	16	9	2	8	chr2L	3877743	3878193	16	18	28	16	20	19	40	45
3681	9	11	9	8	2	4	6	2	chr2L	3878993	3879264	2	25	15	2	13	20	35	15
3683	197	250	161	96	80	110	96	77	chr2L	3888489	3888849	124	299	283	80	220	355	657	510
3684	318	410	168	109	263	248	127	158	chr2L	3889469	3889729	249	497	713	263	228	405	1082	778
3688	7	10	4	1	6	3	2	2	chr2L	3899485	3899755	3	10	10	6	3	19	26	20
369	8	11	18	11	19	11	29	21	chrX	5901040	5901240	26	92	34	19	27	33	35	19
3691	10	5	6	1	10	4	4	5	chr2L	3913330	3913600	9	11	11	10	10	11	12	27
3695	375	416	222	124	368	342	178	207	chr2L	3933534	3933874	343	600	986	368	306	491	1105	904
3696	36	36	16	6	20	19	10	12	chr2L	3934274	3934474	22	33	54	20	10	51	81	89
3697	57	57	17	9	16	25	9	10	chr2L	3934584	3934934	22	49	65	16	14	40	152	134
37	6	10	8	12	10	8	11	8	chrX	4538255	4538495	14	38	16	10	24	23	15	16
370	16	7	15	16	36	14	10	25	chrX	5913408	5913648	38	41	48	36	29	30	30	44
3702	8	9	2	1	2	4	4	1	chr2L	3964613	3964833	1	14	17	2	3	6	23	12
3703	8	8	8	2	3	3	6	2	chr2L	3968543	3968813	3	12	4	3	5	11	25	19
3704	10	13	6	4	4	3	3	1	chr2L	3971863	3972123	4	7	7	4	10	10	26	22
3707	3	5	3	3	3	3	5	1	chr2L	3991362	3991562	8	7	9	3	3	8	13	9
3709	7	16	9	6	6	3	3	7	chr2L	4010782	4011112	9	17	13	6	12	23	33	20
371	9	5	26	17	3	5	15	7	chrX	5925614	5925813	10	39	14	3	33	45	14	26
3710	422	473	181	100	270	307	132	140	chr2L	4028728	4028978	209	399	900	270	253	404	1281	994
3711	49	66	23	22	35	23	29	16	chr2L	4029718	4030038	23	88	79	35	57	65	141	126
3712	6	8	95	76	1	4	49	31	chr2L	4030468	4030738	53	172	14	1	184	189	25	26
3713	16	22	7	4	5	10	11	6	chr2L	4044332	4044542	11	40	17	5	10	18	47	29
3715	16	32	3	5	7	11	10	7	chr2L	4047693	4047993	10	26	33	7	7	13	76	48
3717	136	157	87	72	86	73	106	75	chr2L	4054359	4054569	121	335	201	86	166	199	402	333
3718	33	53	16	9	10	17	16	8	chr2L	4056871	4057172	12	49	41	10	24	39	105	84
3719	32	51	40	21	20	24	36	32	chr2L	4063501	4063871	54	125	63	20	51	84	147	91
372	20	16	27	25	18	18	23	16	chrX	5936291	5936511	28	74	53	18	55	71	47	53
3720	15	10	8	3	3	7	2	7	chr2L	4064471	4064771	12	10	15	3	8	14	22	45
3721	5	5	8	6	4	1	3	7	chr2L	4071047	4071307	8	14	8	4	16	14	11	6
3722	3	3	18	5	3	1	7	3	chr2L	4081265	4081485	4	20	4	3	25	31	7	5
3724	24	32	27	17	12	22	10	15	chr2L	4089613	4089863	20	55	66	12	48	66	84	63
3725	2	9	19	14	2	6	11	12	chr2L	4092746	4092976	23	41	13	2	26	50	27	13
3726	30	22	20	11	12	25	15	29	chr2L	4098234	4098464	39	41	44	12	28	42	49	64
3727	27	28	17	6	19	16	12	18	chr2L	4099074	4099414	28	38	44	19	18	41	80	59
3728	9	8	3	1	1	9	6	3	chr2L	4102634	4102834	3	18	17	1	5	12	26	24
3729	3	6	3	3	4	6	3	1	chr2L	4106734	4107064	2	9	15	4	6	16	16	11
373	8	8	6	17	3	14	14	17	chrX	5938373	5938692	30	56	26	3	38	25	30	16
3730	19	28	20	26	17	11	31	29	chr2L	4110144	4110354	42	99	57	17	60	53	89	64
3732	16	25	7	6	11	14	14	5	chr2L	4121605	4121805	9	51	39	11	12	11	50	36
3733	11	13	13	6	6	8	9	7	chr2L	4125570	4125770	13	31	20	6	11	23	34	20
3734	11	7	4	4	6	5	4	11	chr2L	4126180	4126430	16	16	16	6	6	9	18	25
3735	13	14	5	3	2	3	5	2	chr2L	4130925	4131445	4	19	6	2	6	11	37	34
3738	12	9	8	4	9	12	2	3	chr2L	4149390	4149610	4	20	26	9	9	11	22	27
3744	14	16	3	6	12	11	7	11	chr2L	4160751	4160971	13	21	34	12	12	7	48	40
3748	15	5	4	3	5	4	3	4	chr2L	4177906	4178136	10	14	15	5	6	10	23	35
3749	22	39	36	22	9	23	37	31	chr2L	4179576	4179816	53	127	58	9	70	78	91	70
375	18	15	17	19	9	12	17	25	chrX	5954597	5954976	36	54	35	9	56	40	30	43
3750	5	10	6	18	6	3	35	19	chr2L	4180776	4181024	34	117	10	6	42	22	26	13
3752	21	28	4	6	30	21	28	17	chr2L	4185224	4185554	30	80	54	30	20	15	74	54
3753	28	44	18	13	21	11	9	10	chr2L	4187356	4187616	18	42	40	21	30	49	117	76
3754	12	5	4	3	7	3	3	3	chr2L	4188698	4188938	6	7	7	7	7	6	17	30
3755	13	8	8	2	7	16	2	4	chr2L	4190640	4190900	10	5	38	7	7	13	25	29
3757	152	206	78	53	99	85	81	88	chr2L	4197525	4197725	133	242	284	99	140	183	536	378
3758	116	166	47	17	61	58	49	39	chr2L	4197985	4198205	58	154	140	61	48	111	407	261
3759	20	20	8	3	9	20	7	8	chr2L	4199105	4199315	19	26	46	9	7	17	55	39
3760	13	10	13	2	16	10	13	14	chr2L	4200045	4200305	20	26	29	16	9	29	28	29
3761	15	8	10	7	12	2	6	12	chr2L	4201505	4201825	21	28	19	12	17	22	28	35
3762	23	20	2	5	9	16	2	13	chr2L	4201984	4202244	20	12	38	9	14	10	41	45
3763	25	17	15	4	13	13	11	8	chr2L	4210205	4210435	14	40	36	13	12	34	50	51
3764	535	513	306	166	358	392	234	199	chr2L	4211465	4211745	329	780	1078	358	402	700	1380	1269
3765	21	29	10	5	22	18	5	7	chr2L	4213535	4213765	14	23	47	22	8	26	68	57
3766	20	25	16	9	16	26	7	11	chr2L	4214935	4215265	22	32	63	16	18	40	58	50
3767	44	27	42	21	22	20	20	20	chr2L	4219185	4219526	33	48	53	22	46	96	70	108
3768	148	156	175	115	99	83	71	68	chr2L	4221204	4221460	112	291	218	99	269	376	397	318
3769	458	511	218	141	267	348	124	142	chr2L	4222402	4222652	228	444	984	267	338	535	1347	1130
377	18	5	6	16	9	10	13	11	chrX	5960109	5960459	25	52	29	9	24	24	13	30
3770	113	89	251	200	32	72	90	121	chr2L	4222862	4223092	208	292	211	32	492	563	251	259
3771	55	45	140	59	26	32	43	74	chr2L	4223372	4223692	119	157	108	26	158	308	120	148
3772	28	22	117	99	7	27	62	33	chr2L	4223942	4224282	52	198	58	7	259	293	71	60
3773	7	10	8	4	13	9	8	6	chr2L	4234569	4234879	14	21	30	13	10	20	28	24
3774	2	4	2	8	2	3	1	12	chr2L	4244394	4244664	26	14	7	2	21	16	9	7
3775	7	8	5	4	10	5	7	5	chr2L	4245454	4245693	7	12	9	10	6	12	15	17
3776	7	10	7	5	10	7	8	2	chr2L	4248313	4248733	3	26	29	10	8	15	29	18
3777	11	12	9	2	14	10	8	4	chr2L	4249023	4249273	9	22	39	14	4	13	34	26
3778	26	21	16	5	16	8	7	9	chr2L	4253344	4253574	10	25	25	16	13	35	61	54
378	30	29	48	42	50	26	44	54	chrX	5965179	5965489	78	162	100	50	102	100	66	92
3780	4	7	5	3	6	4	2	3	chr2L	4271542	4271802	7	10	8	6	5	14	20	24
3781	11	10	9	4	5	5	7	12	chr2L	4272782	4273112	13	18	13	5	14	20	20	20
3783	19	16	9	11	5	14	15	9	chr2L	4277733	4278114	16	79	31	5	36	36	44	49
3785	33	43	52	21	12	34	31	29	chr2L	4283575	4283905	48	120	74	12	52	113	141	102
3786	18	16	7	5	6	9	3	13	chr2L	4305843	4306223	29	28	33	6	14	16	46	44
3787	2	4	2	7	3	7	3	4	chr2L	4307980	4308260	7	25	13	3	15	11	11	11
3788	18	7	8	8	9	4	4	2	chr2L	4317998	4318228	4	11	18	9	13	15	20	41
3789	9	10	6	4	7	9	2	8	chr2L	4328126	4328436	11	9	17	7	11	11	29	26
379	2	4	10	6	4	1	9	8	chrX	5969229	5969539	8	34	6	4	14	19	9	7
3791	636	802	372	206	514	556	370	374	chr2L	4333397	4333899	593	1253	1538	514	495	836	2050	1548
3792	353	651	208	119	409	442	210	162	chr2L	4340212	4340562	247	716	1194	409	291	481	1789	883
3793	36	40	15	12	27	30	7	11	chr2L	4356675	4356875	18	28	68	27	25	36	93	83
3795	9	18	2	4	18	9	1	5	chr2L	4364425	4364815	11	17	20	18	13	11	45	22
3796	35	55	37	24	43	50	36	51	chr2L	4366171	4366451	76	121	129	43	68	88	134	98
3797	7	19	2	2	5	2	7	3	chr2L	4367381	4367611	5	13	7	5	4	4	37	24
3798	126	183	66	31	95	113	46	54	chr2L	4375361	4375671	90	178	290	95	69	157	429	318
3799	29	39	18	9	18	31	14	19	chr2L	4377011	4377211	27	37	74	18	15	49	93	87
38	125	106	124	143	66	75	119	81	chrX	4548688	4548979	122	470	225	66	345	313	294	312
380	23	28	36	45	50	20	93	60	chrX	5970469	5970829	95	312	63	50	114	81	69	55
3800	53	82	29	29	40	45	29	22	chr2L	4382732	4383042	37	104	132	40	55	67	211	154
3801	190	235	110	98	80	84	84	70	chr2L	4393802	4394122	106	291	212	80	232	273	592	420
3802	14	9	5	2	10	10	6	8	chr2L	4395702	4395932	12	15	31	10	4	15	36	37
3803	17	10	5	4	10	7	4	9	chr2L	4398052	4398382	10	19	30	10	8	14	22	36
3804	12	18	9	4	23	12	10	16	chr2L	4398462	4398722	25	22	23	23	7	14	45	39
3805	1	5	5	11	4	3	5	5	chr2L	4409253	4409473	7	12	7	4	29	15	9	10
3807	8	6	4	4	7	7	4	4	chr2L	4416294	4416534	6	14	20	7	5	11	18	23
3808	25	30	16	10	25	27	52	45	chr2L	4419114	4419374	71	161	68	25	26	34	75	58
381	1	5	6	12	2	1	10	2	chrX	5971660	5971920	4	24	2	2	28	9	12	5
3811	21	17	6	5	8	16	4	3	chr2L	4443410	4443660	10	28	37	8	13	17	41	49
3813	102	143	66	54	74	64	58	40	chr2L	4458621	4458940	71	197	191	74	135	166	419	270
3814	20	14	1	5	8	8	5	9	chr2L	4466661	4466961	13	14	24	8	12	5	55	39
3815	13	10	11	2	11	11	4	7	chr2L	4474922	4475212	10	13	30	11	5	28	32	30
3816	8	15	11	3	6	12	4	11	chr2L	4477922	4478243	14	22	28	6	14	20	34	25
3818	4	8	3	1	10	9	1	3	chr2L	4481943	4482163	6	6	18	10	2	8	18	18
3819	5	6	7	2	18	13	9	6	chr2L	4483163	4483433	10	17	28	18	11	15	14	13
382	51	60	91	91	75	49	146	107	chrX	5973270	5973600	175	488	142	75	217	186	145	116
3820	9	8	5	1	6	9	11	13	chr2L	4487406	4487736	18	35	26	6	7	14	33	29
3821	22	25	11	6	26	17	14	12	chr2L	4499376	4499736	18	40	62	26	16	31	62	56
3822	13	14	8	2	14	8	4	13	chr2L	4500776	4501056	18	21	25	14	2	18	40	39
3823	22	23	10	1	21	10	5	11	chr2L	4508156	4508416	23	22	28	21	6	24	49	61
3824	22	17	3	7	20	15	5	12	chr2L	4511826	4512066	27	22	50	20	17	17	45	54
3827	12	16	17	8	6	11	6	12	chr2L	4534196	4534556	15	19	35	6	16	34	32	28
3828	16	28	18	2	27	26	17	19	chr2L	4548207	4548417	28	38	74	27	12	29	68	43
3829	13	10	3	2	20	22	4	15	chr2L	4557997	4558257	22	14	43	20	5	10	23	27
383	136	120	195	228	158	149	410	293	chrX	5973700	5974125	506	1317	372	158	542	446	356	314
3830	25	32	8	5	48	27	11	8	chr2L	4559247	4559737	14	32	65	48	9	19	67	58
3831	18	20	10	4	23	24	7	10	chr2L	4559887	4560187	19	24	56	23	14	29	49	43
3832	6	4	6	10	3	6	6	9	chr2L	4564248	4564478	12	27	16	3	18	11	17	12
3833	221	243	114	56	209	187	105	101	chr2L	4567508	4567708	157	373	561	209	139	239	649	498
3834	15	17	5	4	5	3	5	3	chr2L	4573607	4573837	6	19	16	5	8	15	38	41
3835	2	3	13	13	1	1	12	12	chr2L	4586912	4587122	20	34	2	1	35	35	5	10
3836	11	13	18	9	13	5	8	6	chr2L	4590212	4590442	13	23	11	13	17	40	34	26
3837	293	276	91	48	140	244	47	78	chr2L	4595042	4595372	120	137	721	140	134	209	666	710
3839	39	42	14	7	24	23	13	18	chr2L	4639800	4640070	26	38	67	24	20	33	128	99
384	14	10	11	19	9	11	30	12	chrX	5974805	5975065	26	103	23	9	51	23	35	25
3840	141	193	66	40	179	116	80	89	chr2L	4650498	4650768	142	298	317	179	116	154	454	356
3841	26	25	8	6	7	12	5	9	chr2L	4659853	4660083	14	15	34	7	19	18	60	53
3846	5	3	6	5	11	4	9	4	chr2L	4719878	4720158	10	15	14	11	10	11	15	12
3847	51	47	26	19	14	25	9	8	chr2L	4726139	4726529	12	25	61	14	42	52	128	110
3848	7	9	13	1	3	5	1	5	chr2L	4731161	4731461	8	5	10	3	9	19	18	22
3849	10	10	12	2	4	6	1	2	chr2L	4733210	4733510	8	7	19	4	6	19	24	29
385	11	4	15	12	8	3	8	8	chrX	5975725	5976045	16	29	8	8	20	24	5	25
3850	15	9	5	5	6	3	11	2	chr2L	4740699	4741039	3	31	8	6	11	9	23	28
3851	6	7	5	4	7	1	2	3	chr2L	4761067	4761277	7	7	3	7	6	10	17	8
3854	7	5	6	1	2	7	3	4	chr2L	4788746	4789056	4	16	10	2	2	12	15	15
3855	8	7	11	4	2	3	12	6	chr2L	4794836	4795086	11	32	5	2	8	16	16	14
3856	389	438	516	408	291	367	293	392	chr2L	4810597	4810887	650	967	1020	291	1024	1106	1193	887
3857	169	177	347	317	162	166	202	344	chr2L	4810907	4811166	506	690	418	162	790	790	458	368
3858	3	13	5	3	6	9	4	4	chr2L	4816724	4816934	9	16	25	6	4	9	34	10
3859	9	14	4	6	6	9	10	6	chr2L	4833858	4834068	12	21	25	6	6	15	37	15
3861	16	4	2	2	12	7	1	2	chr2L	4845437	4845727	5	6	27	12	2	5	15	28
3863	14	8	9	5	16	10	4	6	chr2L	4850807	4851047	10	18	21	16	9	17	26	33
3864	5	3	4	2	6	4	5	5	chr2L	4855738	4855958	9	10	10	6	4	11	16	13
3865	4	2	5	2	4	4	5	4	chr2L	4867741	4867971	8	9	12	4	5	9	12	11
3869	9	9	9	2	8	12	2	4	chr2L	4883997	4884247	6	11	22	8	5	19	18	22
3870	249	237	119	71	211	164	93	105	chr2L	4887487	4887767	178	307	483	211	173	276	671	584
3872	163	227	91	47	129	149	90	103	chr2L	4892080	4892410	164	325	424	129	137	195	614	395
3873	12	8	15	8	4	6	13	7	chr2L	4901598	4901828	11	25	21	4	17	23	23	33
3875	13	12	6	2	9	5	5	4	chr2L	4911050	4911260	8	16	20	9	4	13	31	24
3876	6	2	1	2	1	3	1	3	chr2L	4914270	4914510	5	3	6	1	2	5	7	13
3879	4	13	3	1	11	6	5	8	chr2L	4936204	4936474	13	18	24	11	2	7	30	18
388	8	1	6	3	9	1	7	3	chrX	5987115	5987365	8	23	8	9	10	15	5	15
3880	14	9	4	5	1	8	4	3	chr2L	4942344	4942644	5	17	21	1	9	8	27	29
3881	31	29	9	3	12	8	10	3	chr2L	4944754	4945044	14	35	25	12	11	20	74	66
3882	84	131	62	46	60	77	41	52	chr2L	4945514	4945714	83	183	211	60	107	143	352	203
3883	17	10	12	7	15	8	9	11	chr2L	4947595	4947815	14	28	26	15	20	26	23	30
3884	3	7	2	9	2	9	7	9	chr2L	4972728	4972928	16	18	31	2	15	10	21	12
3886	39	50	27	29	14	44	25	40	chr2L	4979198	4979528	62	96	116	14	66	56	133	95
