chrom	start	end	Paste_locus	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	trans_reg_diff	perc_cis
chrX	6571422	6572422	chrX_6571422_6572422	51.249359672876	65.6538562732138	58.662556057805	65.2376959318728	55.5372111686981	65.2470490539178	59.2376023467154	47.57810849997	52.2785766239579	47.5140176833199	48.0814963555265	42.9883121566874	6571422	6572422	-0.0577242900664001	0.581643154556015	0.137866256580875	0.236485482323184	-0.195966298361515	0.210124580183715	1	1	0.642369286586559	Ambig	Ambig	0.418697740099572	Conserved/Ambiguous	NA	-0.195590546647275	41.3445625478954
chrX	6590275	6591275	chrX_6590275_6591275	173.343422422963	168.405802336496	174.985840840359	102.895227729946	153.964545814213	171.224074183918	152.787695670217	141.573883829179	162.25591674593	94.3292998124734	137.566503461645	147.819459345802	6590275	6591275	0.188134021028497	0.00393546873185904	0.184338436495085	0.00783215268234003	0.00386562094706611	0.969938592849889	0.150826728899839	0.204118415551494	0.991596847488058	P1	P1	1.02059030447247	Conserved/Ambiguous	NA	0.003795584533412	97.9825102803511
chrX	6592032	6593032	chrX_6592032_6593032	14.7254947476363	11.7151862494954	12.467184589135	11.6685309796846	11.5473409360659	9.09504320145521	13.7573666652208	9.4493107473808	12.9385106025849	8.24507953916434	9.20078016679827	10.1060242613967	6592032	6593032	0.185532344314143	0.438503331617441	0.271277509831164	0.284278695478906	-0.0858474390983868	0.803372964837751	1	1	0.960285629867151	P1	P1	0.683920847067689	Conserved/Ambiguous	NA	-0.085745165517021	75.9832718094451
chrX	6599561	6600561	chrX_6599561_6600561	60.5252618761115	59.0640640078726	56.1023306511076	39.2486951134844	42.6151867878624	43.102596041679	62.1509270522916	53.0487620905589	56.6496950707771	38.2907083683225	45.4103021135528	40.2732608625808	6599561	6600561	0.340551314921196	0.00333570456125787	0.326407711630984	0.00523391179235546	0.0140868099986763	0.934748824443733	0.131578880262839	0.143036766755393	0.989068677778519	P1	P1	1.04333109416913	Conserved/Ambiguous	NA	0.014143603290212	95.8468510704518
chrX	6601824	6602824	chrX_6601824_6602824	32.3497089337837	33.4370940871014	50.5366232452438	53.0387771803844	28.8683523401649	42.3117227198134	32.5321258789339	30.5030382020714	25.002797515806	20.5428252924942	28.789537941272	30.3180727841901	6601824	6602824	-0.0655055456113333	0.61011933544229	0.099914866005512	0.520798994581982	-0.165931667104659	0.40859609264343	1	1	0.815154468398268	Ambig	Ambig	0.655613606164668	Conserved/Ambiguous	NA	-0.165420411616845	37.6560806014334
chrX	6654040	6655040	chrX_6654040_6655040	117.224214093388	115.931530593965	109.087865154931	114.033370937826	110.936953992919	123.771674871977	113.134109399875	98.8033193936659	103.333240082806	85.2457376083093	85.0330167028292	91.1050545355761	6654040	6655040	-0.0187441171565522	0.803283799697628	0.187329920488088	0.0249757875191701	-0.206272075119695	0.0674941530868136	1	0.562418415438531	0.370016489738066	Ambig	P1	0.100059387778068	Conserved/Ambiguous	NA	-0.20607403764464	47.6177009954958
chrX	6654178	6655178	chrX_6654178_6655178	108.296158222774	105.680742625656	100.071419157432	105.547166588965	101.726574912962	111.117701722127	103.90858116555	89.6855634093511	92.8425558104403	80.2148416183107	80.1358272592108	83.714081568286	6654178	6655178	-0.0136714737653631	0.861315581928318	0.159967780957878	0.0663191432180453	-0.173823652663977	0.13970251083537	1	1	0.530900049555365	Ambig	P1	0.0854639208189242	Conserved/Ambiguous	NA	-0.173639254723241	47.9509614152096
chrX	6660051	6661051	chrX_6660051_6661051	18.2039580738496	27.3354345821559	25.8248823632083	21.2155108721537	19.1080998822996	19.7718330466418	26.5436250952495	21.3852822177565	25.002797515806	18.3068715191615	19.2919584142544	15.234454483598	6660051	6661051	0.171643457593116	0.328554541392802	0.322217787665294	0.0729849069487104	-0.150765576746706	0.54758243044801	1	1	0.887244244081215	Ambig	P1	0.532693923686832	Conserved/Ambiguous	NA	-0.150574330072178	68.1521065129543
chrX	6661146	6662146	chrX_6661146_6662146	69.3373689691852	61.9928605702464	91.9454863448708	59.9338182138343	48.9387306338033	52.5930759040671	77.0412533252365	77.9153693205084	66.615845129525	59.3925221041499	61.7342669256142	60.4853093853742	6661146	6662146	0.323987029385058	0.00157571439466705	0.198743542385404	0.0467943981224648	0.125221749017234	0.385797306789158	0.0696756600959524	0.955044218997688	0.801890353007158	P1	P1	1.63017638458301	Conserved/Ambiguous	NA	0.125243486999654	61.3430552336086
chrX	6673886	6674886	chrX_6673886_6674886	78.6132711724207	74.6843123405331	62.0019805013233	55.1603282675997	75.6075894623366	77.1101488819028	72.5094148943402	59.6798573518787	77.4562188776367	39.6881794766555	60.8438688449563	63.6528692284986	6673886	6674886	0.034975592309847	0.721543485365271	0.244292063896058	0.0187040855502909	-0.209423370840476	0.140786215901354	1	0.438390075853027	0.531928618095901	Ambig	Ambig	0.143171217894039	Conserved/Ambiguous	NA	-0.209316471586211	53.8552617040883
chrX	6677923	6678923	chrX_6677923_6678923	81.7438881660127	80.0537727048852	95.5075390846237	57.2818793548151	62.4106283925469	75.9238388991043	120.255569791283	102.284644405859	101.934482179824	50.5884541216524	64.9990598880265	60.1836370193624	6677923	6678923	0.273986545321358	0.00369815666848033	0.612937020458618	2.46066551197148e-11	-0.339094624891591	0.010689448391316	0.143445912607447	1.99533327547054e-09	0.12348185073512	P1	P1	0.447006031902516	Conserved/Ambiguous	NA	-0.33895047513726	64.3917504216107
chrX	6679139	6680139	chrX_6679139_6680139	123.137601747951	142.290699655329	145.821534033633	101.304064414534	119.459991350492	121.794491567313	151.492884689961	120.520156374488	123.440384938175	94.8882882558065	90.6722045469959	91.5575630845939	6679139	6680139	0.182661655216467	0.0123898270861063	0.355488031601563	4.53028739659269e-06	-0.172817239660178	0.106121703013596	0.388646734685007	0.000214756302360705	0.468151471106853	P1	P1	0.513833487989821	Conserved/Ambiguous	NA	-0.172826376385096	67.287211218843
chrX	6681266	6682266	chrX_6681266_6682266	19.4793946267945	15.6202483326605	11.9106138485486	15.3812453823115	12.0972143139738	13.0494098107836	9.06367686179252	14.2568548118377	11.0152184859844	7.12710265249799	10.0911782474562	12.9719117385092	6681266	6682266	0.148110946247186	0.492559249255846	0.128363353956655	0.61065142623264	0.0202183727719169	0.952934896268707	1	1	0.989186881807531	Ambig	Ambig	1.153841354887	Conserved/Ambiguous	NA	0.019747592290531	86.6670271233203
chrX	6686462	6687462	chrX_6686462_6687462	17.6242141861474	21.4778414574082	19.1460334761716	11.6685309796846	15.3964545814213	9.88591652332088	16.994394115861	16.2461833902337	20.6316790689867	10.2015390908305	12.4655731292106	16.5919801306513	6686462	6687462	0.455028888936298	0.0281453718944441	0.316264902390175	0.130429122794473	0.139027160304919	0.642525342283269	0.752278226012998	1	0.919193381445973	P1	P1	1.43875872882958	Conserved/Ambiguous	NA	0.138763986546123	69.5043567738071
chrX	6687095	6688095	chrX_6687095_6688095	20.9867287348203	26.6032354415625	22.0402013272208	18.0331842413307	16.4962013372371	20.9581430294403	19.5840160763731	22.8772786515535	23.429194874951	16.4901590783287	19.5887577744737	21.4187379868407	6687095	6688095	0.226836103297201	0.207813102221287	0.136015785667108	0.4535586332267	0.0908456605215894	0.724084091641224	1	1	0.940711458253409	P1	P1	1.66771895030163	Conserved/Ambiguous	NA	0.090820317630093	59.9621416917482
chrX	6688795	6689795	chrX_6688795_6689795	28.4074504974087	29.2879656237385	27.8285370293193	41.3702462006998	24.4693653169017	25.7033829606343	32.0465717613379	24.0377203222845	26.5764001566609	25.7134683933261	25.2279456186404	22.9270998169	6688795	6689795	-0.0678137237960659	0.650577136647179	0.112243737162796	0.485796254235396	-0.180713541023588	0.40930410877895	1	1	0.815335324872462	Ambig	Ambig	0.604164878239133	Conserved/Ambiguous	NA	-0.180057460958862	38.4000263714551
chrX	6688819	6689819	chrX_6688819_6689819	20.0591385144967	22.4541069781995	21.1496881422826	34.4752051672498	16.3587329927601	17.3992130810447	25.4106654875255	18.0697345870966	23.429194874951	19.983836849161	21.6663532960088	17.9495057777046	6688819	6689819	-0.0690934825793116	0.690358293095838	0.115455753615551	0.519617881730462	-0.185392450620814	0.45548840154264	1	1	0.841476943937565	Ambig	Ambig	0.598441224587055	Conserved/Ambiguous	NA	-0.184549236194863	38.4846111021395
chrX	6699007	6700007	chrX_6699007_6700007	103.890104676237	104.704477104865	130.794124037801	72.6631247371266	87.2923987428795	98.4637285722759	128.995543908011	125.327700438945	138.477032395233	74.6249571849789	96.6081917513819	88.5408394244755	6699007	6700007	0.272455019294853	0.000909407468984799	0.413392947544642	1.48893283068318e-07	-0.140921849421193	0.219124175368256	0.0436208438190289	8.41470258057323e-06	0.653678554622472	P1	P1	0.659070312914399	Cis	NA	-0.140937928249789	74.5751257229167
chrX	6741036	6742036	chrX_6741036_6742036	22.6100116203865	28.3117001029472	25.4909399188564	21.7458986439576	18.4207581599147	21.7490163513059	30.4280580360178	27.5190453344774	26.0518659430426	14.6734466374959	20.9243548954606	22.0220827188644	6741036	6742036	0.210171690176436	0.219581335478577	0.376795470226798	0.0261566293029028	-0.166834980467351	0.488885345353134	1	0.585399421335598	0.860170102854392	P1	P1	0.557787199644229	Conserved/Ambiguous	NA	-0.166623780050362	69.3378951950306
chrX	6741848	6742848	chrX_6741848_6742848	27.0160651669233	34.1692932276949	26.8267096962638	19.0939597849384	26.9437955174872	28.4714395871641	17.479948233457	19.8932857839596	25.702176467297	13.6952168616628	21.8147529761185	22.1729189018704	6741848	6742848	0.16634951783357	0.292014498931298	0.0891277985474381	0.627706852614406	0.0773251961010066	0.750333073400387	1	1	0.945078853437871	Ambig	Ambig	1.86641564747087	Conserved/Ambiguous	NA	0.0772217192861319	53.5786335350903
chrX	6742185	6743185	chrX_6742185_6743185	17.3923166310665	21.4778414574082	22.0402013272208	15.3812453823115	18.6956948488687	16.6083397591791	12.6244070574967	16.0804060087007	18.0090080008952	10.3412862016637	15.8787657717325	12.3685670064855	6742185	6743185	0.183539610054438	0.336076603763293	0.190838962150174	0.382546290694676	-0.0069887623052861	0.978954008258099	1	1	0.994213483206966	P1	P1	0.961751248206894	Conserved/Ambiguous	NA	-0.00729935209573601	96.3160319983965
chrX	6742351	6743351	chrX_6742351_6743351	14.0298020823937	16.1083810930562	18.3668344393507	10.6077554360769	14.4341761700824	11.8630998279851	12.6244070574967	14.4226321933707	13.2882000783304	8.10533242833104	10.3879776076755	10.4076966274085	6742351	6743351	0.273125286943631	0.211073783435407	0.333200103310911	0.170401762348776	-0.0599746844858763	0.853461609531686	1	1	0.973709567986716	P1	P1	0.81970348817322	Conserved/Ambiguous	NA	-0.06007481636728	84.7244730438346
chrX	6743174	6744174	chrX_6743174_6744174	34.5527357070522	34.1692932276949	40.6296640628061	30.2321029928191	28.318478962257	30.0531862308955	48.7172631321348	40.7812358571171	36.7173949532815	23.8967559524933	27.6023405003948	27.9046938560953	6743174	6744174	0.210215832214636	0.141365689265749	0.463331211578198	0.00099839237492792	-0.253403240022004	0.209260254941617	1	0.0323256275340642	0.641391261192187	P1	P1	0.453705312660891	Conserved/Ambiguous	NA	-0.253115379363562	64.6707259740262
chrX	6744378	6745378	chrX_6744378_6745378	157.690337455003	156.690616087001	162.518656251224	164.420209259191	167.71138026191	179.528244063507	167.354319198098	139.087223106184	150.016785094836	155.398787246623	164.723644921711	162.299732914371	6744378	6745378	-0.0702813472146932	0.268370604179943	-0.0552525211271341	0.396033253550404	-0.014995177614473	0.867116368186419	1	1	0.975087496552589	P2	Ambig	1.27200253999231	Conserved/Ambiguous	NA	-0.0150288260875591	78.6161952165636
chrX	6745898	6746898	chrX_6745898_6746898	114.673340987499	107.877340047437	110.868891524808	91.7570845220649	88.6670821876492	82.6462621349625	125.596665084839	110.07618133791	115.5723717339	59.8117634366498	89.6334067862283	73.3063849408775	6745898	6746898	0.236870818444192	0.0039487511650294	0.455330716157328	5.69196155008735e-08	-0.218483784485894	0.065458618979662	0.151151697971022	3.37847216440062e-06	0.36326998144049	P1	P1	0.520217086260324	Conserved/Ambiguous	NA	-0.218459897713136	67.5774798259308
chrX	6747043	6748043	chrX_6747043_6748043	209.519441015581	179.876922205794	146.712047218571	167.602535890015	187.919226900026	200.88182375388	179.816874883062	166.606268440661	186.034801096626	142.821547271626	154.335667314036	183.4167985352	6747043	6748043	-0.0371029559582456	0.538114415014156	0.102448326183611	0.104005797440409	-0.139659984856106	0.108999987999447	1	1	0.473937319484248	Ambig	P1	0.362162636915595	Conserved/Ambiguous	NA	-0.139551282141857	42.3340876014259
chrX	6755821	6756821	chrX_6755821_6756821	33.5091967091882	41.4912846336295	34.2847576201213	24.3978375029768	32.8549343299972	26.8896929434328	24.9251113699294	31.9950346358683	33.2205001958261	17.8876301866616	31.4607321832457	27.3013491240717	6755821	6756821	0.261281292578059	0.0708318108960128	0.161925762799327	0.298740221496217	0.099391313802415	0.642291483375037	1	1	0.919193381445973	P1	P1	1.61358691823402	Conserved/Ambiguous	NA	0.099355529778732	61.9737299986569
chrX	6758109	6759109	chrX_6758109_6759109	30.7264260482175	19.03717765543	23.8212276970973	20.6851231003499	24.0569602834707	24.9125096387686	26.8673278403135	33.3212536881323	33.2205001958261	22.4992848441603	29.3831366617106	24.4354616469592	6758109	6759109	0.054674223610517	0.746501302379816	0.201890205662444	0.191124762847759	-0.147381225679567	0.51548257404724	1	1	0.874978870310051	Ambig	P1	0.270811669298763	Conserved/Ambiguous	NA	-0.147215982051927	57.830600764838
chrX	6759236	6760236	chrX_6759236_6760236	27.3639114995447	28.7998328633428	28.6077360661402	21.2155108721537	26.6688588285333	21.7490163513059	17.641799605989	30.0057060574724	36.3677054775359	15.6516764133289	24.1891478578729	31.0722536992197	6759236	6760236	0.196516034683414	0.225032482610832	0.169337014113669	0.295049313346939	0.0270550070793712	0.908155165968652	1	1	0.981507497225275	P1	P1	1.16050253816039	Conserved/Ambiguous	NA	0.027179020569745	86.1695659524526
chrX	6770724	6771724	chrX_6770724_6771724	74.9029102911265	76.6368433821157	74.8031075348102	43.4917972879152	63.7853118373167	57.3383158352611	85.2956733243689	70.1238323884575	74.6587030716723	57.5758096633171	76.7226346166888	65.4629034245696	6770724	6771724	0.318315604912703	0.00174581688951572	0.141168000149538	0.144885296544614	0.177179325172494	0.209508916372013	0.0762458088291307	1	0.641391261192187	P1	Ambig	2.25487082465937	Conserved/Ambiguous	NA	0.177147604763165	44.3484384588223
chrX	6770962	6771962	chrX_6770962_6771962	36.2919673701588	31.4845630455189	34.173443472004	29.1713274492114	32.5799976410432	30.0531862308955	45.9657897990907	32.1608120174013	37.067084429027	35.3560190408233	43.4811062721273	35.2956668233855	6770962	6771962	0.104628966023586	0.469460079294035	0.00914323302543091	0.947238275538714	0.0955587963610908	0.627078802786807	1	1	0.913832042566785	Ambig	Ambig	11.443322699156	Conserved/Ambiguous	NA	0.0954857329981551	8.73872061716618
chrX	6803183	6804183	chrX_6803183_6804183	131.833760063484	160.839744550364	175.987668173415	136.840045125392	115.748346049613	124.562548193843	159.747304689093	160.472505323941	152.289766687182	112.775918442468	131.778915937369	137.713435084406	6803183	6804183	0.217140023234018	0.00164789283678578	0.211845168793461	0.00202231589461766	0.00524934297049975	0.959451578531232	0.0724349493387964	0.0611531947598895	0.989383687598765	Ambig	P1	1.02499398249539	Conserved/Ambiguous	NA	0.005294854440557	97.5615483678702
chrX	6803595	6804595	chrX_6803595_6804595	135.776018499859	155.226217805814	142.704737886349	122.519575286688	111.761764059781	133.262154734365	132.07071998612	131.627240937199	139.52610082247	86.6432087166422	112.932156563443	119.613093123695	6803595	6804595	0.165434514039211	0.0195683544568697	0.233613913920604	0.00175738178225118	-0.0681237485193915	0.507297430074104	0.561915277491564	0.0538410360085232	0.871033698100073	P1	P1	0.708153513901726	Conserved/Ambiguous	NA	-0.068179399881393	77.4085784000753
chrX	6804484	6805484	chrX_6804484_6805484	55.0756693317107	55.6471346851031	51.427136430182	40.3094706570921	37.5288580422143	51.4067659212686	49.8502227398589	38.4603525156552	54.3767134784311	29.486640385825	42.4423085113598	37.8598819344861	6804484	6805484	0.226661037785351	0.0540889274338302	0.26194171847469	0.038373294867181	-0.0351495936400543	0.837310708471595	1	0.810789986902141	0.968333973467324	P1	Ambig	0.865310952013366	Conserved/Ambiguous	NA	-0.035280680689339	88.1298715074739
chrX	6804627	6805627	chrX_6804627_6805627	51.5972060054974	54.6708691643118	47.41982709796	36.0663684826614	35.4668328750597	46.2660893291417	42.7287623484505	34.8132501219293	48.6068371286298	26.5519510583258	37.8419184279606	34.3906497253499	6804627	6805627	0.265792318030099	0.0293415261429846	0.244357313677347	0.0683161488642425	0.0216566640726951	0.907262437500845	0.778884835121212	1	0.981378464824429	P1	Ambig	1.08771992141416	Conserved/Ambiguous	NA	0.021435004352752	91.9354311999624
chrX	6804884	6805884	chrX_6804884_6805884	18.551804406471	18.0609121346387	20.8157456979308	16.4420209259191	11.134935902635	13.4448464717164	14.8903262729449	11.9359714703757	20.2819895932412	10.0617919799972	13.9495699303071	10.4076966274085	6804884	6805884	0.336278987284507	0.0982342555835261	0.313669398259986	0.160760597399225	0.0231006864578783	0.94110510946295	1	1	0.989068677778519	P1	Ambig	1.07208095258875	Conserved/Ambiguous	NA	0.022609589024521	93.2765382674974
chrX	6817677	6818677	chrX_6817677_6818677	9.97159486847814	10.7389207287041	8.2372469606785	17.5027964695268	9.34784742443434	13.8402831326492	11.1677447047086	11.4386393257768	11.36490796173	6.98735554166469	8.01358272592108	9.35184334636709	6817677	6818677	-0.340367036637798	0.158122218789887	0.332731059334036	0.209480442466474	-0.678339927005044	0.0570718664626118	1	1	0.340352831882857	Ambig	P1	1.02294939738732	Conserved/Ambiguous	NA	-0.673098095971834	33.0802758678091
chrX	6820515	6821515	chrX_6820515_6821515	203.026309473317	201.354763663202	156.285063956657	141.083147299822	162.212646482831	171.224074183918	147.770303121725	145.220986222905	162.25591674593	94.7485411449732	125.694529052873	133.188349594228	6820515	6821515	0.166738485872442	0.00743636762955462	0.252494435722366	0.000347012949350334	-0.0857070934647381	0.362687875022147	0.25700760560746	0.012263524502647	0.784011161010611	Ambig	P1	0.660364991392451	Conserved/Ambiguous	NA	-0.085755949849924	74.6471981976214
chrX	6823995	6824995	chrX_6823995_6824995	89.3965074836819	89.5723615326002	69.4600284251809	58.3426548984228	73.8205009841359	97.6728552504103	67.4920223458479	52.0540978013609	75.1832372852907	48.492247459153	57.579075882544	56.7144048102262	6823995	6824995	0.0776805960931632	0.397892357935971	0.17903313367361	0.0918433305251424	-0.101329318570493	0.468305006577447	1	1	0.850273976507504	Ambig	Ambig	0.433889495755464	Conserved/Ambiguous	NA	-0.101352537580447	63.8524546824607
chrX	6843840	6844840	chrX_6843840_6844840	64.3515715349462	59.5521967682682	46.5293139130218	69.4807981063035	60.0736665364383	51.0113292603357	46.2894925441547	46.086112066173	46.5087002741566	58.2745452174835	66.483056689123	57.9210942742736	6843840	6844840	-0.0576234041392596	0.587859300130671	-0.273947425316414	0.014252878083558	0.216450941507685	0.163775876699676	1	0.346312714593549	0.576808612781001	P2	P2	0.210344755285448	Conserved/Ambiguous	NA	0.216324021177154	55.8766836771123
chrX	6849269	6850269	chrX_6849269_6850269	26.668218834302	30.0201647643319	26.938023844381	49.3260627777574	32.9924026744741	34.0075528402238	29.1332470557617	25.8612715191475	27.6254685838975	54.5013732249846	55.3530806808993	46.0050358168058	6849269	6850269	-0.329884680791773	0.0201759327715689	-0.634625558406447	1.31197714003939e-06	0.305100498512713	0.1231923993432	0.575509247375969	6.58774337184161e-05	0.503833714358717	P2	P2	0.519809951588016	Conserved/Ambiguous	NA	0.304740877614674	67.5588922566292
chrX	6859838	6860838	chrX_6859838_6860838	23.0738067305483	31.4845630455189	31.6132180653067	36.0663684826614	30.9303775073195	20.9581430294403	29.2950984282937	30.5030382020714	32.3462765064623	23.4775146199934	28.6411382611624	24.1337892809473	6859838	6860838	-0.0203233751659755	0.89126190523301	0.1891131396973	0.222593093363392	-0.210108774502283	0.33084828280515	1	1	0.758897587281273	Ambig	P1	0.107466753492146	Conserved/Ambiguous	NA	-0.209436514863275	47.4503333607975
chrX	6863387	6864387	chrX_6863387_6864387	34.5527357070522	23.186306118793	29.4982492510784	33.4144296236421	30.3805041294116	40.729976076082	30.7517607810818	24.3692750853505	30.7726738656073	32.7008239349908	24.9311462584211	28.8097109541309	6863387	6864387	-0.180607505764736	0.211518111332505	-0.00624222935762437	0.965055353034406	-0.174640247395232	0.404948279064669	1	1	0.812198682673986	Ambig	Ambig	28.9331736175536	Conserved/Ambiguous	NA	-0.174365276407112	3.45624027705452
chrX	6863602	6864602	chrX_6863602_6864602	39.1906868086699	27.8235673425516	34.8413283607077	38.1879195698767	34.9169594971518	44.2889060244775	36.0928560746381	27.8506000975434	34.0947238851899	40.6664092524885	28.789537941272	33.4856326273144	6863602	6864602	-0.141798629880012	0.293731536985625	-0.0486301615862897	0.728681504289714	-0.0931779925021466	0.631931797042836	1	1	0.915609758153027	Ambig	Ambig	2.91585767463272	Conserved/Ambiguous	NA	-0.0931684682937223	34.2952267080718
chrX	6867726	6868726	chrX_6867726_6868726	114.325494654877	128.134849603856	104.746613378358	158.585943769349	109.837207237103	125.748858176642	102.937472930358	90.6802276985491	113.998769093045	65.4016478699815	93.1949991088599	103.17194917605	6867726	6868726	-0.126768053574729	0.084243394042538	0.161284568911037	0.0550622821681426	-0.288334055256845	0.00964064765733452	1	1	0.115660461271421	Ambig	Ambig	0.785989970588278	Conserved/Ambiguous	NA	-0.288052622485766	35.8938837022749
chrX	6868007	6869007	chrX_6868007_6869007	138.094994050668	160.351611789968	129.792296704745	167.072148118211	129.632648841788	144.729817901418	129.804800770672	114.552170639301	130.08448497734	91.8138518174741	117.087347606514	129.869953568098	6868007	6869007	-0.0302838240387724	0.653334569109946	0.100019750873583	0.18316245214228	-0.130432348878905	0.196063446118125	1	1	0.625643167713891	Ambig	Ambig	0.302778439001	Conserved/Ambiguous	NA	-0.130303574912355	43.4258017646641
chrX	6875485	6876485	chrX_6875485_6876485	47.7708963466627	39.2946872118491	41.1862348033925	49.3260627777574	46.7392371221717	47.0569626510074	54.7057639158192	41.7759001463151	34.0947238851899	42.2036274716547	37.693518747851	40.1224246795749	6875485	6876485	-0.109542715539253	0.36634447349763	0.0841361178305906	0.508188763754695	-0.194148644178148	0.267174044228768	1	1	0.704589359464481	P2	Ambig	1.30197016886159	Conserved/Ambiguous	NA	-0.193678833369844	30.2849495561847
chrX	6969417	6970417	chrX_6969417_6970417	172.64772975772	168.161735956298	186.339883948322	196.773863339226	222.561249708223	225.003460070783	188.718700372323	161.798724376205	161.206848318693	187.400875627447	178.673214852018	190.355262953472	6969417	6970417	-0.200662752139566	0.000603152937199036	-0.0836840064709059	0.17094646624969	-0.11695648516536	0.167271057047939	0.0309288280995275	1	0.583519708894581	P2	Ambig	2.39786263351683	Conserved/Ambiguous	NA	-0.11697874566866	41.7038067995308
chrX	6971823	6972823	chrX_6971823_6972823	18.8996507390923	20.2575095564191	17.698949550647	19.6243475567422	11.6848092805429	17.3992130810447	18.7747592137131	12.1017488519087	13.637889554076	12.4374928641632	11.1299760082237	14.7819459345802	6971823	6972823	0.154429806241276	0.431449423301236	0.148803562275238	0.502502273588979	0.0059721197304326	0.985780133705794	1	1	0.996082297069443	Ambig	Ambig	1.03780987417244	Conserved/Ambiguous	NA	0.005626243966038	96.3567629183917
chrX	6973119	6974119	chrX_6973119_6974119	33.0454015990264	28.0676337227494	26.4927672519119	24.9282252747806	31.8926559186583	21.3535796903731	42.2432082308544	25.3639393745485	26.0518659430426	32.9803181566573	23.0019504169957	20.3628847057993	6973119	6974119	0.113697637801681	0.467335682066411	0.204204834084489	0.185725250693364	-0.0905048833674659	0.67764283356935	1	1	0.92855197002592	Ambig	P1	0.556782302982304	Conserved/Ambiguous	NA	-0.090507196282808	69.2896159786862
chrX	6983470	6984470	chrX_6983470_6984470	185.865890397331	154.738085045418	148.159131144096	135.779269581784	146.953660245887	161.73359432153	167.354319198098	132.290350463331	135.15498237565	141.843317495793	134.004911139014	132.585004862204	6983470	6984470	0.0949222992006485	0.14832801329073	0.0624767265525413	0.366333102742237	0.0324093917140546	0.735550324832248	1	1	0.943331010946578	Ambig	Ambig	1.51932254518523	Conserved/Ambiguous	NA	0.0324455726481072	65.818808729524
chrX	6985985	6986985	chrX_6985985_6986985	168.357624988724	155.71435056621	120.553222411011	99.7129010991226	127.570623674633	132.4712814125	129.157395280543	109.247294430245	134.630448162032	80.6340829508106	99.2793859933555	106.641181385186	6985985	6986985	0.211712590415174	0.00276797471489241	0.26364017071914	0.000745317169302236	-0.0518547980545793	0.622363143338602	0.113240481961607	0.0247310006003121	0.912376680303956	Ambig	P1	0.80303616037601	Conserved/Ambiguous	NA	-0.051927580303966	83.5447126217394
chrX	6991111	6992111	chrX_6991111_6992111	42.3213038022619	46.8607449979816	65.4527190929589	21.7458986439576	30.2430357849346	32.4258061964925	59.3994537192474	47.57810849997	36.7173949532815	38.4304554791558	43.4811062721273	34.3906497253499	6991111	6992111	0.605239199988572	3.9146597986678e-06	0.211338477711413	0.0899387874405929	0.394363365913165	0.0317279295091486	0.000341201820455255	1	0.24275188469483	P1	P1	2.86383817344913	Conserved/Ambiguous	NA	0.393900722277159	34.9181741227937
chrX	6995381	6996381	chrX_6995381_6996381	19.3634458492541	18.0609121346387	21.8175730309863	19.0939597849384	14.1592394811285	12.6539731498507	28.1621388205696	22.3799465069545	26.4015554187881	15.7914235241622	15.8787657717325	17.9495057777046	6995381	6996381	0.254809514238996	0.194964599484919	0.438569633337733	0.0145501348023004	-0.184146675286061	0.490340047307673	1	0.352387141174039	0.860808332153879	P1	P1	0.581001270652892	Conserved/Ambiguous	NA	-0.183760119098737	70.4722266002386
chrX	6998171	6999171	chrX_6998171_6999171	131.601862508403	156.934682467199	163.631797732397	134.718494038176	146.266318523502	162.919904304328	171.400603511398	151.520526721159	156.486040396128	123.536445976632	145.283286827347	133.49002196024	6998171	6999171	0.0183891347023746	0.785538743240164	0.17523916831342	0.0094363648221327	-0.156866433156613	0.0982520293457001	1	0.241524164516047	0.446456377981802	Ambig	P1	0.104937354356106	Conserved/Ambiguous	NA	-0.156850033611045	52.7687041005563
chrX	7008505	7009505	chrX_7008505_7009505	360.484749373239	320.459157199739	308.340190284857	330.961969605598	397.833388916367	391.086857662574	355.911168197889	332.715204736724	357.032954736194	243.159972849931	317.278516074431	312.532571188268	7008505	7009505	-0.123944105193828	0.00442812374621115	0.180447917327295	8.09510684269222e-05	-0.304502916176074	1.42387081281115e-06	0.166759819789549	0.00314445964772683	0.000228090620425063	Ambig	P1	0.686869136699534	Compensatory	Opposing	-0.304392022521123	37.2180388818031
chrX	7008810	7009810	chrX_7008810_7009810	165.227007995132	133.992442728604	180.885490690575	159.116331541153	183.520239876762	181.900864029104	187.423889392067	192.799094722875	184.286353717899	127.868606412464	172.588827967522	170.595722979696	7008810	7009810	-0.0884395936947432	0.160564275397722	0.180908351931952	0.00369839697199363	-0.269528588873413	0.0023513941209572	1	0.10479813832792	0.0481070246485688	Ambig	P1	0.488864072610696	Conserved/Ambiguous	NA	-0.269347945626695	40.1789720461129
