Gene	P_est.mean_RNA	P_p_value_RNA	H_est.mean_RNA	H_p_value_RNA	H_P_est_RNA	H_P_p_value_RNA	P_qvalue_RNA	H_qvalue_RNA	P_H_qvalue_RNA	Direction_parent_RNA	Direction_hybrid_RNA	P_H_ratio_RNA	Regulatory_class_RNA	perc_cis_RNA	chrom	start	end	Paste_locus	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	perc_cis	class	beg_first_exon	div_category	distance_to_exon1
CG5703	-0.162850777800996	0	-0.122972742781035	1.18619691846789e-09	-0.0398668758086245	0.170496177908339	0	2.99790096468128e-08	0.243290667423318	P2	P2	1.32428352916359	Cis	75.5125302080583	chrX	17631820	17632820	chrX_17631820_17632820	0.27736698578986	0.00282674463238646	0.102377681692182	0.289120673623952	0.175020067124817	0.19289724793942	0.0696190442402192	1	0.40995713091382	P1	Ambig	2.70925245820487	Conserved/Ambiguous	36.9105506196566	start	0	AccC_ExpD	17632820
CG5706	-0.104015996297969	0.00102306151790832	-0.000782420256143783	0.979323531950263	-0.103236132642329	0.0262812001417949	0.0152192616019715	1	0.0486177548589302	P2	Ambig	132.94133872584	Trans	0.752211471303343	chr3R	24252179	24253179	chr3R_24252179_24253179	0.0698404729049757	0.267195998203497	0.085768752732843	0.205473666602355	-0.0158770682922829	0.86111733968796	1	1	0.938430336185533	P1	P1	0.814288079045739	Conserved/Ambiguous	84.337517598305	end	0	AccC_ExpD	24253179
CG5709	0.0771309598675912	0.0236326246763464	-0.0489827720466304	0.152903885949869	0.126154753082309	0.00911218017910089	0.294525181689055	1	0.0190351899504099	P1	P2	1.57465485608214	Conserved/Ambiguous	27.9747287573383	chr2R	22212334	22213334	chr2R_22212334_22213334	0.0240260385521064	0.602709372501448	-0.0261727689321251	0.568266355759453	0.050238633535205	0.441667863281821	1	1	0.671877860951442	Ambig	Ambig	0.917978476576708	Conserved/Ambiguous	34.2703007588038	start	0	AccC_ExpC	22213334
CG5709	0.0771309598675912	0.0236326246763464	-0.0489827720466304	0.152903885949869	0.126154753082309	0.00911218017910089	0.294525181689055	1	0.0190351899504099	P1	P2	1.57465485608214	Conserved/Ambiguous	27.9747287573383	chr2R	22216764	22217764	chr2R_22216764_22217764	0.113278646882746	0.115907207414512	0.177671284568559	0.0172449369380947	-0.0643429018783472	0.533182485176182	1	0.297975950295169	0.746824699020075	Ambig	Ambig	0.637574311222107	Conserved/Ambiguous	73.3984985923899	end	0	AccC_ExpC	22217764
CG5721	0.0888597993388971	0.00306647652150815	-0.0144647461726544	0.638652915742884	0.103351515734744	0.0166753650488494	0.0430888133631027	1	0.0325153129957129	P1	Ambig	6.14319797100115	Trans	12.2801877537684	chr2R	18183590	18184590	chr2R_18183590_18184590	0.00748120244280907	0.922530344740724	0.0345413404818682	0.672669585693123	-0.0270304756036458	0.804121444304914	1	1	0.909466020021023	Ambig	Ambig	0.216586916965084	Conserved/Ambiguous	56.0722588340697	end	0	AccC_ExpD	18184590
CG5726	0.0809554610583638	0.000267198629730021	0.106052924494055	5.23799206257667e-06	-0.0250837930922793	0.433932309238068	0.00424121934764071	0.000105799236490179	0.524978229335871	Ambig	Ambig	0.763349633634119	Cis	80.8635995425837	chr2R	18179697	18180697	chr2R_18179697_18180697	-0.0996440769233335	0.263426447059287	0.152098941278093	0.0978615765626612	-0.252071090910288	0.0484973828879471	1	1	0.164480927367143	Ambig	P1	0.655126696386054	Conserved/Ambiguous	37.6629861528311	end	0	AccC_ExpD	18180697
CG5729	-0.0981043579414599	0.000594630633015347	-0.012631504913422	0.668541790077732	-0.0854640247934222	0.0379026429163214	0.00909126204101704	1	0.0666563720252549	Ambig	Ambig	7.76664052414024	Conserved/Ambiguous	12.8755798197664	chr2R	18170970	18171970	chr2R_18170970_18171970	0.254341029135213	0.0136197865155069	0.11227655336667	0.249311483796357	0.142070008592282	0.318590692567221	0.276773491281298	1	0.567141198165658	Ambig	P1	2.26530848613238	Conserved/Ambiguous	44.1440980829646	end	0	AccC_ExpD	18171970
CG5729	-0.0981043579414599	0.000594630633015347	-0.012631504913422	0.668541790077732	-0.0854640247934222	0.0379026429163214	0.00909126204101704	1	0.0666563720252549	Ambig	Ambig	7.76664052414024	Conserved/Ambiguous	12.8755798197664	chr2R	18172107	18173107	chr2R_18172107_18173107	0.0169165947277295	0.829474094410711	0.0542615167822788	0.504390738289747	-0.0373086137773513	0.736880735238019	1	1	0.873918682723987	Ambig	Ambig	0.311760447014527	Conserved/Ambiguous	59.2333000510269	end	0	AccC_ExpD	18173107
CG5733	0.129999341401481	3.57704473227218e-09	0.0724893297502517	0.00145573506709312	0.0574976528273624	0.0716418617648467	8.53810080269153e-08	0.0227086021656942	0.116182361348913	Ambig	Ambig	1.79335830320641	Cis	55.7613053795255	chr2R	18166640	18167640	chr2R_18166640_18167640	0.131632828222398	0.0206211626102997	0.236264392195723	0.00024722458855128	-0.104596119714301	0.223499989529587	0.398672039928069	0.00603442948456436	0.452440439330618	P1	P1	0.557142051745794	Conserved/Ambiguous	69.3068920062405	end	0	AccC_ExpD	18167640
CG5742	-0.0549087238677747	0.176835194819858	-0.243763032248998	3.16482484663538e-09	0.188848003809947	0.00123367171718304	1	7.84982919756881e-08	0.00321945204009863	P2	P2	0.225254516081367	Compensatory	56.3461076002855	chr2R	18147595	18148595	chr2R_18147595_18148595	0.20016607235537	0.00287670732604537	0.113707057391799	0.125732873856319	0.0864381771229668	0.389685435771434	0.0706650563472112	1	0.626603481859505	P1	Ambig	1.76036630396353	Conserved/Ambiguous	56.8063588668145	start	0	AccC_ExpC	18148595
CG5742	-0.0549087238677747	0.176835194819858	-0.243763032248998	3.16482484663538e-09	0.188848003809947	0.00123367171718304	1	7.84982919756881e-08	0.00321945204009863	P2	P2	0.225254516081367	Compensatory	56.3461076002855	chr2R	18147963	18148963	chr2R_18147963_18148963	0.153029090466286	0.0951057812333341	0.130936697639804	0.186657446077376	0.0222026809336217	0.871518661145528	1	1	0.940209026751224	P1	Ambig	1.16872575240332	Conserved/Ambiguous	85.5632724737724	start	0	AccC_ExpC	18148963
CG5742	-0.0549087238677747	0.176835194819858	-0.243763032248998	3.16482484663538e-09	0.188848003809947	0.00123367171718304	1	7.84982919756881e-08	0.00321945204009863	P2	P2	0.225254516081367	Compensatory	56.3461076002855	chr2R	18150910	18151910	chr2R_18150910_18151910	0.0976492931922446	0.062085014980114	0.0894371929633774	0.10269355414846	0.00824641310448571	0.915562164079885	1	1	0.967379217106164	Ambig	P1	1.09181974474791	Conserved/Ambiguous	91.5902102714662	end	0	AccC_ExpC	18151910
CG5745	0.102739712867551	0.000633229940119729	0.364212770068659	5.84891366605918e-11	-0.261466480341432	0	0.00964649497212126	1.73510012507653e-09	0	P1	Ambig	0.282087069182619	Conserved/Ambiguous	58.2101678182375	chr3R	21101698	21102698	chr3R_21101698_21102698	0.316894322825664	4.7617286476378e-06	0.647208348596643	2.82723591897095e-11	-0.330369494947324	0.00148153102677551	0.000207785946981467	1.37585871787436e-09	0.0107300897551601	P1	P1	0.489632625278696	Cis_+_Trans,same	66.2090572622785	start	0	AccD_ExpD_S	21102698
CG5746	0.443720438870109	6.01189733265778e-11	0.991498006282941	4.81328043518828e-11	-0.547772751918991	0	1.67655476103736e-09	1.73510012507653e-09	0	P1	P1	0.447525296125997	Cis_+_Trans,same	64.4132878625737	chr3R	24348291	24349291	chr3R_24348291_24349291	0.428559196490187	4.16586033598004e-11	0.901170212251155	2.16545900767546e-11	-0.472712864824386	2.03632632955753e-06	3.08507872371591e-09	1.09604503931104e-09	4.60718832062391e-05	P1	P1	0.475558546725186	Cis_+_Trans,same	65.5977963503809	end	0	AccD_ExpD_S	24349291
CG5757	-0.016882268554144	0.544027728286792	0.128931388564749	1.81878385517061e-05	-0.145842386138226	0.000379179559131693	1	0.000349805878554825	0.0011006998389711	Ambig	P1	0.130939942104678	Compensatory	46.9276482288996	chr2R	18094236	18095236	chr2R_18094236_18095236	0.117504632224773	0.10240211510127	0.205452282172924	0.00543969572311171	-0.0879069831363934	0.392890846747902	1	0.105060012228119	0.637114695885794	P1	P1	0.571931501475716	Conserved/Ambiguous	70.0246522511606	end	0	AccC_ExpC	18095236
CG5757	-0.016882268554144	0.544027728286792	0.128931388564749	1.81878385517061e-05	-0.145842386138226	0.000379179559131693	1	0.000349805878554825	0.0011006998389711	Ambig	P1	0.130939942104678	Compensatory	46.9276482288996	chr2R	18094400	18095400	chr2R_18094400_18095400	0.00170871861356976	0.979431238011122	0.060657223604638	0.320448938878212	-0.0589472667943287	0.486769129765743	1	1	0.712638315060969	Ambig	Ambig	0.0281700762419846	Conserved/Ambiguous	50.7143130323404	end	0	AccC_ExpC	18095400
CG5760	0.126558169201931	4.02026436338885e-06	0.508045273583506	5.54619892102106e-11	-0.381486561155558	0	7.82717513589806e-05	1.73510012507653e-09	0	P1	P1	0.249108053519031	Cis_+_Trans,same	57.1137471966703	chr3R	21107945	21108945	chr3R_21107945_21108945	0.557788681263311	3.06451175469473e-11	1.05641544252104	1.57743520390619e-11	-0.498805160961958	3.35780280289466e-05	2.74819530479434e-09	8.5843950314454e-10	0.000488123553041322	P1	P1	0.528001256714119	Cis_+_Trans,same	67.9348406077944	start	0	AccD_ExpD_S	21108945
CG5760	0.126558169201931	4.02026436338885e-06	0.508045273583506	5.54619892102106e-11	-0.381486561155558	0	7.82717513589806e-05	1.73510012507653e-09	0	P1	P1	0.249108053519031	Cis_+_Trans,same	57.1137471966703	chr3R	21110334	21111334	chr3R_21110334_21111334	0.122196063833965	0.241242590624757	0.630229768740784	3.246438679086e-08	-0.508512666844004	0.00115238261242157	1	1.1680947263317e-06	0.00917433712398751	Ambig	P1	0.193891291549296	Compensatory	55.3676528617045	end	0	AccC_ExpD	21111334
CG5785	-0.594335097871032	0	-0.97273578073128	0	0.378390195897024	6.18043540783136e-11	0	0	4.75641024070134e-10	P2	P2	0.610993354664331	Cis_+_Trans,same	71.9938960233224	chr2R	17860772	17861772	chr2R_17860772_17861772	-0.0937108536156319	0.591853357600153	0.0383099902435775	0.832314661382631	-0.132665691342551	0.593753548395578	1	1	0.785791256293134	Ambig	Ambig	2.44612052939225	Conserved/Ambiguous	22.491518018669	start	0	AccC_ExpD	17861772
CG5785	-0.594335097871032	0	-0.97273578073128	0	0.378390195897024	6.18043540783136e-11	0	0	4.75641024070134e-10	P2	P2	0.610993354664331	Cis_+_Trans,same	71.9938960233224	chr2R	17865463	17866463	chr2R_17865463_17866463	0.157502564431853	0.0341735543719442	0.109874630943996	0.140315559003644	0.0475771124720799	0.65332961411524	0.618098196390271	1	0.824229283572199	P1	P1	1.43347525337431	Conserved/Ambiguous	69.7605345921435	end	0	AccC_ExpD	17866463
CG5786	-0.0987689072471497	0.000257937778390671	0.0907184928862756	0.00135215528291002	-0.18952484645415	1.25765746128437e-06	0.00409935652512137	0.021197174391314	5.86774569476209e-06	P2	Ambig	1.08874060960168	Conserved/Ambiguous	32.3756548831388	chr3R	21115753	21116753	chr3R_21115753_21116753	-0.129560348688693	0.306208736629894	0.0939335127417712	0.528019457608152	-0.224115727622723	0.249057110914592	1	1	0.480673910830412	Ambig	Ambig	1.37927716005748	Conserved/Ambiguous	29.5921273288809	start	0	AccC_ExpD	21116753
CG5786	-0.0987689072471497	0.000257937778390671	0.0907184928862756	0.00135215528291002	-0.18952484645415	1.25765746128437e-06	0.00409935652512137	0.021197174391314	5.86774569476209e-06	P2	Ambig	1.08874060960168	Conserved/Ambiguous	32.3756548831388	chr3R	21117399	21118399	chr3R_21117399_21118399	0.0861985256750664	0.620598624704179	0.673092908008913	0.000292094145614412	-0.588700005886191	0.0217291098154653	1	0.0070582791542093	0.0922849839919762	Ambig	P1	0.128063339621348	Conserved/Ambiguous	53.4206109194807	end	0	AccC_ExpD	21118399
CG5792	-0.175359545682099	3.79805236594422e-07	-0.0594949782830865	0.0352586209956274	-0.11585063549335	0.00947080403313194	8.10412126831179e-06	0.448042397928425	0.0196318418570457	Ambig	P1	2.94746801734611	Trans	33.9274249666124	chr2L	12721343	12722343	chr2L_12721343_12722343	-0.489394598632027	0	-0.662798139653282	0	0.173572121398461	0.105928263455789	0	0	0.276703005561324	P2	P2	0.738376542348226	Cis	79.2629523440594	end	0	AccD_ExpD_S	12722343
CG5794	0.109460714946486	0.0202510553430952	0.0647261474396015	0.214963321480563	0.0447152217679452	0.526254871150791	0.25488813390043	1	0.614310145565919	P1	Ambig	1.69113595164347	Conserved/Ambiguous	59.1318515243074	chr3R	24649543	24650543	chr3R_24649543_24650543	0.143241781593557	0.221247287235119	0.00157539452095782	0.992558302870412	0.141818131619161	0.415650065656162	1	1	0.657255572217008	Ambig	Ambig	90.9243873124986	Conserved/Ambiguous	1.09981494465626	end	0	AccC_ExpC	24650543
CG5798	0.130086365562355	5.02870553153633e-05	0.295640719224614	6.03177759250186e-11	-0.165538428167552	0.000288406627224846	0.00086893544845162	1.73510012507653e-09	0.000861724043768782	P1	P1	0.440015049021449	Cis_+_Trans,same	64.1031824936976	chr3R	21133761	21134761	chr3R_21133761_21134761	0.111985841326898	0.209531325789557	0.144999923721301	0.11617526901496	-0.0329401952738684	0.795077858130452	1	1	0.902332631614046	Ambig	Ambig	0.772316553366896	Conserved/Ambiguous	81.4542219936645	start	0	AccC_ExpD	21134761
CG5798	0.130086365562355	5.02870553153633e-05	0.295640719224614	6.03177759250186e-11	-0.165538428167552	0.000288406627224846	0.00086893544845162	1.73510012507653e-09	0.000861724043768782	P1	P1	0.440015049021449	Cis_+_Trans,same	64.1031824936976	chr3R	21137714	21138714	chr3R_21137714_21138714	0.228144233301578	0.00501090617573947	0.148619162378904	0.0532247276915902	0.0794727207034388	0.480323323717813	0.113559628649026	0.80690517608099	0.706986303314858	Ambig	P1	1.53509298296222	Conserved/Ambiguous	65.1426337752084	end	0	AccC_ExpD	21138714
CG5802	0.29302068135717	6.33507525964336e-11	0.396755924761885	6.02622666568399e-11	-0.103716881418235	0.0024496988253313	1.67655476103736e-09	1.73510012507653e-09	0.00591527275537142	P1	P1	0.738541413169892	Cis_+_Trans,same	79.2733118978466	chr3R	21137769	21138769	chr3R_21137769_21138769	0.235287793184031	0.00251075976084897	0.135076134836056	0.0681858106041573	0.100172273714137	0.353593461533681	0.0625443866175133	1	0.592989475275785	Ambig	P1	1.74189018267071	Conserved/Ambiguous	57.4089003973129	start	0	AccC_ExpD	21138769
CG5802	0.29302068135717	6.33507525964336e-11	0.396755924761885	6.02622666568399e-11	-0.103716881418235	0.0024496988253313	1.67655476103736e-09	1.73510012507653e-09	0.00591527275537142	P1	P1	0.738541413169892	Cis_+_Trans,same	79.2733118978466	chr3R	21138191	21139191	chr3R_21138191_21139191	0.287850480436659	8.97978589460971e-05	0.119689735714939	0.0906224812568373	0.16815527637458	0.100657949455325	0.00309140335328322	1	0.266131068983432	Ambig	P1	2.40497214499849	Conserved/Ambiguous	41.5805231707009	start	0	AccD_ExpD_S	21139191
CG5802	0.29302068135717	6.33507525964336e-11	0.396755924761885	6.02622666568399e-11	-0.103716881418235	0.0024496988253313	1.67655476103736e-09	1.73510012507653e-09	0.00591527275537142	P1	P1	0.738541413169892	Cis_+_Trans,same	79.2733118978466	chr3R	21139865	21140865	chr3R_21139865_21140865	0.550945017986704	4.62257312007395e-05	0.132717682107948	0.251689122919241	0.418726339755626	0.0198887213512746	0.0016632389573307	1	0.0866887457652289	P1	Ambig	4.15125557677073	Conserved/Ambiguous	24.0890974190007	end	0	AccD_ExpD_S	21140865
CG5807	0.11987252399588	0.0170579457196948	0.156513697873852	0.00208661417691282	-0.0366047232971637	0.606784255481892	0.217178531136467	0.0318061664908921	0.687952406176863	Ambig	Ambig	0.765891584086753	Conserved/Ambiguous	81.0301580562511	chr3R	24804944	24805944	chr3R_24804944_24805944	0.15132421696896	0.068798586259474	0.163357253625567	0.0951591250179036	-0.0119255729355387	0.923958874512141	1	1	0.96698170183049	Ambig	P1	0.926339134690719	Conserved/Ambiguous	93.1392800381094	start	0	AccC_ExpC	24805944
CG5807	0.11987252399588	0.0170579457196948	0.156513697873852	0.00208661417691282	-0.0366047232971637	0.606784255481892	0.217178531136467	0.0318061664908921	0.687952406176863	Ambig	Ambig	0.765891584086753	Conserved/Ambiguous	81.0301580562511	chr3R	24805166	24806166	chr3R_24805166_24806166	0.14664337735795	0.120038579137204	0.242262392627423	0.0297997678183467	-0.0955719156212152	0.511929008071941	1	0.49085275191017	0.724805271836917	P1	P1	0.605308053666728	Conserved/Ambiguous	71.7004212026218	start	0	AccC_ExpC	24806166
CG5807	0.11987252399588	0.0170579457196948	0.156513697873852	0.00208661417691282	-0.0366047232971637	0.606784255481892	0.217178531136467	0.0318061664908921	0.687952406176863	Ambig	Ambig	0.765891584086753	Conserved/Ambiguous	81.0301580562511	chr3R	24813512	24814512	chr3R_24813512_24814512	0.407517035183901	0.00288616437190308	-0.00904838473246519	0.948857497384233	0.417581538853085	0.0387789671555925	0.0695108581405896	1	0.140192128101648	P1	Ambig	45.0375450683201	Conserved/Ambiguous	2.12596129017265	end	0	AccC_ExpC	24814512
CG5808	-0.00422180315357591	0.904326507560205	0.144065420074275	0.000687412737650144	-0.148324907870912	0.00758690635530646	1	0.0111272345086313	0.0162057270174271	Ambig	Ambig	0.0293047641231275	Compensatory	49.2779604956038	chr3R	24816507	24817507	chr3R_24816507_24817507	0.314766260522165	0.00432227025726492	0.412604370024955	0.00047852078775604	-0.0977750052803524	0.547978486004584	0.0995295024194587	0.0112129111496454	0.756442895076654	P1	P1	0.762876700756047	Conserved/Ambiguous	80.8326866538795	end	0	AccC_ExpC	24817507
CG5814	0.0855704608178624	0.000455330969699855	0.000205107568523445	0.995711802948942	0.0853668026686966	0.0140032172522253	0.00706377018669893	1	0.0279875112378935	Ambig	Ambig	417.197968041249	Trans	0.239694360136752	chr3R	24867433	24868433	chr3R_24867433_24868433	0.396817636454457	0.0125678702172781	-0.00219440512427849	0.986352947930271	0.400147075726985	0.0725069186761281	0.259788395997954	1	0.213455602540501	P1	Ambig	180.831530178334	Conserved/Ambiguous	0.546951611149673	start	0	AccC_ExpD	24868433
CG5814	0.0855704608178624	0.000455330969699855	0.000205107568523445	0.995711802948942	0.0853668026686966	0.0140032172522253	0.00706377018669893	1	0.0279875112378935	Ambig	Ambig	417.197968041249	Trans	0.239694360136752	chr3R	24867855	24868855	chr3R_24867855_24868855	0.447317712099733	0.00520289277719195	0.00923777540509031	0.955001922818381	0.439111889596118	0.0503249864457943	0.119750642484588	1	0.165423363432991	P1	Ambig	48.4226658999792	Conserved/Ambiguous	2.06514858571723	start	0	AccC_ExpD	24868855
CG5814	0.0855704608178624	0.000455330969699855	0.000205107568523445	0.995711802948942	0.0853668026686966	0.0140032172522253	0.00706377018669893	1	0.0279875112378935	Ambig	Ambig	417.197968041249	Trans	0.239694360136752	chr3R	24870316	24871316	chr3R_24870316_24871316	0.0550683067929584	0.221198042305682	0.203275229533816	6.06039477069025e-05	-0.148195913873135	0.0285630418383409	1	0.00161063174497397	0.112894643206904	Ambig	P1	0.270905151204355	Conserved/Ambiguous	57.8337273225077	end	0	AccC_ExpD	24871316
CG5815	0.114884326109293	0.0108472417043879	-0.0263435258670907	0.581939078510906	0.141295066617903	0.0322765428110793	0.142396222058685	1	0.0580742175396427	Ambig	Ambig	4.36100796411655	Conserved/Ambiguous	15.7207789337972	chr3R	27112065	27113065	chr3R_27112065_27113065	0.0404788815711141	0.485947510527895	0.0465780873657755	0.430725753049267	-0.00606670253427611	0.939084588619639	1	1	0.973569851639084	Ambig	Ambig	0.869054181062339	Conserved/Ambiguous	88.4215656714074	start	0	AccC_ExpC	27113065
CG5821	0.0698697719616807	0.011602376318711	0.0106086967022568	0.723612590577205	0.0592511599378174	0.145526092939709	0.151837397123271	1	0.214423098392439	Ambig	P2	6.58608441004984	Conserved/Ambiguous	15.1835284478601	chr2R	22415059	22416059	chr2R_22415059_22416059	0.0485583205705666	0.332596663294104	0.0577716273899894	0.250345153888813	-0.00918642190282357	0.894417506807858	1	1	0.953798272142003	Ambig	P1	0.840521944150404	Conserved/Ambiguous	86.2457029656555	start	0	AccC_ExpC	22416059
CG5821	0.0698697719616807	0.011602376318711	0.0106086967022568	0.723612590577205	0.0592511599378174	0.145526092939709	0.151837397123271	1	0.214423098392439	Ambig	P2	6.58608441004984	Conserved/Ambiguous	15.1835284478601	chr2R	22415308	22416308	chr2R_22415308_22416308	0.0332932446277004	0.490608851202917	0.0579469354655125	0.237728748085797	-0.0246258447643675	0.717538057807771	1	1	0.859493472980754	Ambig	P1	0.574547115567744	Conserved/Ambiguous	70.1531429709997	start	0	AccC_ExpC	22416308
CG5824	0.246689525431301	6.3667104764381e-11	0.39414505852781	5.82855803490349e-11	-0.147435476870412	0.000217566317542106	1.67655476103736e-09	1.73510012507653e-09	0.000669678634016181	P1	P1	0.625885115375346	Cis_+_Trans,same	72.7741189029587	chr3R	17539463	17540463	chr3R_17539463_17540463	0.501139935022084	0.000185322613522461	0.657762478708177	2.01591035644492e-11	-0.157068547215929	0.359230934950988	0.00589382110981355	1.03778518727784e-09	0.607234710780195	P1	P1	0.76188586494977	Cis	80.7679980133197	end	0	AccD_ExpD_S	17540463
CG5825	-0.271705471195096	0	-0.140131697446202	0	-0.131561745935587	2.01502205965376e-06	0	0	9.03096250372094e-06	P1	Ambig	1.93892942244139	Conserved/Ambiguous	51.5748530310534	chr2L	5054557	5055557	chr2L_5054557_5055557	-0.456507320383561	4.45294987214684e-05	-0.97624140255375	0	0.52013136532876	0.000724527209372042	0.00162072345719321	0	0.00605362857652278	P2	P2	0.467617250394609	Cis_+_Trans,same	65.2578476400568	start	0	AccD_ExpD_S	5055557
CG5825	-0.271705471195096	0	-0.140131697446202	0	-0.131561745935587	2.01502205965376e-06	0	0	9.03096250372094e-06	P1	Ambig	1.93892942244139	Conserved/Ambiguous	51.5748530310534	chr2L	5054633	5055633	chr2L_5054633_5055633	-0.454232690136572	4.57709452561517e-05	-0.972683394710433	0	0.51884375418431	0.000719561941321109	0.00166056847245239	0	0.00603698592918302	P2	P2	0.466989251185682	Cis_+_Trans,same	65.2311147050621	start	0	AccD_ExpD_S	5055633
CG5825	-0.271705471195096	0	-0.140131697446202	0	-0.131561745935587	2.01502205965376e-06	0	0	9.03096250372094e-06	P1	Ambig	1.93892942244139	Conserved/Ambiguous	51.5748530310534	chr2L	5055649	5056649	chr2L_5055649_5056649	-0.27900889028955	0.129912856232771	-0.480030122159134	0.00316259532730423	0.201438416134577	0.419958602699595	1	0.0639506251632432	0.660809317569243	P2	P2	0.581232046511148	Conserved/Ambiguous	70.4836895660724	end	0	AccC_ExpD	5056649
CG5826	0.410629729706619	5.76380697884485e-11	0.750640002733352	4.93072455343489e-11	-0.340002032235174	0	1.67655476103736e-09	1.73510012507653e-09	0	P1	P1	0.547039497244175	Cis_+_Trans,same	68.824995456057	chr3R	17546031	17547031	chr3R_17546031_17547031	0.0184692941166663	0.802304354851531	0.0910254204487716	0.208727835551587	-0.0725361152481753	0.477932088867898	1	1	0.705227110390984	Ambig	P1	0.202902596061731	Conserved/Ambiguous	55.645286549774	end	0	AccC_ExpD	17547031
CG5828	-0.0106781303711299	0.825115951723673	-0.205005068417221	1.9412570684274e-07	0.194333561760479	0.0020379269561797	1	4.30524868840625e-06	0.00505296557953022	P1	Ambig	0.0520871530327145	Compensatory	51.3369990632232	chr2L	5093475	5094475	chr2L_5093475_5094475	-0.142664763413224	0.0778641958906834	-0.540528492053961	0	0.397980424100891	0.000214007151097085	1	0	0.0022868729076006	Ambig	P2	0.263935695361979	Compensatory	57.6015529683104	start	0	AccC_ExpC	5094475
CG5828	-0.0106781303711299	0.825115951723673	-0.205005068417221	1.9412570684274e-07	0.194333561760479	0.0020379269561797	1	4.30524868840625e-06	0.00505296557953022	P1	Ambig	0.0520871530327145	Compensatory	51.3369990632232	chr2L	5093511	5094511	chr2L_5093511_5094511	-0.121006848947205	0.149201770792981	-0.525322788893547	0	0.404451679015818	0.000290018380127916	1	0	0.00293438862684242	Ambig	P2	0.230347610089549	Compensatory	56.5082727942182	start	0	AccC_ExpC	5094511
CG5828	-0.0106781303711299	0.825115951723673	-0.205005068417221	1.9412570684274e-07	0.194333561760479	0.0020379269561797	1	4.30524868840625e-06	0.00505296557953022	P1	Ambig	0.0520871530327145	Compensatory	51.3369990632232	chr2L	5095410	5096410	chr2L_5095410_5096410	-0.219696380126946	0.0688954888073812	-0.562322480677195	1.35912183507614e-07	0.342899546081457	0.036378268551606	1	4.67850587641351e-06	0.133637756998631	P2	P2	0.390694641733636	Conserved/Ambiguous	62.1386112252343	end	0	AccC_ExpC	5096410
CG5838	0.225026416774144	6.34152969551403e-11	0.348444105187997	6.07176825726906e-11	-0.123449496550726	0.00242006348849855	1.67655476103736e-09	1.73510012507653e-09	0.00586766213031042	P1	P1	0.645803483037071	Cis_+_Trans,same	73.8445260694298	chr2L	9963646	9964646	chr2L_9963646_9964646	-0.345696159960073	0.00367469114806895	-0.621102682187164	3.61343272858861e-07	0.275607713794478	0.114766047078674	0.087864631154482	1.23346534616874e-05	0.288332664804286	P2	P2	0.556584554976854	Conserved/Ambiguous	69.2801232970016	start	0	AccC_ExpD	9964646
CG5838	0.225026416774144	6.34152969551403e-11	0.348444105187997	6.07176825726906e-11	-0.123449496550726	0.00242006348849855	1.67655476103736e-09	1.73510012507653e-09	0.00586766213031042	P1	P1	0.645803483037071	Cis_+_Trans,same	73.8445260694298	chr2L	9966729	9967729	chr2L_9966729_9967729	-0.331076419005963	4.09866012254234e-05	-0.597604382859607	0	0.266607384225659	0.0142178324460075	0.00148850233498647	0	0.0673568443977907	P2	P2	0.554006008827652	Cis	69.1565806016417	end	0	AccD_ExpD_O	9967729
CG5841	0.141185850575081	6.77447593414844e-11	0.265670698340874	6.4226202761341e-11	-0.124470609562218	0.0001683377416557	1.67655476103736e-09	1.73510012507653e-09	0.000529163697999533	P1	P1	0.53143177421068	Cis_+_Trans,same	68.0935337180215	chr3L	16011312	16012312	chr3L_16011312_16012312	0.126987770813167	0.00340091751204382	0.120165195008218	0.0128616999374104	0.00686409314629155	0.918070421351287	0.0802833330284756	0.229225999728366	0.969364898224424	Ambig	P1	1.05677663823108	Conserved/Ambiguous	94.627375721882	end	0	AccC_ExpD	16012312
CG5850	-0.15096236013423	0.000553049068239275	-0.236663828137654	0	0.0857465901016605	0.139570157847915	0.00848110099312156	0	0.207387584848022	Ambig	P1	0.637876777884383	Cis	73.4147971170203	chr2L	9963255	9964255	chr2L_9963255_9964255	-0.574734353383331	2.03938104847978e-07	-0.936607145657175	0	0.362159309270383	0.0362988830879131	1.04610486876514e-05	0	0.133626772845862	P2	P2	0.613634388813109	Cis	72.1310447930025	end	0	AccD_ExpD_S	9964255
CG5850	-0.15096236013423	0.000553049068239275	-0.236663828137654	0	0.0857465901016605	0.139570157847915	0.00848110099312156	0	0.207387584848022	Ambig	P1	0.637876777884383	Cis	73.4147971170203	chr2L	9963449	9964449	chr2L_9963449_9964449	-0.530933923380085	2.5184155001412e-06	-0.860728146427956	0	0.330039433794196	0.0556577024099978	0.000112280257179592	0	0.182207897032236	P2	P2	0.616842757592481	Cis	72.2983598205655	end	0	AccD_ExpD_S	9964449
